observableId	simulationConditionId	measurement	time	noiseParameters_off
obs_cycA__nuc_median	wt	0.9307537959514451	0.0	1.0
obs_cycA__nuc_median	wt	0.7770314297094895	164.6044632	0.998845422
obs_cycA__nuc_median	wt	0.6524190879465546	329.4838944	0.997692177
obs_cycA__nuc_median	wt	0.5615079187337669	494.6393196	0.996540263
obs_cycA__nuc_median	wt	0.49574661324850244	660.071628	0.995389679
obs_cycA__nuc_median	wt	0.4480139274505284	825.7817088	0.994240424
obs_cycA__nuc_median	wt	0.4130683647877209	991.770588	0.993092495
obs_cycA__nuc_median	wt	0.3871926150549657	1158.039086	0.991945892
obs_cycA__nuc_median	wt	0.36778937391631594	1324.58823	0.990800613
obs_cycA__nuc_median	wt	0.35305500550283364	1491.418908	0.989656656
obs_cycA__nuc_median	wt	0.3417364389251673	1658.532146	0.98851402
obs_cycA__nuc_median	wt	0.3329570325206259	1825.928903	0.987372704
obs_cycA__nuc_median	wt	0.3260956036581361	1993.610066	0.986232704
obs_cycA__nuc_median	wt	0.320704595242821	2161.576595	0.985094022
obs_cycA__nuc_median	wt	0.31645578850911854	2329.829582	0.983956654
obs_cycA__nuc_median	wt	0.31310439536808876	2498.369918	0.982820599
obs_cycA__nuc_median	wt	0.310465195923471	2667.198629	0.981685855
obs_cycA__nuc_median	wt	0.30839636756566735	2836.316603	0.980552422
obs_cycA__nuc_median	wt	0.3067882665428683	3005.725003	0.979420298
obs_cycA__nuc_median	wt	0.3055554487292849	3175.424651	0.97828948
obs_cycA__nuc_median	wt	0.30463085182141236	3345.41664	0.977159968
obs_cycA__nuc_median	wt	0.3039615123647224	3515.702065	0.976031761
obs_cycA__nuc_median	wt	0.3035053313609535	3686.281747	0.974904856
obs_cycA__nuc_median	wt	0.30322863591246324	3857.156849	0.973779252
obs_cycA__nuc_median	wt	0.30310432304932844	4028.328328	0.972654947
obs_cycA__nuc_median	wt	0.303110447732756	4199.797278	0.971531941
obs_cycA__nuc_median	wt	0.30322912133892116	4371.564658	0.970410231
obs_cycA__nuc_median	wt	0.3034456808966024	4543.631561	0.969289817
obs_cycA__nuc_median	wt	0.3037480377778404	4715.999014	0.968170696
obs_cycA__nuc_median	wt	0.30412617049773044	4888.668042	0.967052867
obs_cycA__nuc_median	wt	0.3045717397642799	5061.63974	0.965936329
obs_cycA__nuc_median	wt	0.30507776846466217	5234.915203	0.96482108
obs_cycA__nuc_median	wt	0.3056384020973607	5408.495456	0.963707118
obs_cycA__nuc_median	wt	0.3062487133632697	5582.381594	0.962594443
obs_cycA__nuc_median	wt	0.3069045457913529	5756.574643	0.961483052
obs_cycA__nuc_median	wt	0.3076023853582748	5931.075697	0.960372945
obs_cycA__nuc_median	wt	0.30833926064143996	6105.885919	0.959264119
obs_cycA__nuc_median	wt	0.30911265646103026	6281.006335	0.958156574
obs_cycA__nuc_median	wt	0.30992044618460995	6456.438108	0.957050307
obs_cycA__nuc_median	wt	0.3107608326441127	6632.182332	0.955945318
obs_cycA__nuc_median	wt	0.3116323008707532	6808.240102	0.954841604
obs_cycA__nuc_median	wt	0.3125335775968794	6984.612511	0.953739165
obs_cycA__nuc_median	wt	0.3134635980277804	7161.300724	0.952637998
