parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	hierarchicalOptimization	objectivePriorType	objectivePriorParameters
kPhRbD		log	0.000554401	0.055440055	0.001079919	1	0	uniform	
kPhRbE		log	0.000693001	0.069300069	0.030678527	1	0	uniform	
kDpRb		log	0.0001386	0.013860014	0.005802332	1	0	uniform	
kPhRb		log	0.002079002	0.20790021	0.028648229	1	0	uniform	
kSyCe1		log	1.39E-06	0.0001386	0.0001386	1	0	uniform	
kSyCe2		log	0.41580042	41.580042	1.410425693	1	0	uniform	
kDeCe		log	1.39E-05	0.001386001	0.000964152	1	0	uniform	
kDiE2fRb		log	3.47E-05	0.003465004	0.001345457	1	0	uniform	
kAsE2fRb		log	0.034650035	3.4650035	0.579260834	1	0	uniform	
kSyE2f1		log	6.93E-07	6.93E-05	6.22614E-05	1	0	uniform	
kSyE2f2		log	0.069300069	6.9300069	5.652713039	1	0	uniform	
kDeE2f1		log	6.93E-06	0.000693001	3.7464E-05	1	0	uniform	
kDeE2f2		log	0.0001386	0.013860014	0.001328449	1	0	uniform	
kPhE2f		log	0.0001386	0.013860014	0.008711263	1	0	uniform	
kDpE2f2		log	0.006930007	0.69300069	0.119693724	1	0	uniform	
kSyEmi1		log	3.47E-06	0.0003465	0.000335321	1	0	uniform	
kSyEmi2		log	0.34650035	34.650035	18.91078555	1	0	uniform	
kDeEmi1		log	3.47E-05	0.003465004	3.47E-05	1	0	uniform	
kDeEmi2		log	3.47E-05	0.003465004	0.001058474	1	0	uniform	
kDeEmi3		log	0.0003465	0.034650035	0.032944271	1	0	uniform	
kPhEmiA		log	3.47E-06	0.0003465	3.54641E-06	1	0	uniform	
kPhEmiB		log	1.73E-05	0.001732502	0.001732502	1	0	uniform	
kDpEmi		log	3.47E-07	3.47E-05	3.94074E-07	1	0	uniform	
kSyCa1		log	6.93E-07	6.93E-05	7.01834E-06	1	0	uniform	
kSyCa2		log	0.051975052	5.1975052	0.14205988	1	0	uniform	
kDeCa1		log	6.93E-07	6.93E-05	6.93E-07	1	0	uniform	
kDeCa2		log	0.0002772	0.027720028	0.002556739	1	0	uniform	
kDeCa3		log	6.93E-05	0.006930007	0.003374877	1	0	uniform	
kDpCdh		log	0.0003465	0.034650035	0.002430564	1	0	uniform	
kPhCdhA		log	0.001732502	0.17325017	0.031584266	1	0	uniform	
kPhCdhE		log	6.93E-05	0.006930007	0.001171457	1	0	uniform	
kPhCdhB		log	0.017325017	1.7325017	0.017325017	1	0	uniform	
kDiACE		log	3.47E-05	0.003465004	0.001645357	1	0	uniform	
kAsACE		log	0.034650035	3.4650035	0.034650035	1	0	uniform	
kDiACdh		log	3.47E-05	0.003465004	3.47E-05	1	0	uniform	
kAsACdh		log	0.034650035	3.4650035	0.034650035	1	0	uniform	
kPhCeA		log	0.000693001	0.069300069	0.000693001	1	0	uniform	
kPhCeE		log	6.93E-06	0.000693001	0.000236909	1	0	uniform	
kPhFoxE		log	6.93E-05	0.006930007	6.93E-05	1	0	uniform	
kPhFoxA		log	6.93E-05	0.006930007	7.12457E-05	1	0	uniform	
kPhFoxB		log	0.0003465	0.034650035	0.003837141	1	0	uniform	
kDpFox		log	3.47E-06	0.0003465	4.30911E-06	1	0	uniform	
kSyCb1		log	6.93E-07	6.93E-05	7.39126E-06	1	0	uniform	
kSyCb2		log	0.051975052	5.1975052	0.3362863	1	0	uniform	
kDeCb1		log	6.93E-07	6.93E-05	7.01028E-06	1	0	uniform	
kDeCb2		log	8.66E-05	0.008662509	0.000335855	1	0	uniform	
kDeCb3		log	8.66E-05	0.008662509	0.00072347	1	0	uniform	
kPhEnsa		log	6.93E-05	0.006930007	0.000151236	1	0	uniform	
kDpEnsa		log	3.47E-05	0.003465004	0.001561192	1	0	uniform	
kPhGw		log	0.000693001	0.069300069	0.002939565	1	0	uniform	
kDpGw1		log	0.00017325	0.017325017	0.003162091	1	0	uniform	
kDpGw2		log	0.006930007	0.69300069	0.011986527	1	0	uniform	
kWee1		log	6.93E-06	0.000693001	6.93E-06	1	0	uniform	
kWee2		log	0.000693001	0.069300069	0.001061494	1	0	uniform	
kPhWeeA		log	6.93E-05	0.006930007	0.006316725	1	0	uniform	
kPhWeeB		log	0.000693001	0.069300069	0.069055135	1	0	uniform	
kDpWee		log	0.006930007	0.69300069	0.106506045	1	0	uniform	
kCdc25_1		log	6.93E-05	0.006930007	7.57882E-05	1	0	uniform	
kCdc25_2		log	0.000693001	0.069300069	0.021542913	1	0	uniform	
kDpCdc25		log	0.006930007	0.69300069	0.023812067	1	0	uniform	
kDipEB55		log	4.71E-06	0.00047124	4.7485E-06	1	0	uniform	
kAspEB55		log	0.03950104	3.950104	3.950103932	1	0	uniform	
kSyCdc_1		log	6.93E-07	6.93E-05	6.93E-07	1	0	uniform	
kSyCdc_2		log	0.069300069	6.9300069	5.225683501	1	0	uniform	
kDeCdc_1		log	2.77E-06	0.0002772	2.77E-06	1	0	uniform	
kDeCdc_2		log	2.77E-05	0.002772003	2.77E-05	1	0	uniform	
kDipACdc		log	8.66E-05	0.008662509	8.66E-05	1	0	uniform	
kAspACdc		log	0.000693001	0.069300069	0.000763817	1	0	uniform	
kPhApcA		log	6.93E-06	0.000693001	0.000159197	1	0	uniform	
kDpApc_1		log	0	0.03	0	1	0	uniform	
kDpApc_2		log	0.003465004	0.34650035	0.34650035	1	0	uniform	
kSyFox1		log	6.93E-07	6.93E-05	8.92199E-07	1	0	uniform	
kSyFox2		log	0.051975052	5.1975052	0.052505519	1	0	uniform	
kDeFox1		log	6.93E-07	6.93E-05	7.61908E-07	1	0	uniform	
kDeFox2		log	0.0003465	0.034650035	0.031258437	1	0	uniform	
kAsEPx		log	0.034650035	3.4650035	0.039018747	1	0	uniform	
kDiEPx		log	0.003465004	0.34650035	0.010003422	1	0	uniform	
kAsFPcb		log	0.034650035	3.4650035	0.434465779	1	0	uniform	
kDiFPcb		log	0.006930007	0.69300069	0.028543804	1	0	uniform	
kAsFPcdc		log	0.034650035	3.4650035	0.045374013	1	0	uniform	
kDiFPcdc		log	0.017325017	1.7325017	0.088660768	1	0	uniform	
kPhC25B		log	0.000693001	0.069300069	0.01934568	1	0	uniform	
kPhCAEE		log	5.54E-05	0.005544006	0.005245415	1	0	uniform	
kPhCAEA		log	0.001386001	0.13860014	0.011457936	1	0	uniform	
kPhCAEB		log	0.013860014	1.3860014	0.045292871	1	0	uniform	
kDpE2f1		log	0	0.01	0	1	0	uniform	
kPhC25A		log	0	0.01	0	1	0	uniform	
kSySkp2		log	0.00001	0.001	0.000323711	1	0	uniform	
kDeSkp2_1		log	0.00001	0.001	0.00024824	1	0	uniform	
kDeSkp2_2		log	0.0002	0.02	0.019999999	1	0	uniform	
kAsTP53PCDKN1A		log	0.03	3	0.483814546	1	0	uniform	
kDiTP53PCDKN1A		log	0.015	1.5	0.095291793	1	0	uniform	
kSyCDKN1A_1		log	0.000001	0.0001	5.10318E-05	1	0	uniform	
kSyCDKN1A_2		log	0.4	40	1.675776653	1	0	uniform	
kDeCDKN1A_1		log	0.000002	0.0002	0.0002	1	0	uniform	
kDeCDKN1A_2		log	0.000025	0.0025	2.53242E-05	1	0	uniform	
kAsCdkn1aC		log	0.0007	0.07	0.002776307	1	0	uniform	
kDiCdkn1aC		log	0.00003	0.003	3.9853E-05	1	0	uniform	
kPhCDKN1AByCe		log	0.0005	0.05	0.0005	1	0	uniform	
kPhCDKN1AByCa		log	0.00002	0.002	0.000270303	1	0	uniform	
kPhCDKN1AByCb		log	0.0002	0.02	0.001100992	1	0	uniform	
kDpCDKN1A		log	0.0002	0.02	0.011537366	1	0	uniform	
kAsFOXOPCDKN1B		log	0.03	3	0.467178831	1	0	uniform	
kDiFOXOPCDKN1B		log	0.015	1.5	0.015000001	1	0	uniform	
kSyCDKN1B_1		log	0.000001	0.0001	2.65255E-05	1	0	uniform	
kSyCDKN1B_2		log	0.05	5	0.200847064	1	0	uniform	
kDeCDKN1B_1		log	0.000002	0.0002	0.0002	1	0	uniform	
kDeCDKN1B_2		log	0.00025	0.025	0.001031007	1	0	uniform	
kAsCdkn1bC		log	0.0007	0.07	0.004827736	1	0	uniform	
kDiCdkn1bC		log	0.00003	0.003	3E-05	1	0	uniform	
kPhCDKN1BByCe		log	0.0005	0.05	0.049999996	1	0	uniform	
kPhCDKN1BByCa		log	0.005	0.5	0.005	1	0	uniform	
kPhCDKN1BByCb		log	0.00005	0.005	5E-05	1	0	uniform	
kDpCDKN1B		log	0.0002	0.02	0.018790871	1	0	uniform	
ic_wt_cell__CCND		lin	1.00E-01	1.00E+01	3.834399105	1	0	uniform	
ic_wt_cell__CCNE_CDKN1A_B_		lin	5.69E-03	5.69E-01	0.329845247	1	0	uniform	
ic_wt_cell__E2F_DBD_RB1_Ser332u_		lin	9.92E-04	9.92E-02	0.099199999	1	0	uniform	
ic_wt_cell__E2F_DBD_RB1_Ser332p_		lin	3.48E-04	3.48E-02	0.0348	1	0	uniform	
ic_wt_cell__CCNA_CDKN1A_B_		lin	1.27E-02	1.27E+00	0.045983745	1	0	uniform	
ic_wt_cell__CCNB_CDK1_Thr14_Tyr15u_CDKN1A_		lin	1.47E-02	1.47E+00	0.207918804	1	0	uniform	
ic_wt_cell__E2F_DBD_RB1_1_Ser332u__RB1_E2F_1_Ser807_Ser811u_		lin	2.09E-03	2.09E-01	0.208999995	1	0	uniform	
ic_wt_cell__E2F_DBD_RB1_1_Ser332p__RB1_E2F_1_Ser807_Ser811u_		lin	7.61E-04	7.61E-02	0.048391991	1	0	uniform	
ic_wt_cell__RB1_E2F_Ser807_Ser811u_		lin	7.65E-03	7.65E-01	0.720593644	1	0	uniform	
ic_wt_cell__RB1_E2F_Ser807_Ser811p_		lin	8.95E-02	8.95E+00	3.083505189	1	0	uniform	
ic_wt_cell__PPP2R2B_ENSA_ARPP19_		lin	5.62E-05	5.62E-03	0.004553275	1	0	uniform	
ic_wt_cell__APC_FBXO5_FZR1_CDC20_Ser355u_		lin	3.70E-01	3.70E+01	24.00462174	1	0	uniform	
ic_wt_cell__CDC20_APC_		lin	2.16E-02	2.16E+00	0.021600002	1	0	uniform	
ic_wt_cell__APC_FBXO5_FZR1_CDC20_1_Ser355p__CDC20_APC_1_		lin	7.19E-02	7.19E+00	0.130049509	1	0	uniform	
ic_wt_cell__APC_FBXO5_FZR1_CDC20_Ser355p_		lin	4.55E-02	4.55E+00	3.967097346	1	0	uniform	
ic_wt_cell__APC_FBXO5_FZR1_CDC20_1_Ser355u__FZR1_APC_1_FBXO5_nTermu_		lin	2.66E-03	2.66E-01	0.245440488	1	0	uniform	
ic_wt_cell__FZR1_APC_FBXO5_nTermu_		lin	2.07E-04	2.07E-02	0.018097357	1	0	uniform	
ic_wt_cell__FZR1_APC_FBXO5_nTermp_		lin	8.73E-02	8.73E+00	0.091261088	1	0	uniform	
ic_wt_cell__APC_FBXO5_1_FZR1_CDC20_2_Ser355u__FBXO5_APC_1_FZR1_3_Ser182u__FZR1_APC_2_FBXO5_3_nTermu_		lin	8.46E-03	8.46E-01	0.020034703	1	0	uniform	
ic_wt_cell__FBXO5_APC_FZR1_Ser182u_		lin	2.16E-02	2.16E+00	0.425489545	1	0	uniform	
ic_wt_cell__APC_FBXO5_1_FZR1_CDC20_2_Ser355p__FBXO5_APC_1_FZR1_3_Ser182u__FZR1_APC_2_FBXO5_3_nTermu_		lin	1.04E-03	1.04E-01	0.102644055	1	0	uniform	
ic_wt_cell__APC_FBXO5_FZR1_CDC20_1_Ser355p__FZR1_APC_1_FBXO5_nTermu_		lin	3.27E-04	3.27E-02	0.017206455	1	0	uniform	
ic_wt_cell__FBXO5_APC_FZR1_Ser182p_		lin	2.90E-04	2.90E-02	0.018940735	1	0	uniform	
ic_wt_cell__FOXM1_DBD_Thr600u_		lin	3.94E-03	3.94E-01	0.00394014	1	0	uniform	
ic_wt_cell__FOXM1_DBD_Thr600p_		lin	6.29E-02	6.29E+00	0.062900114	1	0	uniform	
ic_wt_cell__CCNB_promoter_FOXM1_1__FOXM1_DBD_1_Thr600p_		lin	0.00E+00	0.00E+00	1.90E-07	0	0	uniform	
ic_wt_cell__CCNB_promoter_FOXM1_		lin	1.00E-05	1.00E-03	1.00E-04	0	0	uniform	
