Unnamed: 0	observableId	simulationConditionId	measurement	time
455	obs_pRB__nuc_median	wt	1.8613883637443938	35955
456	obs_pRB__nuc_median	wt	1.863251655883323	36660
457	obs_pRB__nuc_median	wt	1.865006571122403	37365
458	obs_pRB__nuc_median	wt	1.8666585314000508	38070
459	obs_pRB__nuc_median	wt	1.868212650736331	38775
460	obs_pRB__nuc_median	wt	1.8696737162970607	39480
461	obs_pRB__nuc_median	wt	1.8710461798769982	40185
462	obs_pRB__nuc_median	wt	1.8723341558667248	40890
463	obs_pRB__nuc_median	wt	1.8735414229430638	41595
464	obs_pRB__nuc_median	wt	1.8746714283253059	42300
465	obs_pRB__nuc_median	wt	1.8757272900417412	43005
466	obs_pRB__nuc_median	wt	1.8767118003290997	43710
467	obs_pRB__nuc_median	wt	1.8776274249579705	44415
468	obs_pRB__nuc_median	wt	1.8784762997818154	45120
469	obs_pRB__nuc_median	wt	1.879260222647923	45825
470	obs_pRB__nuc_median	wt	1.8799806393278202	46530
471	obs_pRB__nuc_median	wt	1.8806386227715006	47235
472	obs_pRB__nuc_median	wt	1.8812348446577463	47940
473	obs_pRB__nuc_median	wt	1.8817695405541666	48645
474	obs_pRB__nuc_median	wt	1.8822424733987986	49350
475	obs_pRB__nuc_median	wt	1.882652913308734	50055
476	obs_pRB__nuc_median	wt	1.882999687826849	50760
477	obs_pRB__nuc_median	wt	1.8832814647551974	51465
478	obs_pRB__nuc_median	wt	1.8834977845396548	52170
479	obs_pRB__nuc_median	wt	1.883652662868597	52875
480	obs_pRB__nuc_median	wt	1.8837682944960092	53580
481	obs_pRB__nuc_median	wt	1.8839485733332146	54285
482	obs_pRB__nuc_median	wt	1.8847945115165037	54990
483	obs_pRB__nuc_median	wt	1.8871087378671936	55695
484	obs_pRB__nuc_median	wt	1.8802590182197032	56400
485	obs_pRB__nuc_median	wt	1.866797088647352	57105
486	obs_pRB__nuc_median	wt	1.847887542633723	57810
487	obs_pRB__nuc_median	wt	1.82500558216261	58515
488	obs_pRB__nuc_median	wt	1.8003572140147532	59220
489	obs_pRB__nuc_median	wt	1.776517614956281	59925
490	obs_pRB__nuc_median	wt	1.7556989033713624	60630
491	obs_pRB__nuc_median	wt	1.7391235429097478	61335
492	obs_pRB__nuc_median	wt	1.7266923901722744	62040
493	obs_pRB__nuc_median	wt	1.7166563301126674	62745
494	obs_pRB__nuc_median	wt	1.7084767095207054	63450
495	obs_pRB__nuc_median	wt	1.703263878538918	64155
496	obs_pRB__nuc_median	wt	1.7009780925655058	64860
497	obs_pRB__nuc_median	wt	1.7006271705068043	65565
498	obs_pRB__nuc_median	wt	1.701314974771806	66270
499	obs_pRB__nuc_median	wt	1.702852156745583	66975
500	obs_pRB__nuc_median	wt	1.705385254984564	67680
501	obs_pRB__nuc_median	wt	1.7088699427530059	68385
502	obs_pRB__nuc_median	wt	1.7130873102377955	69090
503	obs_pRB__nuc_median	wt	1.7178274662854554	69795
504	obs_pRB__nuc_median	wt	1.7229555750150336	70500
