time,_Cyt__CCND,_Cyt__CCNE_CDKN1A_B_,_Cyt__E2F_DBD_RB1_Ser332u_,_Cyt__E2F_DBD_RB1_Ser332p_,_Cyt__CCNA_CDKN1A_B_,_Cyt__CCNB_CDK1_Thr14_Tyr15u_CDKN1A_,_Cyt__E2F_DBD_RB1_1_Ser332u__RB1_E2F_1_Ser807_Ser811u_,_Cyt__E2F_DBD_RB1_1_Ser332p__RB1_E2F_1_Ser807_Ser811u_,_Cyt__RB1_E2F_Ser807_Ser811u_,_Cyt__RB1_E2F_Ser807_Ser811p_,_Cyt__PPP2R2B_ENSA_ARPP19_,_Cyt__APC_FBXO5_FZR1_CDC20_Ser355u_,_Cyt__CDC20_APC_,_Cyt__APC_FBXO5_FZR1_CDC20_1_Ser355p__CDC20_APC_1_,_Cyt__APC_FBXO5_FZR1_CDC20_Ser355p_,_Cyt__APC_FBXO5_FZR1_CDC20_1_Ser355u__FZR1_APC_1_FBXO5_nTermu_,_Cyt__FZR1_APC_FBXO5_nTermu_,_Cyt__FZR1_APC_FBXO5_nTermp_,_Cyt__APC_FBXO5_1_FZR1_CDC20_2_Ser355u__FBXO5_APC_1_FZR1_3_Ser182u__FZR1_APC_2_FBXO5_3_nTermu_,_Cyt__FBXO5_APC_FZR1_Ser182u_,_Cyt__APC_FBXO5_1_FZR1_CDC20_2_Ser355p__FBXO5_APC_1_FZR1_3_Ser182u__FZR1_APC_2_FBXO5_3_nTermu_,_Cyt__APC_FBXO5_FZR1_CDC20_1_Ser355p__FZR1_APC_1_FBXO5_nTermu_,_Cyt__FBXO5_APC_FZR1_Ser182p_,_Cyt__FOXM1_DBD_Thr600u_,_Cyt__FOXM1_DBD_Thr600p_,_Cyt__WEE1_Ser123u_,_Cyt__CCNB_CDK1_Thr14_Tyr15p_CDKN1A_,_Cyt__WEE1_Ser123p_,_Cyt__CDC25_pSitesp_,_Cyt__CDC25_pSitesu_,_Cyt__MASTL_Thr198u_,_Cyt__MASTL_Thr198p_,_Cyt__ENSA_ARPP19_PPP2R2B_Ser62_Ser67u_,_Cyt__ENSA_ARPP19_PPP2R2B_Ser62_Ser67p_,_Cyt__ENSA_ARPP19_PPP2R2B_1_Ser62_Ser67p__PPP2R2B_ENSA_ARPP19_1_,_Cyt__SKP2,_Cyt__TP53_DBD_Ser15p_,_Cyt__FOXO_DBD_,_Num__NUP_pSitesu_,_Nuc__CCND,_Nuc__CCNE_CDKN1A_B_,_Nuc__E2F_DBD_RB1_Ser332u_,_Nuc__E2F_DBD_RB1_Ser332p_,_Nuc__CCNA_CDKN1A_B_,_Nuc__CCNB_CDK1_Thr14_Tyr15u_CDKN1A_,_Nuc__E2F_DBD_RB1_1_Ser332u__RB1_E2F_1_Ser807_Ser811u_,_Nuc__E2F_DBD_RB1_1_Ser332p__RB1_E2F_1_Ser807_Ser811u_,_Nuc__RB1_E2F_Ser807_Ser811u_,_Nuc__RB1_E2F_Ser807_Ser811p_,_Nuc__PPP2R2B_ENSA_ARPP19_,_Nuc__APC_FBXO5_FZR1_CDC20_Ser355u_,_Nuc__CDC20_APC_,_Nuc__APC_FBXO5_FZR1_CDC20_1_Ser355p__CDC20_APC_1_,_Nuc__APC_FBXO5_FZR1_CDC20_Ser355p_,_Nuc__APC_FBXO5_FZR1_CDC20_1_Ser355u__FZR1_APC_1_FBXO5_nTermu_,_Nuc__FZR1_APC_FBXO5_nTermu_,_Nuc__FZR1_APC_FBXO5_nTermp_,_Nuc__APC_FBXO5_1_FZR1_CDC20_2_Ser355u__FBXO5_APC_1_FZR1_3_Ser182u__FZR1_APC_2_FBXO5_3_nTermu_,_Nuc__FBXO5_APC_FZR1_Ser182u_,_Nuc__APC_FBXO5_1_FZR1_CDC20_2_Ser355p__FBXO5_APC_1_FZR1_3_Ser182u__FZR1_APC_2_FBXO5_3_nTermu_,_Nuc__APC_FBXO5_FZR1_CDC20_1_Ser355p__FZR1_APC_1_FBXO5_nTermu_,_Nuc__FBXO5_APC_FZR1_Ser182p_,_Nuc__FOXM1_DBD_Thr600u_,_Nuc__FOXM1_DBD_Thr600p_,_Nuc__CCNB_promoter_FOXM1_1__FOXM1_DBD_1_Thr600p_,_Nuc__CCNB_promoter_FOXM1_,_Nuc__CDC20_promoter_FOXM1_,_Nuc__CDC20_promoter_FOXM1_1__FOXM1_DBD_1_Thr600p_,_Nuc__WEE1_Ser123u_,_Nuc__CCNB_CDK1_Thr14_Tyr15p_CDKN1A_,_Nuc__WEE1_Ser123p_,_Nuc__CDC25_pSitesp_,_Nuc__CDC25_pSitesu_,_Nuc__MASTL_Thr198u_,_Nuc__MASTL_Thr198p_,_Nuc__ENSA_ARPP19_PPP2R2B_Ser62_Ser67u_,_Nuc__ENSA_ARPP19_PPP2R2B_Ser62_Ser67p_,_Nuc__ENSA_ARPP19_PPP2R2B_1_Ser62_Ser67p__PPP2R2B_ENSA_ARPP19_1_,_Nuc__CCNE_promoter_E2F_,_Nuc__CCNA_promoter_E2F_,_Nuc__E2F_promoter_E2F_,_Nuc__FBXO5_promoter_E2F_,_Nuc__FOXM1_promoter_E2F_,_Nuc__CCNE_promoter_E2F_1__E2F_DBD_1_RB1_Ser332u_,_Nuc__CCNA_promoter_E2F_1__E2F_DBD_1_RB1_Ser332u_,_Nuc__E2F_DBD_1_RB1_Ser332u__E2F_promoter_E2F_1_,_Nuc__E2F_DBD_1_RB1_Ser332u__FBXO5_promoter_E2F_1_,_Nuc__E2F_DBD_1_RB1_Ser332u__FOXM1_promoter_E2F_1_,_Nuc__CCNE_promoter_E2F_1__E2F_DBD_1_RB1_Ser332p_,_Nuc__CCNA_promoter_E2F_1__E2F_DBD_1_RB1_Ser332p_,_Nuc__E2F_DBD_1_RB1_Ser332p__E2F_promoter_E2F_1_,_Nuc__E2F_DBD_1_RB1_Ser332p__FBXO5_promoter_E2F_1_,_Nuc__E2F_DBD_1_RB1_Ser332p__FOXM1_promoter_E2F_1_,_Nuc__SKP2,_Nuc__TP53_DBD_Ser15p_,_Nuc__CDKN1A_promoter_TP53_,_Nuc__FOXO_DBD_,_Nuc__CDKN1B_promoter_FOXO_,_Nuc__CDKN1A_promoter_TP53_1__TP53_DBD_1_Ser15p_,_Cyt__CDKN1A_CCNE_A_B_Ser130u_,_Nuc__CDKN1B_promoter_FOXO_1__FOXO_DBD_1_,_Cyt__CDKN1B_CCNE_A_Thr187u_,_Cyt__CCNA_CDKN1A_B_1__CDKN1A_CCNE_A_B_1_Ser130u_,_Cyt__CCNE_CDKN1A_B_1__CDKN1A_CCNE_A_B_1_Ser130u_,_Cyt__CCNB_CDK1_Thr14_Tyr15u_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_,_Cyt__CCNB_CDK1_Thr14_Tyr15p_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_,_Cyt__CDKN1A_CCNE_A_B_Ser130p_,_Cyt__CCNA_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187u_,_Cyt__CCNE_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187u_,_Cyt__CDKN1B_CCNE_A_Thr187p_,_Nuc__CDKN1A_CCNE_A_B_Ser130u_,_Nuc__CDKN1B_CCNE_A_Thr187u_,_Nuc__CCNA_CDKN1A_B_1__CDKN1A_CCNE_A_B_1_Ser130u_,_Nuc__CCNE_CDKN1A_B_1__CDKN1A_CCNE_A_B_1_Ser130u_,_Nuc__CCNB_CDK1_Thr14_Tyr15u_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_,_Nuc__CCNB_CDK1_Thr14_Tyr15p_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_,_Nuc__CDKN1A_CCNE_A_B_Ser130p_,_Cyt__CCNA_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187p_,_Nuc__CCNA_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187u_,_Cyt__CCNE_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187p_,_Nuc__CCNE_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187u_,_Nuc__CDKN1B_CCNE_A_Thr187p_,_Nuc__CCNA_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187p_,_Nuc__CCNE_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187p_
17597.61937,97475907115,577624674,5735309.26,11078958.5,14657694.38,203407.1908,251862075.6,66417080.32,2.19192E+12,1012672797,406594.111,1618082330,37645.26507,2.001085797,238215699.5,1.54273E+12,2.81017E+11,1.92642E+11,6.46258E+11,122704271.9,271600447.1,5.29741E+11,3769318.095,8188334.182,60399.14041,1.06155E+13,888653026.7,3.6886E+12,1.47859E+11,1.41435E+13,2.54789E+12,49224701.29,4.44875E+11,1.54453E+13,18595704166,834279.2241,0,64870325624,12292.51355,22924092885,8474546763,10329271.02,126180767.8,4522080429,10443768.63,751073757.4,3510848275,38114325065,1.71397E+12,141131676.3,15273117.32,82140.8788,5.490974098,37082323.5,259620120.2,7.8714E+12,956832019.5,662140037.3,447276663.3,2376714757,1.01256E+11,774775.5695,150386561.6,255914.74,5119.49212,6016880.508,6021887.441,112.5593397,1.48579E+12,1489218347,1.09021E+12,1.27261E+11,1.08538E+14,3.45034E+11,120438612.7,3.96446E+12,1.82441E+12,66736347432,5816445.621,5816445.621,5816445.621,5816445.621,5816445.621,12766.67349,12766.67349,12766.67349,12766.67349,12766.67349,192787.7056,192787.7056,192787.7056,192787.7056,192787.7056,1.8809E+11,0,6022000,55523670150,17773.72886,0,120629.4338,6004226.271,1756759.43,45425577.57,173076665.7,394639.6575,24027.25114,21.34104971,34733.72683,380.3194179,3662.25147,2443.785507,73626210.13,278818711,8005799754,64406990.87,9201496704,1418962.537,41752433.08,260972.228,184167880.1,652303.6549,4730620751,196623339.6,451749047.6
17794.38975,97475907115,580273098.5,5734122.273,11201323.37,14865994.49,206671.4525,249345927.5,66665760.19,2.18799E+12,1015026813,407859.4911,1648057824,37853.42664,2.012299516,236588241.9,1.54369E+12,2.80909E+11,1.9581E+11,6.532E+11,125371311.4,269822506.3,5.23091E+11,3858078.934,8317228.193,62477.36302,1.05682E+13,897240846.6,3.73017E+12,1.49367E+11,1.41432E+13,2.54789E+12,49666923.74,4.51609E+11,1.53856E+13,18595583443,843520.4039,0,64870325624,12292.51355,22924092885,8513380718,10279761.47,127497383.6,4586379028,10591049.96,743393267.2,3523757598,38054050903,1.71795E+12,141680999.3,15601039.72,82608.79605,5.523490439,37273695.78,263770320.1,7.86836E+12,967222881.7,667578902,453261496.6,2356497234,99990715509,792916.8631,152759846.3,264709.0248,5317.230518,6016682.769,6021882.511,117.4889235,1.47918E+12,1503533790,1.1025E+12,1.28559E+11,1.08536E+14,3.45034E+11,121520650.3,4.02448E+12,1.81736E+12,66735917566,5814603.398,5814603.398,5814603.398,5814603.398,5814603.398,12669.26582,12669.26582,12669.26582,12669.26582,12669.26582,194727.3364,194727.3364,194727.3364,194727.3364,194727.3364,1.90174E+11,0,6022000,55523670150,17773.72886,0,119796.1082,6004226.271,1739132.477,45677309.36,172069555.5,398619.6184,24055.62569,21.54545174,34554.11925,374.646027,3650.06892,2413.929469,72591584.29,280362552.3,7959201382,64767052.78,9212069982,1432553.948,42179207.55,259392.424,183985806.3,641653.671,4714880254,198632109.1,451302403
17991.55337,97475907115,582931879.9,5732915.334,11325237.4,15078191.48,210009.8423,246837755.5,66914529.49,2.18405E+12,1017387321,409136.8418,1678754269,38066.36067,2.023891771,234979030.7,1.54457E+12,2.80798E+11,1.99042E+11,6.60151E+11,128100989.3,268043051.4,5.16492E+11,3949137.03,8448448.881,64634.06864,1.05205E+13,905910672.8,3.77218E+12,1.50896E+11,1.41429E+13,2.54789E+12,50152092.66,4.58355E+11,1.53258E+13,18595461579,852894.7916,0,64870325624,12292.51355,22924092885,8552366589,10229950.46,128829719.1,4651880610,10741095.73,735737426.4,3536667634,37993598477,1.72195E+12,142235544.7,15935924.72,83087.17587,5.557052265,37465849.97,268007980.7,7.86526E+12,977760205.1,672967445.4,459325028.7,2336248510,98735226263,811526.7505,155176003.4,273835.0309,5523.110065,6016476.89,6021877.351,122.6490303,1.47249E+12,1517984467,1.11491E+12,1.29875E+11,1.08533E+14,3.45034E+11,122707757.6,4.08459E+12,1.81029E+12,66735483607,5812739.942,5812739.942,5812739.942,5812739.942,5812739.942,12571.38206,12571.38206,12571.38206,12571.38206,12571.38206,196688.6757,196688.6757,196688.6757,196688.6757,196688.6757,1.92288E+11,0,6022000,55523670150,17773.72886,0,118967.5909,6004226.271,1721674.107,45932698.73,171062036.5,402675.6934,24083.02121,21.75262091,34374.32611,369.022738,3637.78801,2384.430348,71566853.88,281928825.1,7912584116,65130602.98,9222261985,1446329.356,42610245.87,257809.6304,183791849,631102.5705,4699012680,200660933.9,450826608.9
18189.11165,97475907115,585600750.4,5731689.557,11450718.06,15294364.44,213424.3725,244337861.2,67163371.64,2.1801E+12,1019754132,410426.3194,1710192351,38284.27931,2.035879295,233388230.6,1.54539E+12,2.80685E+11,2.02339E+11,6.67109E+11,130895098.4,266262921.7,5.09945E+11,4042563.278,8582037.378,66872.39255,1.04723E+13,914662119.5,3.81462E+12,1.52448E+11,1.41425E+13,2.54789E+12,50676487.48,4.65112E+11,1.52659E+13,18595338558,862404.4012,0,64870325624,12292.51355,22924092885,8591500455,10179844.14,130177939.9,4718609590,10893963.39,728107153.1,3549577462,37932972314,1.72596E+12,142795380.6,16277930.48,83576.48446,5.591706098,37658845.34,272334956.1,7.8621E+12,988447709.2,678304672.8,465468816.5,2315976373,97489603276,830619.6924,157635791.1,283305.9944,5737.478018,6016262.522,6021871.949,128.0508795,1.46574E+12,1532569674,1.12745E+12,1.31211E+11,1.08531E+14,3.45033E+11,123990832.3,4.14481E+12,1.80322E+12,66735045503,5810855.047,5810855.047,5810855.047,5810855.047,5810855.047,12473.03604,12473.03604,12473.03604,12473.03604,12473.03604,198671.9168,198671.9168,198671.9168,198671.9168,198671.9168,1.94433E+11,0,6022000,55523670150,17773.72886,0,118143.9718,6004226.271,1704384.44,46191836.8,170054228,406810.0254,24109.41445,21.9625927,34194.35145,363.4497004,3625.408845,2355.287536,70552025.9,283518088.3,7865953472,65497699.54,9232063686,1460291.121,43045552.62,256223.8779,183585838.5,620650.6964,4683018165,202709835.1,450321248.8
18387.06625,97475907115,588279454.4,5730446.206,11577783.61,15514594.55,216917.1401,241846539,67412270.97,2.17614E+12,1022127070,411728.0846,1742393469,38507.40611,2.048279704,231816008.1,1.54614E+12,2.8057E+11,2.05704E+11,6.74075E+11,133755493.6,264482934.1,5.0345E+11,4138431.397,8718035.874,69195.60569,1.04235E+13,923494818.5,3.8575E+12,1.54023E+11,1.41422E+13,2.54788E+12,51236915.25,4.71881E+11,1.52059E+13,18595214365,872051.2788,0,64870325624,12292.51355,22924092885,8630778564,10129448.92,131542220,4786591034,11049712.66,720503342.7,3562486207,37872176569,1.72998E+12,143360577.4,16627219.59,84077.21322,5.627500919,37852742.72,276753145.2,7.85887E+12,999289206.5,683589584.8,471694450.5,2295688370,96253856949,850210.7259,160139986.9,293135.7237,5960.697197,6016039.303,6021866.294,133.7062603,1.45892E+12,1547288732,1.14013E+12,1.32566E+11,1.08528E+14,3.45033E+11,125362063.1,4.20513E+12,1.79613E+12,66734603198,5808948.494,5808948.494,5808948.494,5808948.494,5808948.494,12374.24193,12374.24193,12374.24193,12374.24193,12374.24193,200677.2639,200677.2639,200677.2639,200677.2639,200677.2639,1.96608E+11,0,6022000,55523670150,17773.72886,0,117325.3328,6004226.271,1687263.509,46454815.67,169046244.7,411024.8515,24134.78275,22.17540359,34014.19902,357.9270506,3612.931534,2326.500181,69547102.23,285130906.7,7819314754,65868404.66,9241466276,1474441.669,43485132,254635.1948,183367612.1,610298.3649,4666896849,204778832,449785923.9
18585.41879,97475907115,590967743.7,5729186.694,11706452.98,15738964.89,220490.3253,239364079.7,67661212.39,2.17216E+12,1024505970,413042.3014,1775379720,38735.97643,2.061111532,230262534.5,1.54681E+12,2.80453E+11,2.09138E+11,6.81049E+11,136684089.4,262703886.7,4.97007E+11,4236817.926,8856487.439,71607.11768,1.03743E+13,932408406,3.90082E+12,1.55621E+11,1.41418E+13,2.54788E+12,51830649.18,4.78661E+11,1.51458E+13,18595088983,881837.4885,0,64870325624,12292.51355,22924092885,8670197283,10078771.51,132922739.7,4855850584,11208405.34,712926879.5,3575393021,37811215121,1.734E+12,143931206.6,16983958.63,84589.87946,5.664488272,38047604.5,281264487.3,7.85557E+12,1010288591,688821170.1,478003548.1,2275391854,95027998027,870315.4633,162689384.6,303338.6117,6193.14639,6015806.854,6021860.372,139.6275533,1.45203E+12,1562140970,1.15293E+12,1.33942E+11,1.08525E+14,3.45033E+11,126814778.9,4.26555E+12,1.78903E+12,66734156636,5807020.056,5807020.056,5807020.056,5807020.056,5807020.056,12275.01437,12275.01437,12275.01437,12275.01437,12275.01437,202704.9295,202704.9295,202704.9295,202704.9295,202704.9295,1.98815E+11,0,6022000,55523670150,17773.72886,0,116511.7503,6004226.271,1670311.314,46721728.19,168038198.2,415322.5005,24159.10396,22.39109079,33833.87276,352.4549258,3600.356203,2298.067324,68552083,286767850.1,7772673125,66242784.25,9250461149,1488783.473,43928987.15,253043.6114,183137014.7,600045.8901,4650648895,206867938.9,449220253.3
18784.17079,97475907115,593665376.8,5727912.586,11836745.68,15967560.33,224146.1956,236890771.3,67910181.25,2.16818E+12,1026890677,414369.1361,1809173920,38970.23794,2.074394282,228727985,1.54742E+12,2.80333E+11,2.12643E+11,6.8803E+11,139682862.1,260926560.2,4.90615E+11,4337802.322,8997436,74110.48202,1.03246E+13,941402518.7,3.9446E+12,1.57242E+11,1.41415E+13,2.54788E+12,52455366.93,4.85453E+11,1.50856E+13,18594962398,891765.1094,0,64870325624,12292.51355,22924092885,8709753070,10027818.95,134319685.9,4926414445,11370105.43,705378638.6,3588297083,37750091606,1.73804E+12,144507340.8,17348318.26,85115.02769,5.702722391,38243493.96,285870961.3,7.85221E+12,1021449830,693998403.9,484397746.1,2255093993,93812037940,890950.1117,165284793.7,313929.6583,6435.220987,6015564.779,6021854.172,145.8277581,1.44506E+12,1577125715,1.16587E+12,1.35337E+11,1.08523E+14,3.45033E+11,128343298.2,4.32607E+12,1.78192E+12,66733705760,5805069.497,5805069.497,5805069.497,5805069.497,5805069.497,12175.36849,12175.36849,12175.36849,12175.36849,12175.36849,204755.1342,204755.1342,204755.1342,204755.1342,204755.1342,2.01054E+11,0,6022000,55523670150,17773.72886,0,115703.2946,6004226.271,1653527.807,46992667.81,167030197.5,419705.3966,24182.35647,22.60969211,33653.37673,347.0334618,3587.683003,2269.98776,67566965.29,288429491.4,7726033633,66620907.87,9259039896,1503319.048,44377119.97,251449.1591,182893898.5,589893.5816,4634274501,208977164.5,448623875.1
18983.32396,97475907115,596372122.1,5726625.584,11968682.07,16200467.92,227887.1117,234426895.5,68159163.74,2.16419E+12,1029281048,415708.7595,1843799665,39210.45168,2.088148528,227212540.6,1.54795E+12,2.80211E+11,2.16221E+11,6.9502E+11,142753856,259151716.5,4.84275E+11,4441467.259,9140926.555,76709.40616,1.02743E+13,950476806.5,3.98882E+12,1.58887E+11,1.41411E+13,2.54788E+12,53109101.38,4.92256E+11,1.50253E+13,18594834593,901836.2486,0,64870325624,12292.51355,22924092885,8749442532,9976598.498,135733253.5,4998309492,11534879.31,697859475.6,3601197610,37688809336,1.74209E+12,145089054.9,17720473.78,85653.23186,5.742260502,38440476.96,290574592.6,7.84877E+12,1032777004,699120256.1,490878724.6,2234801746,92605987036,912131.5346,167927043.5,324924.5122,6687.334081,6015312.666,6021847.679,152.3205346,1.43803E+12,1592242314,1.17894E+12,1.36753E+11,1.0852E+14,3.45032E+11,129942808.7,4.38669E+12,1.7748E+12,66733250512,5803096.571,5803096.571,5803096.571,5803096.571,5803096.571,12075.31971,12075.31971,12075.31971,12075.31971,12075.31971,206828.1092,206828.1092,206828.1092,206828.1092,206828.1092,2.03326E+11,0,6022000,55523670150,17773.72886,0,114900.0301,6004226.271,1636912.885,47267729.21,166022347.8,424176.0676,24204.51922,22.83124633,33472.71489,341.6627857,3574.912096,2242.260217,66591743.1,290116411.4,7679401145,67002849.3,9267194315,1518050.972,44829531.77,249851.8693,182638123.1,579841.7299,4617773874,211106514.3,447996444.5
19182.8798,97475907115,599087752.3,5725327.536,12102283.07,16437776.48,231715.527,231972732.8,68408146.37,2.16019E+12,1031676949,417061.3443,1879281314,39456.89236,2.102395891,225716385.7,1.54842E+12,2.80086E+11,2.19874E+11,7.02017E+11,145899179.8,257380102.8,4.77988E+11,4547898.539,9287004.909,79407.7532,1.02235E+13,959630913.8,4.0335E+12,1.60556E+11,1.41408E+13,2.54788E+12,53790195.58,4.9907E+11,1.49649E+13,18594705551,912053.0214,0,64870325624,12292.51355,22924092885,8789262335,9925117.752,137163643.1,5071563145,11702795.59,690370241.9,3614093839,37627371431,1.74615E+12,145676424,18100604.63,86205.09595,5.783162738,38638620.39,295377446.1,7.84527E+12,1044274255,704185680.9,497448177.4,2214521919,91409857009,933877.2333,170616978,336339.4786,6949.916772,6015050.083,6021840.88,159.1202237,1.43092E+12,1607490101,1.19214E+12,1.38189E+11,1.08517E+14,3.45032E+11,131609256.6,4.44742E+12,1.76766E+12,66732790832,5801101.023,5801101.023,5801101.023,5801101.023,5801101.023,11974.88399,11974.88399,11974.88399,11974.88399,11974.88399,208924.0927,208924.0927,208924.0927,208924.0927,208924.0927,2.0563E+11,0,6022000,55523670150,17773.72886,0,114102.0165,6004226.271,1620466.42,47547007.55,165014752.8,428737.1417,24225.57162,23.05579271,33291.89158,336.343027,3562.043676,2214.883256,65626408.9,291829193.8,7632780449,67388685.96,9274916392,1532981.856,45286222.25,248251.7766,182369555.6,569890.6268,4601147267,213255986.6,447337635.8
19382.84001,97475907115,601812049.4,5724020.428,12237570.43,16679577.08,235633.9982,229528557.3,68657116.51,2.15618E+12,1034078256,418427.0677,1915644076,39709.84949,2.117159216,224239710.2,1.54881E+12,2.79959E+11,2.23603E+11,7.09022E+11,149121016,255612448.8,4.71752E+11,4657185.478,9435717.979,82209.55383,1.01722E+13,968864496.8,4.07864E+12,1.62249E+11,1.41404E+13,2.54787E+12,54497263.39,5.05895E+11,1.49044E+13,18594575255,922417.5707,0,64870325624,12292.51355,22924092885,8829209285,9873384.52,138611064.2,5146203520,11873925.5,682911769.4,3626985046,37565780708,1.75021E+12,146269525.8,18488895.22,86771.25667,5.825492651,38837993.35,300281635.8,7.84169E+12,1055945840,709193627.8,504107838.3,2194261121,90223658419,956205.4256,173355461.9,348191.5691,7223.419414,6014776.581,6021833.758,166.2418922,1.42374E+12,1622868431,1.20549E+12,1.39647E+11,1.08515E+14,3.45032E+11,133339250.8,4.50824E+12,1.76051E+12,66732326660,5799082.589,5799082.589,5799082.589,5799082.589,5799082.589,11874.07756,11874.07756,11874.07756,11874.07756,11874.07756,211043.3338,211043.3338,211043.3338,211043.3338,211043.3338,2.07967E+11,0,6022000,55523670150,17773.72886,0,113309.3076,6004226.271,1604188.226,47830599.28,164007512.1,433391.3606,24245.49365,23.28337143,33110.91112,331.0743052,3549.07795,2187.855293,64670951.84,293568430.1,7586176161,67778499.65,9282198317,1548114.371,45747190.43,246648.9158,182088070.3,560040.5432,4584394946,215425576.4,446647140.4
19583.20625,97475907115,604544801,5722706.378,12374566.63,16925962.83,239645.1854,227094640,68906062.04,2.15216E+12,1036484855,419806.1098,1952914003,39969.62809,2.132462572,222782709.2,1.54913E+12,2.79829E+11,2.27412E+11,7.16035E+11,152421619.5,253849469.7,4.65568E+11,4769420.948,9587113.644,85119.01128,1.01204E+13,978177212.8,4.12424E+12,1.63967E+11,1.41401E+13,2.54787E+12,55229158.82,5.12731E+11,1.48438E+13,18594443689,932932.0541,0,64870325624,12292.51355,22924092885,8869280271,9821406.872,140075733,5222259361,12048342.76,675484879.8,3639870537,37504039754,1.75429E+12,146868438.9,18885534.68,87352.38483,5.869317202,39038666.89,305289320.7,7.83804E+12,1067796110,714143035.6,510859469.7,2174025804,89047402157,979135.0549,176143377.4,360498.5227,7508.312341,6014491.688,6021826.299,173.7013693,1.41648E+12,1638376657,1.21896E+12,1.41126E+11,1.08512E+14,3.45031E+11,135129987.9,4.56916E+12,1.75335E+12,66731857934,5797040.992,5797040.992,5797040.992,5797040.992,5797040.992,11772.91705,11772.91705,11772.91705,11772.91705,11772.91705,213186.091,213186.091,213186.091,213186.091,213186.091,2.10338E+11,0,6022000,55523670150,17773.72886,0,112521.9525,6004226.271,1588078.085,48118601.72,163000723.2,438141.5785,24264.26577,23.51402339,32929.77805,325.8567368,3536.015149,2161.174632,63725359.08,295334717.2,7539592794,68172376.28,9289032469,1563451.237,46212434.07,245043.3237,181793549,550291.7416,4567517211,217615272.5,445924668.6
19783.98016,97475907115,607285800.7,5721387.642,12513294.86,17177028.89,243751.8571,224671248.6,69154971.38,2.14813E+12,1038896639,421198.6539,1991118032,40236.5493,2.148331346,221345584.1,1.54939E+12,2.79696E+11,2.31302E+11,7.23056E+11,155803320.7,252091867.1,4.59436E+11,4884701.529,9741240.762,88140.50828,1.00681E+13,987568719.6,4.1703E+12,1.65711E+11,1.41397E+13,2.54787E+12,55984939.73,5.19579E+11,1.47831E+13,18594310835,943598.6447,0,64870325624,12292.51355,22924092885,8909472265,9769193.134,141557873.4,5299760043,12226123.69,668090384.4,3652749642,37442150944,1.75837E+12,147473243.3,19290717,87949.18679,5.914707019,39240714.12,310402706.2,7.8343E+12,1079829514,719032833.8,517704864.6,2153822263,87881099304,1002685.82,178981624.7,373278.8352,7805.086483,6014194.914,6021818.485,181.5152702,1.40915E+12,1654014130,1.23258E+12,1.42626E+11,1.08509E+14,3.45031E+11,136979162.8,4.63018E+12,1.74618E+12,66731384591,5794975.949,5794975.949,5794975.949,5794975.949,5794975.949,11671.41948,11671.41948,11671.41948,11671.41948,11671.41948,215352.6313,215352.6313,215352.6313,215352.6313,215352.6313,2.12744E+11,0,6022000,55523670150,17773.72886,0,111739.9961,6004226.271,1572135.745,48411113.17,161994481.5,442990.7676,24281.86897,23.74779011,32748.49714,320.6904346,3522.855535,2134.839468,62789615.81,297128658,7493034751,68570405.93,9295411419,1578995.214,46681949.59,243435.0397,181485880.9,540644.4744,4550514401,219825057.8,445169948.4
