observableId	simulationConditionId	measurement	time	noiseParameters_off
obs_cycA__nuc_median	wt	0.8155349887530096	0.0	1.0
obs_cycA__nuc_median	wt	0.5272748906454441	164.6044632	0.998845422
obs_cycA__nuc_median	wt	0.45929586068192013	329.4838944	0.997692177
obs_cycA__nuc_median	wt	0.4355860307242958	494.6393196	0.996540263
obs_cycA__nuc_median	wt	0.425494447157322	660.071628	0.995389679
obs_cycA__nuc_median	wt	0.420024279896814	825.7817088	0.994240424
obs_cycA__nuc_median	wt	0.4162296419483579	991.770588	0.993092495
obs_cycA__nuc_median	wt	0.4131375636476787	1158.039086	0.991945892
obs_cycA__nuc_median	wt	0.4104250725065133	1324.58823	0.990800613
obs_cycA__nuc_median	wt	0.4079782245504939	1491.418908	0.989656656
obs_cycA__nuc_median	wt	0.40574762159770394	1658.532146	0.98851402
obs_cycA__nuc_median	wt	0.40370310526076153	1825.928903	0.987372704
obs_cycA__nuc_median	wt	0.40182067705950486	1993.610066	0.986232704
obs_cycA__nuc_median	wt	0.400079296228205	2161.576595	0.985094022
obs_cycA__nuc_median	wt	0.3984603619928611	2329.829582	0.983956654
obs_cycA__nuc_median	wt	0.3969477117405035	2498.369918	0.982820599
obs_cycA__nuc_median	wt	0.3955275602502112	2667.198629	0.981685855
obs_cycA__nuc_median	wt	0.3941883067020945	2836.316603	0.980552422
obs_cycA__nuc_median	wt	0.39292023846121554	3005.725003	0.979420298
obs_cycA__nuc_median	wt	0.391715213350336	3175.424651	0.97828948
obs_cycA__nuc_median	wt	0.3905663721137971	3345.41664	0.977159968
obs_cycA__nuc_median	wt	0.3894679634383765	3515.702065	0.976031761
obs_cycA__nuc_median	wt	0.3884153310754601	3686.281747	0.974904856
obs_cycA__nuc_median	wt	0.3874050929500312	3857.156849	0.973779252
obs_cycA__nuc_median	wt	0.3864355193747809	4028.328328	0.972654947
obs_cycA__nuc_median	wt	0.3855070353384867	4199.797278	0.971531941
obs_cycA__nuc_median	wt	0.38462273307027217	4371.564658	0.970410231
obs_cycA__nuc_median	wt	0.38378872282189935	4543.631561	0.969289817
obs_cycA__nuc_median	wt	0.38301416202829475	4715.999014	0.968170696
obs_cycA__nuc_median	wt	0.3823108494835718	4888.668042	0.967052867
obs_cycA__nuc_median	wt	0.3816923855417677	5061.63974	0.965936329
obs_cycA__nuc_median	wt	0.3811730028552207	5234.915203	0.96482108
obs_cycA__nuc_median	wt	0.38076627021560394	5408.495456	0.963707118
obs_cycA__nuc_median	wt	0.38048388590706894	5582.381594	0.962594443
obs_cycA__nuc_median	wt	0.3803347478166982	5756.574643	0.961483052
obs_cycA__nuc_median	wt	0.38032440570300063	5931.075697	0.960372945
obs_cycA__nuc_median	wt	0.3804549097202219	6105.885919	0.959264119
obs_cycA__nuc_median	wt	0.38072499695073253	6281.006335	0.958156574
obs_cycA__nuc_median	wt	0.38113051826249894	6456.438108	0.957050307
obs_cycA__nuc_median	wt	0.3816649963993972	6632.182332	0.955945318
obs_cycA__nuc_median	wt	0.38232022334140836	6808.240102	0.954841604
obs_cycA__nuc_median	wt	0.38308682689244966	6984.612511	0.953739165
obs_cycA__nuc_median	wt	0.383954766592816	7161.300724	0.952637998
obs_cycA__nuc_median	wt	0.3849137387755859	7338.305833	0.951538103
obs_cycA__nuc_median	wt	0.38595349188665296	7515.629071	0.950439478
obs_cycA__nuc_median	wt	0.38706405572137426	7693.271464	0.949342121
obs_cycA__nuc_median	wt	0.3882359048466487	7871.234242	0.948246031
obs_cycA__nuc_median	wt	0.3894600638934066	8049.518568	0.947151207
obs_cycA__nuc_median	wt	0.3907281728272964	8228.125606	0.946057647
obs_cycA__nuc_median	wt	0.392032523140324	8407.056449	0.944965349
obs_cycA__nuc_median	wt	0.39336607777922417	8586.312329	0.943874313
obs_cycA__nuc_median	wt	0.39472247897436313	8765.894408	0.942784536
obs_cycA__nuc_median	wt	0.39609605826473676	8945.803987	0.941696017
obs_cycA__nuc_median	wt	0.3974818500782264	9126.042091	0.940608756
obs_cycA__nuc_median	wt	0.39887563228500383	9306.61002	0.939522749
obs_cycA__nuc_median	wt	0.4002739967749022	9487.508936	0.938437997
obs_cycA__nuc_median	wt	0.40167449248171105	9668.740072	0.937354497
obs_cycA__nuc_median	wt	0.4030758893015341	9850.304725	0.936272247
obs_cycA__nuc_median	wt	0.40447866554555995	10032.20399	0.935191248
obs_cycA__nuc_median	wt	0.40588590410559106	10214.43924	0.934111496
obs_cycA__nuc_median	wt	0.4073048163850044	10397.01156	0.933032992
obs_cycA__nuc_median	wt	0.40874871784033695	10579.9224	0.931955732
obs_cycA__nuc_median	wt	0.41023621581170394	10763.17284	0.930879716
obs_cycA__nuc_median	wt	0.41177515510257945	10946.76425	0.929804943
obs_cycA__nuc_median	wt	0.41332423829806764	11130.6978	0.92873141
obs_cycA__nuc_median	wt	0.4147967152984512	11314.97486	0.927659117
