fx,time(s)
2.84E+03,5.47E+04
2.84E+03,5.47E+04
2.84E+03,5.47E+04
2.84E+03,5.47E+04
2.84E+03,5.47E+04
2.84E+03,5.47E+04
2.84E+03,5.48E+04
2.84E+03,5.48E+04
2.84E+03,5.49E+04
2.84E+03,5.49E+04
2.84E+03,5.50E+04
2.84E+03,5.51E+04
2.84E+03,5.51E+04
2.84E+03,5.51E+04
2.84E+03,5.51E+04
2.84E+03,5.51E+04
2.84E+03,5.52E+04
2.84E+03,5.52E+04
2.84E+03,5.52E+04
2.84E+03,5.52E+04
2.84E+03,5.52E+04
2.84E+03,5.53E+04
2.84E+03,5.53E+04
2.84E+03,5.53E+04
2.84E+03,5.54E+04
2.84E+03,5.54E+04
2.84E+03,5.54E+04
2.84E+03,5.54E+04
2.84E+03,5.54E+04
2.84E+03,5.55E+04
2.84E+03,5.55E+04
2.84E+03,5.55E+04
2.84E+03,5.55E+04
2.84E+03,5.55E+04
2.84E+03,5.55E+04
2.84E+03,5.55E+04
2.84E+03,5.55E+04
2.84E+03,5.55E+04
2.84E+03,5.55E+04
2.84E+03,5.55E+04
2.84E+03,5.56E+04
2.84E+03,5.56E+04
2.84E+03,5.56E+04
2.84E+03,5.56E+04
2.84E+03,5.56E+04
2.84E+03,5.56E+04
2.84E+03,5.57E+04
2.84E+03,5.57E+04
2.84E+03,5.57E+04
2.84E+03,5.58E+04
2.84E+03,5.58E+04
2.84E+03,5.58E+04
2.84E+03,5.59E+04
2.84E+03,5.59E+04
2.84E+03,5.59E+04
2.84E+03,5.60E+04
2.84E+03,5.60E+04
2.84E+03,5.61E+04
2.84E+03,5.61E+04
2.84E+03,5.61E+04
2.84E+03,5.61E+04
2.84E+03,5.62E+04
2.84E+03,5.62E+04
2.84E+03,5.62E+04
2.84E+03,5.63E+04
2.84E+03,5.63E+04
2.84E+03,5.63E+04
2.84E+03,5.64E+04
2.84E+03,5.64E+04
2.84E+03,5.64E+04
2.84E+03,5.65E+04
2.84E+03,5.65E+04
2.84E+03,5.65E+04
2.84E+03,5.66E+04
2.84E+03,5.66E+04
2.84E+03,5.67E+04
2.84E+03,5.67E+04
2.84E+03,5.67E+04
2.84E+03,5.67E+04
2.84E+03,5.68E+04
2.84E+03,5.68E+04
2.84E+03,5.69E+04
2.84E+03,5.69E+04
2.84E+03,5.69E+04
2.84E+03,5.70E+04
2.84E+03,5.70E+04
2.84E+03,5.71E+04
2.84E+03,5.71E+04
2.84E+03,5.71E+04
2.84E+03,5.72E+04
2.84E+03,5.72E+04
2.84E+03,5.72E+04
2.84E+03,5.72E+04
2.84E+03,5.72E+04
2.84E+03,5.72E+04
2.84E+03,5.72E+04
2.84E+03,5.72E+04
2.84E+03,5.72E+04
2.84E+03,5.72E+04
2.84E+03,5.72E+04
2.84E+03,5.72E+04
2.84E+03,5.72E+04
2.84E+03,5.73E+04
2.84E+03,5.73E+04
2.84E+03,5.75E+04
2.84E+03,6.14E+04
2.84E+03,6.15E+04
2.84E+03,6.17E+04
2.84E+03,6.26E+04
2.84E+03,6.27E+04
2.84E+03,6.28E+04
2.84E+03,6.32E+04
2.84E+03,6.36E+04
2.84E+03,6.37E+04
2.84E+03,6.38E+04
2.84E+03,6.41E+04
2.84E+03,6.42E+04
2.84E+03,6.42E+04
2.84E+03,6.43E+04
2.84E+03,6.47E+04
2.84E+03,6.47E+04
2.84E+03,6.48E+04
2.84E+03,6.48E+04
2.84E+03,6.48E+04
2.84E+03,6.48E+04
2.84E+03,6.48E+04
2.84E+03,6.49E+04
2.84E+03,6.49E+04
2.84E+03,6.49E+04
2.84E+03,6.50E+04
2.84E+03,6.50E+04
2.84E+03,6.50E+04
2.84E+03,6.51E+04
2.84E+03,6.51E+04
2.84E+03,6.51E+04
2.84E+03,6.52E+04
2.84E+03,6.52E+04
2.84E+03,6.53E+04
2.84E+03,6.54E+04
2.84E+03,6.56E+04
2.84E+03,6.56E+04
2.84E+03,6.57E+04
2.84E+03,6.57E+04
2.84E+03,6.58E+04
2.84E+03,6.59E+04
2.84E+03,6.59E+04
2.84E+03,6.59E+04
2.84E+03,6.59E+04
2.84E+03,6.59E+04
2.84E+03,6.61E+04
2.84E+03,6.61E+04
2.84E+03,6.62E+04
2.84E+03,6.62E+04
2.84E+03,6.62E+04
2.84E+03,6.63E+04
2.84E+03,6.63E+04
2.84E+03,6.64E+04
2.84E+03,6.64E+04
2.84E+03,6.64E+04
2.84E+03,6.65E+04
2.84E+03,6.65E+04
2.84E+03,6.66E+04
2.84E+03,6.66E+04
2.84E+03,6.66E+04
2.84E+03,6.66E+04
2.84E+03,6.66E+04
2.84E+03,6.67E+04
2.84E+03,6.67E+04
2.84E+03,6.67E+04
2.84E+03,6.68E+04
2.84E+03,6.68E+04
2.84E+03,6.68E+04
2.84E+03,6.68E+04
2.84E+03,6.68E+04
2.84E+03,6.68E+04
2.84E+03,6.68E+04
2.84E+03,6.68E+04
2.84E+03,6.68E+04
2.84E+03,6.69E+04
2.84E+03,6.69E+04
2.84E+03,6.69E+04
2.84E+03,6.70E+04
2.84E+03,6.70E+04
2.84E+03,6.70E+04
2.84E+03,6.71E+04
2.84E+03,6.72E+04
2.84E+03,6.72E+04
2.84E+03,6.73E+04
2.84E+03,6.73E+04
2.84E+03,6.74E+04
2.84E+03,6.75E+04
2.84E+03,6.75E+04
2.84E+03,6.75E+04
2.84E+03,6.75E+04
2.84E+03,6.75E+04
2.84E+03,6.76E+04
2.84E+03,68400
2.84E+03,68405.7
2.84E+03,68405.73
2.84E+03,68405.73
2.84E+03,68405.75
2.84E+03,68405.81
2.84E+03,68406.28
2.84E+03,68406.29
2.84E+03,68406.31
2.84E+03,68406.42
2.84E+03,68406.47
2.84E+03,68406.5
2.84E+03,68502
2.84E+03,68507
2.84E+03,68522
2.84E+03,68775
2.84E+03,68954
2.84E+03,69048
2.84E+03,69216
2.84E+03,69259
2.84E+03,69347
2.84E+03,69390
2.84E+03,69400
2.84E+03,69450
2.84E+03,69770
2.84E+03,69950
2.84E+03,70010
2.84E+03,70130
2.84E+03,70210
2.84E+03,70220
2.84E+03,70360
2.84E+03,70400
2.84E+03,70850
2.84E+03,70940
2.84E+03,71690
2.84E+03,72820
2.84E+03,73880
2.84E+03,81100
2.84E+03,85900
2.84E+03,98700
2.84E+03,98800
2.84E+03,99000
2.84E+03,99500
2.84E+03,99500
2.84E+03,100000
2.84E+03,100100
2.84E+03,100200
2.84E+03,100200
2.84E+03,100200
2.84E+03,100300
2.84E+03,100300
2.84E+03,100400
2.84E+03,100400
2.84E+03,100500
2.84E+03,100500
2.84E+03,100500
2.84E+03,100600
2.84E+03,100700
2.84E+03,100700
2.84E+03,100700
2.84E+03,100700
2.84E+03,100700
2.84E+03,100700
2.84E+03,100700
2.84E+03,100700
2.84E+03,100700
2.84E+03,100800
2.84E+03,100800
2.84E+03,100900
2.84E+03,100900
2.84E+03,101000
2.84E+03,101000
2.84E+03,101000
2.84E+03,101100
2.84E+03,101100
2.84E+03,101200
2.84E+03,101200
2.84E+03,101300
2.84E+03,101300
2.84E+03,101400
2.84E+03,101500
2.84E+03,101500
2.84E+03,101600
2.84E+03,101600
2.84E+03,101800
2.84E+03,101800
2.84E+03,101900
2.84E+03,102100
2.84E+03,102100
2.84E+03,102200
2.84E+03,102300
2.84E+03,102300
2.84E+03,102400
2.84E+03,102400
2.84E+03,102500
2.84E+03,102600
2.84E+03,102600
2.84E+03,102600
2.84E+03,102600
2.84E+03,102700
2.84E+03,102700
2.84E+03,102800
2.84E+03,102900
2.84E+03,102900
2.84E+03,103000
2.84E+03,103000
2.84E+03,103100
2.84E+03,103200
2.84E+03,103200
2.84E+03,103300
2.84E+03,103300
2.84E+03,103400
2.84E+03,103400
2.84E+03,103500
2.84E+03,103500
2.84E+03,103600
2.84E+03,103600
2.84E+03,103700
2.84E+03,103800
2.84E+03,103800
2.84E+03,103900
2.84E+03,104000
2.84E+03,104100
2.84E+03,104100
2.84E+03,104200
2.84E+03,104200
2.84E+03,104300
2.84E+03,104400
2.84E+03,104600
2.84E+03,104600
2.84E+03,104700
2.84E+03,104700
2.84E+03,104700
2.84E+03,104800
2.84E+03,105000
2.84E+03,105000
2.84E+03,105100
2.84E+03,105100
2.84E+03,105200
2.84E+03,105200
2.84E+03,105300
2.84E+03,105400
2.84E+03,105400
2.84E+03,105500
2.84E+03,105500
2.84E+03,105600
2.84E+03,105600
2.84E+03,105600
2.84E+03,105600
2.84E+03,105600
2.84E+03,105700
2.84E+03,105700
2.84E+03,105700
2.84E+03,105700
2.84E+03,105700
2.84E+03,105700
2.84E+03,105800
2.84E+03,105900
2.84E+03,105900
2.84E+03,106100
2.84E+03,106200
2.84E+03,106400
2.84E+03,106600
2.84E+03,106700
2.84E+03,106900
2.84E+03,107000
2.84E+03,107100
2.84E+03,107200
2.84E+03,107200
2.84E+03,107500
2.84E+03,107600
2.84E+03,107600
2.84E+03,107900
2.84E+03,107900
2.84E+03,108000
2.84E+03,108100
2.84E+03,108200
2.84E+03,108400
2.84E+03,108400
2.84E+03,108500
2.84E+03,108600
2.84E+03,108600
2.84E+03,108700
2.84E+03,108700
2.84E+03,108800
2.84E+03,108800
2.84E+03,108900
2.84E+03,108900
2.84E+03,108900
2.84E+03,108900
2.84E+03,108900
2.84E+03,108900
2.84E+03,108900
2.84E+03,108900
2.84E+03,108900
2.84E+03,108900
2.84E+03,109000
2.84E+03,109000
2.84E+03,109000
2.84E+03,109000
2.84E+03,109100
2.84E+03,109100
2.84E+03,109100
2.84E+03,109100
2.84E+03,109200
2.84E+03,109200
2.84E+03,109300
2.84E+03,109300
2.84E+03,109300
2.84E+03,109400
2.84E+03,109500
2.84E+03,109500
2.84E+03,109600
2.84E+03,109600
2.84E+03,109700
2.84E+03,109700
2.84E+03,109800
2.84E+03,109800
2.84E+03,109900
2.84E+03,109900
2.84E+03,110000
2.84E+03,110000
2.84E+03,110000
2.84E+03,110100
2.84E+03,110400
2.84E+03,110400
2.84E+03,110700
2.84E+03,110700
2.84E+03,110800
2.84E+03,110900
2.84E+03,110900
2.84E+03,111000
2.84E+03,111000
2.84E+03,111100
2.84E+03,111100
2.84E+03,111200
2.84E+03,111200
2.84E+03,111200
2.84E+03,111300
2.84E+03,111400
2.84E+03,111400
2.84E+03,111400
2.84E+03,111500
2.84E+03,111600
2.84E+03,111700
2.84E+03,111800
2.84E+03,111900
2.84E+03,112100
2.84E+03,112200
2.84E+03,112200
2.84E+03,112300
2.84E+03,112700
2.84E+03,112700
2.84E+03,112700
2.84E+03,112700
2.84E+03,112800
2.84E+03,112900
2.84E+03,113000
2.84E+03,113300
2.84E+03,113400
2.84E+03,113400
2.84E+03,113600
2.84E+03,113600
2.84E+03,113700
2.84E+03,113700
2.84E+03,113900
2.84E+03,114000
2.84E+03,114100
2.84E+03,114200
2.84E+03,114200
2.84E+03,114300
2.84E+03,114300
2.84E+03,114300
2.84E+03,114300
2.84E+03,114300
2.84E+03,114300
2.84E+03,114300
2.84E+03,114300
2.84E+03,114300
2.84E+03,114400
2.84E+03,114400
2.84E+03,114400
2.84E+03,114400
2.84E+03,114700
2.84E+03,114700
2.84E+03,114800
2.84E+03,114900
2.84E+03,115000
2.84E+03,115200
2.84E+03,115300
2.84E+03,115500
2.84E+03,115500
2.84E+03,115600
2.84E+03,115600
2.84E+03,115800
2.84E+03,116000
2.84E+03,116100
2.84E+03,116100
2.84E+03,116300
2.84E+03,116500
2.84E+03,116600
2.84E+03,116900
2.84E+03,117400
2.84E+03,117500
2.84E+03,117600
2.84E+03,117700
2.84E+03,117700
2.84E+03,117800
2.84E+03,117900
2.84E+03,117900
2.84E+03,118000
2.84E+03,118000
2.84E+03,118000
2.84E+03,118100
2.84E+03,118100
2.84E+03,118400
2.84E+03,118600
2.84E+03,118600
2.84E+03,118800
2.84E+03,119400
2.84E+03,119900
2.84E+03,120100
2.84E+03,120500
2.84E+03,120800
2.84E+03,120900
2.84E+03,120900
2.84E+03,120900
2.84E+03,120900
2.84E+03,121100
2.84E+03,121200
2.84E+03,121200
2.84E+03,121400
2.84E+03,121500
2.84E+03,121600
2.84E+03,121600
2.84E+03,121700
2.84E+03,121900
2.84E+03,122000
2.84E+03,122100
2.84E+03,122400
2.84E+03,122400
2.84E+03,122400
2.84E+03,122500
2.84E+03,122600
2.84E+03,122900
2.84E+03,122900
2.84E+03,122900
2.84E+03,123000
2.84E+03,123000
2.84E+03,123000
2.84E+03,123000
2.84E+03,123000
2.84E+03,123000
2.84E+03,123000
2.84E+03,123000
2.84E+03,123100
2.84E+03,123300
2.84E+03,123400
2.84E+03,123600
2.84E+03,123800
2.84E+03,124000
2.84E+03,124100
2.84E+03,124300
2.84E+03,124700
2.84E+03,124800
2.84E+03,124800
2.84E+03,124900
2.84E+03,125000
2.84E+03,125100
2.84E+03,125200
2.84E+03,125300
2.84E+03,125400
2.84E+03,125500
2.84E+03,125800
2.84E+03,136800
2.84E+03,136805.69
2.84E+03,136805.72
2.84E+03,136805.74
2.84E+03,136805.74
2.84E+03,136805.79
2.84E+03,136806.16
2.84E+03,136806.17
2.84E+03,136806.21
2.84E+03,136806.22
2.84E+03,136806.23
2.84E+03,136806.25
2.84E+03,136887.5
2.84E+03,136894
2.84E+03,136897.6
2.84E+03,137168
2.84E+03,137311
2.84E+03,137715
2.84E+03,138050
2.84E+03,138340
2.84E+03,138430
2.84E+03,138450
2.84E+03,138490
2.84E+03,138570
2.84E+03,139220
2.84E+03,139260
2.84E+03,139380
2.84E+03,139400
2.84E+03,139440
2.84E+03,139560
2.84E+03,139710
2.84E+03,139740
2.84E+03,139880
2.84E+03,139920
2.84E+03,139960
2.84E+03,140040
2.84E+03,140040
2.84E+03,140100
2.84E+03,140130
2.84E+03,140310
2.84E+03,140400
2.84E+03,140530
2.84E+03,140710
2.84E+03,141090
2.84E+03,141210
2.84E+03,141220
2.84E+03,141270
2.84E+03,141270
2.84E+03,141400
2.84E+03,142350
2.84E+03,150100
2.84E+03,156500
2.84E+03,166300
2.84E+03,177200
2.84E+03,177300
2.84E+03,177300
2.84E+03,177400
2.84E+03,177400
2.84E+03,177400
2.84E+03,177400
2.84E+03,177500
2.84E+03,177600
2.84E+03,177600
2.84E+03,177600
2.84E+03,177700
2.84E+03,177700
2.84E+03,177700
2.84E+03,177800
2.84E+03,177800
2.84E+03,177800
2.84E+03,177800
2.84E+03,177900
2.84E+03,178000
2.84E+03,178100
2.84E+03,178100
2.84E+03,178100
2.84E+03,178200
2.84E+03,178200
2.84E+03,178300
2.84E+03,178300
2.84E+03,178300
2.84E+03,178400
2.84E+03,178400
2.84E+03,178400
2.84E+03,178400
2.84E+03,178500
2.84E+03,178500
2.84E+03,178500
2.84E+03,178500
2.84E+03,178600
2.84E+03,178600
2.84E+03,178600
2.84E+03,178700
2.84E+03,178700
2.84E+03,178700
2.84E+03,178800
2.84E+03,178800
2.84E+03,178800
2.84E+03,178900
2.84E+03,178900
2.84E+03,179000
2.84E+03,179000
2.84E+03,179000
2.84E+03,179000
2.84E+03,179000
2.84E+03,179100
2.84E+03,179100
2.84E+03,179200
2.84E+03,179200
2.84E+03,179200
2.84E+03,179200
2.84E+03,179300
2.84E+03,179300
2.84E+03,179300
2.84E+03,179400
2.84E+03,179400
2.84E+03,179400
2.84E+03,179400
2.84E+03,179400
2.84E+03,179500
2.84E+03,179500
2.84E+03,179500
2.84E+03,179600
2.84E+03,179600
2.84E+03,179600
2.84E+03,179700
2.84E+03,179700
2.84E+03,179700
2.84E+03,179700
2.84E+03,179800
2.84E+03,179800
2.84E+03,179800
2.84E+03,179900
2.84E+03,179900
2.84E+03,179900
2.84E+03,179900
2.84E+03,179900
2.84E+03,180000
2.84E+03,180000
2.84E+03,180100
2.84E+03,180100
2.84E+03,180100
2.84E+03,180100
2.84E+03,180100
2.84E+03,180200
2.84E+03,180200
2.84E+03,180200
2.84E+03,180300
2.84E+03,180300
2.84E+03,180300
2.84E+03,180400
2.84E+03,180400
2.84E+03,180400
2.84E+03,180400
2.84E+03,180500
2.84E+03,180500
2.84E+03,180500
2.84E+03,180500
2.84E+03,180600
2.84E+03,180600
2.84E+03,180600
2.84E+03,180700
2.84E+03,180700
2.84E+03,180700
2.84E+03,180800
2.84E+03,180800
2.84E+03,180800
2.84E+03,180900
2.84E+03,180900
2.84E+03,181000
2.84E+03,181100
2.84E+03,181100
2.84E+03,181100
2.84E+03,181100
2.84E+03,181100
2.84E+03,181100
2.84E+03,181100
2.84E+03,181100
2.84E+03,181100
2.84E+03,181200
2.84E+03,181200
2.84E+03,181400
2.84E+03,181400
2.84E+03,181500
2.84E+03,181500
2.84E+03,181500
2.84E+03,181900
2.84E+03,182000
2.84E+03,182000
2.84E+03,182000
2.84E+03,182100
2.84E+03,182100
2.84E+03,182100
2.84E+03,182200
2.84E+03,182200
2.84E+03,182300
2.84E+03,182300
2.84E+03,182400
2.84E+03,182400
2.84E+03,182500
2.84E+03,182600
2.84E+03,182600
2.84E+03,182800
2.84E+03,182800
2.84E+03,182800
2.84E+03,182900
2.84E+03,183000
2.84E+03,183200
2.84E+03,183200
2.84E+03,183300
2.84E+03,183400
2.84E+03,183500
2.84E+03,183700
2.84E+03,183700
2.84E+03,183900
2.84E+03,184100
2.84E+03,184200
2.84E+03,184200
2.84E+03,184200
2.84E+03,184300
2.84E+03,184300
2.84E+03,184400
2.84E+03,184400
2.84E+03,184400
2.84E+03,184400
2.84E+03,184400
2.84E+03,184500
2.84E+03,184500
2.84E+03,184600
2.84E+03,184600
2.84E+03,184600
2.84E+03,184700
2.84E+03,184700
2.84E+03,184700
2.84E+03,184800
2.84E+03,184800
2.84E+03,184800
2.84E+03,184900
2.84E+03,184900
2.84E+03,185000
2.84E+03,185000
2.84E+03,185100
2.84E+03,185100
2.84E+03,185100
2.84E+03,185100
2.84E+03,185100
2.84E+03,185100
2.84E+03,185200
2.84E+03,185200
2.84E+03,185200
2.84E+03,185200
2.84E+03,185300
2.84E+03,185400
2.84E+03,185400
2.84E+03,185500
2.84E+03,185500
2.84E+03,185700
2.84E+03,185700
2.84E+03,185700
2.84E+03,185700
2.84E+03,185700
2.84E+03,185800
2.84E+03,185800
2.84E+03,185900
2.84E+03,185900
2.84E+03,185900
2.84E+03,186000
2.84E+03,186000
2.84E+03,186000
2.84E+03,186000
2.84E+03,186000
2.84E+03,186000
2.84E+03,186000
2.84E+03,186100
2.84E+03,186100
2.84E+03,186100
2.84E+03,186100
2.84E+03,186200
2.84E+03,186200
2.84E+03,186300
2.84E+03,186500
2.84E+03,186500
2.84E+03,186600
2.84E+03,186600
2.84E+03,186700
2.84E+03,186900
2.84E+03,186900
2.84E+03,187000
2.84E+03,187100
2.84E+03,187100
2.84E+03,187100
2.84E+03,187200
2.84E+03,187300
2.84E+03,187300
2.84E+03,187300
2.84E+03,187400
2.84E+03,187400
2.84E+03,187500
2.84E+03,187800
2.84E+03,187800
2.84E+03,187900
2.84E+03,187900
2.84E+03,187900
2.84E+03,188100
2.84E+03,188100
2.84E+03,188100
2.84E+03,188200
2.84E+03,188200
2.84E+03,188300
2.84E+03,188300
2.84E+03,188400
2.84E+03,188400
2.84E+03,188500
2.84E+03,188500
2.84E+03,188500
2.84E+03,188600
2.84E+03,188600
2.84E+03,188600
2.84E+03,188600
2.84E+03,188700
2.84E+03,188700
2.84E+03,188700
2.84E+03,188800
2.84E+03,188800
2.84E+03,188900
2.84E+03,189100
2.84E+03,189100
2.84E+03,189200
2.84E+03,189200
2.84E+03,189300
2.84E+03,189300
2.84E+03,189300
2.84E+03,189400
2.84E+03,189400
2.84E+03,189500
2.84E+03,189500
2.84E+03,189600
2.84E+03,189600
2.84E+03,189600
2.84E+03,189700
2.84E+03,189700
2.84E+03,189800
2.84E+03,189800
2.84E+03,189900
2.84E+03,189900
2.84E+03,189900
2.84E+03,190000
2.84E+03,190000
2.84E+03,190000
2.84E+03,190100
2.84E+03,190200
2.84E+03,190200
2.84E+03,190200
2.84E+03,190300
2.84E+03,190400
2.84E+03,190500
2.84E+03,190500
2.84E+03,190600
2.84E+03,190700
2.84E+03,190700
2.84E+03,190800
2.84E+03,190800
2.84E+03,190800
2.84E+03,190900
2.84E+03,191000
2.84E+03,191100
2.84E+03,191100
2.84E+03,191100
2.84E+03,191200
2.84E+03,191200
2.84E+03,191200
2.84E+03,191300
2.84E+03,191300
2.84E+03,191400
2.84E+03,191400
2.84E+03,191500
2.84E+03,191600
2.84E+03,191600
2.84E+03,191700
2.84E+03,191700
2.84E+03,191700
2.84E+03,191700
2.84E+03,191800
2.84E+03,191800
2.84E+03,191800
2.84E+03,191900
2.84E+03,191900
2.84E+03,192000
2.84E+03,192000
2.84E+03,192100
2.84E+03,192100
2.84E+03,192200
2.84E+03,192300
2.84E+03,192300
2.84E+03,192500
2.84E+03,192500
2.84E+03,192500
2.84E+03,192600
2.84E+03,192600
2.84E+03,192600
2.84E+03,192600
2.84E+03,192700
2.84E+03,192700
2.84E+03,192700
2.84E+03,192700
2.84E+03,192700
2.84E+03,193000
2.84E+03,193100
2.84E+03,193300
2.84E+03,193300
2.84E+03,193400
2.84E+03,194000
2.84E+03,194000
2.84E+03,194000
2.84E+03,194100
2.84E+03,194200
2.84E+03,194200
2.84E+03,194200
2.84E+03,194300
2.84E+03,194300
2.84E+03,194400
2.84E+03,194400
2.84E+03,194400
2.84E+03,194400
2.84E+03,194400
2.84E+03,194500
2.84E+03,194500
2.84E+03,194500
2.84E+03,194600
2.84E+03,194600
2.84E+03,194600
2.84E+03,194600
2.84E+03,194700
2.84E+03,194700
2.84E+03,194800
2.84E+03,194800
2.84E+03,194900
2.84E+03,194900
2.84E+03,194900
2.84E+03,195000
2.84E+03,195000
2.84E+03,195100
2.84E+03,195100
2.84E+03,195200
2.84E+03,195300
2.84E+03,195300
2.84E+03,195400
2.84E+03,195400
2.84E+03,195400
2.84E+03,195400
2.84E+03,195500
2.84E+03,195700
2.84E+03,195700
2.84E+03,195800
2.84E+03,195800
2.84E+03,195800
2.84E+03,196000
2.84E+03,196200
2.84E+03,196400
2.84E+03,196400
2.84E+03,196400
2.84E+03,196400
2.84E+03,196400
2.84E+03,196400
2.84E+03,196400
2.84E+03,196400
2.84E+03,196400
2.84E+03,196400
2.84E+03,196400
2.84E+03,196400
2.84E+03,196400
2.84E+03,196500
2.84E+03,196500
2.84E+03,196600
2.84E+03,196600
2.84E+03,196700
2.84E+03,196700
2.84E+03,196700
2.84E+03,196800
2.84E+03,196800
2.84E+03,196900
2.84E+03,196900
2.84E+03,196900
2.84E+03,197000
2.84E+03,197100
2.84E+03,197100
2.84E+03,197100
2.84E+03,197200
2.84E+03,197200
2.84E+03,197200
2.84E+03,197300
2.84E+03,197300
2.84E+03,197300
2.84E+03,197300
2.84E+03,197300
2.84E+03,197400
2.84E+03,197400
2.84E+03,197500
2.84E+03,197500
2.84E+03,197500
2.84E+03,197600
2.84E+03,197600
2.84E+03,197600
2.84E+03,197700
2.84E+03,197800
2.84E+03,197800
2.84E+03,198000
2.84E+03,198200
2.84E+03,198300
2.84E+03,198400
2.84E+03,198400
2.84E+03,198400
2.84E+03,198500
2.84E+03,198500
2.84E+03,198500
2.84E+03,198600
2.84E+03,198600
2.84E+03,198700
2.84E+03,198800
2.84E+03,198900
2.84E+03,199000
2.84E+03,199000
2.84E+03,199100
2.84E+03,199100
2.84E+03,199100
2.84E+03,199200
2.84E+03,199200
2.84E+03,199300
2.84E+03,199300
2.84E+03,199400
2.84E+03,199400
2.84E+03,199500
2.84E+03,199500
2.84E+03,199600
2.84E+03,199600
2.84E+03,199700
2.84E+03,199700
2.84E+03,199700
2.84E+03,199800
2.84E+03,199800
2.84E+03,199800
2.84E+03,199800
2.84E+03,199900
2.84E+03,200100
2.84E+03,200100
2.84E+03,200100
2.84E+03,200100
2.84E+03,200200
2.84E+03,200300
2.84E+03,200300
2.84E+03,200400
2.84E+03,200500
2.84E+03,200500
2.84E+03,200500
2.84E+03,200600
2.84E+03,200700
2.84E+03,200800
2.84E+03,200800
2.84E+03,200800
2.84E+03,201000
2.84E+03,201100
2.84E+03,201100
2.84E+03,201200
2.84E+03,201300
2.84E+03,201300
2.84E+03,201400
2.84E+03,201400
2.84E+03,201500
2.84E+03,201600
2.84E+03,201600
2.84E+03,201700
2.84E+03,201900
2.84E+03,201900
2.84E+03,202400
2.84E+03,202400
2.84E+03,202500
2.84E+03,202600
2.84E+03,202700
2.84E+03,202700
2.84E+03,202700
2.84E+03,202800
2.84E+03,202900
2.84E+03,203000
2.84E+03,204100
2.84E+03,204100
2.84E+03,204300
2.84E+03,204400
2.84E+03,204400
2.84E+03,204600
2.84E+03,204700
2.84E+03,204900
2.84E+03,205200
2.84E+03,205205.69
2.84E+03,205205.7
2.84E+03,205205.7
2.84E+03,205205.71
2.84E+03,205205.71
2.84E+03,205205.73
2.84E+03,205205.73
2.84E+03,205205.73
2.84E+03,205205.77
2.84E+03,205205.77
2.84E+03,205205.81
2.84E+03,205290.9
2.84E+03,205294.3
2.84E+03,205299.6
2.84E+03,205567
2.84E+03,205686
2.84E+03,205690
2.84E+03,205983
2.84E+03,206023
2.84E+03,206143
2.84E+03,206330
2.84E+03,206390
2.84E+03,206450
2.84E+03,206460
2.84E+03,206510
2.84E+03,206570
2.84E+03,206830
2.84E+03,217600
2.84E+03,223700
2.84E+03,232300
2.84E+03,232300
2.84E+03,232300
2.84E+03,232300
2.84E+03,232400
2.84E+03,232400
2.84E+03,232500
2.84E+03,232800
2.84E+03,232800
2.84E+03,232900
2.84E+03,233000
2.84E+03,233100
2.84E+03,233200
2.84E+03,233300
2.84E+03,233300
2.84E+03,233300
2.84E+03,233400
2.84E+03,233500
2.84E+03,233700
2.84E+03,233800
2.84E+03,233900
2.84E+03,234000
2.84E+03,234000
2.84E+03,234000
2.84E+03,234100
2.84E+03,234100
2.84E+03,234600
2.84E+03,234700
2.84E+03,234800
2.84E+03,234900
2.84E+03,234900
2.84E+03,234900
2.84E+03,235000
2.84E+03,235100
2.84E+03,235100
2.84E+03,235500
2.84E+03,235600
2.84E+03,235700
2.84E+03,235700
2.84E+03,236300
2.84E+03,236400
2.84E+03,236400
2.84E+03,236500
2.84E+03,236900
2.84E+03,237000
2.84E+03,237200
2.84E+03,237700
2.84E+03,237700
2.84E+03,237800
2.84E+03,238100
2.84E+03,238200
2.84E+03,238200
2.84E+03,238200
2.84E+03,238300
2.84E+03,238300
2.84E+03,238300
2.84E+03,238400
2.84E+03,238400
2.84E+03,238500
2.84E+03,238600
2.84E+03,238700
2.84E+03,238800
2.84E+03,238900
2.84E+03,238900
2.84E+03,238900
2.84E+03,238900
2.84E+03,238900
2.84E+03,239000
2.84E+03,239000
2.84E+03,239000
2.84E+03,239000
2.84E+03,239000
2.84E+03,239100
2.84E+03,239100
2.84E+03,239100
2.84E+03,239200
2.84E+03,239200
2.84E+03,239300
2.84E+03,239400
2.84E+03,239500
2.84E+03,239800
2.84E+03,239900
2.84E+03,240000
2.84E+03,240000
2.84E+03,240000
2.84E+03,240200
2.84E+03,240300
2.84E+03,240300
2.84E+03,240500
2.84E+03,240700
2.84E+03,240700
2.84E+03,240800
2.84E+03,240900
2.84E+03,241000
2.84E+03,241000
2.84E+03,241100
2.84E+03,241200
2.84E+03,241200
2.84E+03,241200
2.84E+03,241300
2.84E+03,241400
2.84E+03,241400
2.84E+03,241500
2.84E+03,241700
2.84E+03,241800
2.84E+03,241800
2.84E+03,241900
2.84E+03,242000
2.84E+03,242000
2.84E+03,242200
2.84E+03,242300
2.84E+03,242400
2.84E+03,242400
2.84E+03,242500
2.84E+03,242600
2.84E+03,242700
2.84E+03,242800
2.84E+03,242800
2.84E+03,243000
2.84E+03,243100
2.84E+03,243200
2.84E+03,243400
