fx,time(s)
4.61E+03,1.29E+04
4.61E+03,1.29E+04
4.61E+03,1.29E+04
4.61E+03,1.29E+04
4.61E+03,1.31E+04
4.61E+03,1.31E+04
4.61E+03,1.31E+04
4.61E+03,1.32E+04
4.61E+03,1.35E+04
4.61E+03,1.39E+04
4.61E+03,1.40E+04
4.61E+03,1.42E+04
4.61E+03,1.46E+04
4.61E+03,1.48E+04
4.61E+03,1.49E+04
4.61E+03,1.49E+04
4.61E+03,1.49E+04
4.61E+03,1.49E+04
4.61E+03,1.49E+04
4.61E+03,1.50E+04
4.61E+03,1.50E+04
4.61E+03,1.50E+04
4.61E+03,1.53E+04
4.61E+03,1.55E+04
4.61E+03,1.56E+04
4.61E+03,1.59E+04
4.61E+03,1.64E+04
4.61E+03,1.64E+04
4.61E+03,1.65E+04
4.61E+03,1.66E+04
4.61E+03,1.67E+04
4.61E+03,1.67E+04
4.61E+03,1.69E+04
4.61E+03,1.69E+04
4.61E+03,1.72E+04
4.61E+03,1.72E+04
4.61E+03,1.77E+04
4.61E+03,1.77E+04
4.61E+03,1.84E+04
4.61E+03,2.01E+04
4.61E+03,2.01E+04
4.61E+03,2.02E+04
4.61E+03,2.02E+04
4.61E+03,2.03E+04
4.61E+03,2.03E+04
4.61E+03,2.03E+04
4.61E+03,2.04E+04
4.61E+03,2.06E+04
4.61E+03,2.06E+04
4.61E+03,2.10E+04
4.61E+03,2.41E+04
4.61E+03,2.80E+04
4.61E+03,2.88E+04
4.61E+03,2.93E+04
4.61E+03,2.98E+04
4.61E+03,2.99E+04
4.61E+03,3.01E+04
4.61E+03,3.04E+04
4.61E+03,3.04E+04
4.61E+03,3.05E+04
4.61E+03,3.08E+04
4.61E+03,3.08E+04
4.61E+03,3.09E+04
4.61E+03,3.12E+04
4.61E+03,3.12E+04
4.61E+03,3.13E+04
4.61E+03,3.13E+04
4.61E+03,3.13E+04
4.61E+03,3.17E+04
4.61E+03,3.17E+04
4.61E+03,3.17E+04
4.61E+03,3.18E+04
4.61E+03,3.18E+04
4.61E+03,3.19E+04
4.61E+03,3.19E+04
4.61E+03,3.19E+04
4.61E+03,3.21E+04
4.61E+03,3.22E+04
4.61E+03,3.23E+04
4.61E+03,3.24E+04
4.61E+03,3.24E+04
4.61E+03,3.24E+04
4.61E+03,3.25E+04
4.61E+03,3.25E+04
4.61E+03,3.25E+04
4.61E+03,3.26E+04
4.61E+03,3.30E+04
4.61E+03,3.31E+04
4.61E+03,3.32E+04
4.61E+03,3.34E+04
4.61E+03,3.34E+04
4.61E+03,3.36E+04
4.61E+03,3.36E+04
4.61E+03,3.37E+04
4.61E+03,3.37E+04
4.61E+03,3.38E+04
4.61E+03,3.38E+04
4.61E+03,3.39E+04
4.61E+03,3.39E+04
4.61E+03,3.40E+04
4.61E+03,3.41E+04
4.61E+03,3.42E+04
4.61E+03,3.44E+04
4.61E+03,3.46E+04
4.61E+03,3.49E+04
4.61E+03,3.51E+04
4.61E+03,3.52E+04
4.61E+03,3.53E+04
4.61E+03,3.53E+04
4.61E+03,3.53E+04
4.61E+03,3.53E+04
4.61E+03,3.53E+04
4.61E+03,3.53E+04
4.61E+03,3.53E+04
4.61E+03,3.54E+04
4.61E+03,3.55E+04
4.61E+03,3.55E+04
4.61E+03,3.56E+04
4.61E+03,3.57E+04
4.61E+03,3.74E+04
4.61E+03,3.81E+04
4.61E+03,3.83E+04
4.61E+03,3.84E+04
4.61E+03,3.85E+04
4.61E+03,3.89E+04
4.61E+03,3.93E+04
4.61E+03,3.97E+04
4.61E+03,3.98E+04
4.61E+03,4.00E+04
4.61E+03,4.00E+04
4.61E+03,4.01E+04
4.61E+03,4.03E+04
4.61E+03,4.03E+04
4.61E+03,4.04E+04
4.61E+03,4.04E+04
4.61E+03,4.04E+04
4.61E+03,4.05E+04
4.61E+03,4.05E+04
4.61E+03,4.05E+04
4.61E+03,4.06E+04
4.61E+03,4.07E+04
4.61E+03,4.13E+04
4.61E+03,4.14E+04
4.61E+03,4.14E+04
4.61E+03,4.17E+04
4.61E+03,4.34E+04
4.61E+03,4.35E+04
4.61E+03,4.40E+04
4.61E+03,4.48E+04
4.61E+03,4.48E+04
4.61E+03,4.48E+04
4.61E+03,4.48E+04
4.61E+03,4.49E+04
4.61E+03,4.49E+04
4.61E+03,4.51E+04
4.61E+03,4.51E+04
4.61E+03,4.52E+04
4.61E+03,4.52E+04
4.61E+03,4.52E+04
4.61E+03,4.63E+04
4.61E+03,4.67E+04
4.61E+03,4.73E+04
4.61E+03,4.99E+04
4.61E+03,4.99E+04
4.61E+03,5.00E+04
4.61E+03,5.00E+04
4.61E+03,5.02E+04
4.61E+03,5.02E+04
4.61E+03,5.02E+04
4.61E+03,5.04E+04
4.61E+03,5.05E+04
4.61E+03,5.06E+04
4.61E+03,5.07E+04
4.60E+03,5.18E+04
4.60E+03,5.18E+04
4.60E+03,5.18E+04
4.60E+03,5.19E+04
4.60E+03,5.19E+04
4.60E+03,5.20E+04
4.60E+03,5.20E+04
4.60E+03,5.20E+04
4.60E+03,5.22E+04
4.60E+03,5.23E+04
4.60E+03,5.26E+04
4.60E+03,5.36E+04
4.60E+03,5.49E+04
4.60E+03,5.50E+04
4.60E+03,5.51E+04
4.60E+03,5.69E+04
4.60E+03,5.71E+04
4.60E+03,5.74E+04
4.60E+03,5.74E+04
4.60E+03,5.74E+04
4.60E+03,5.74E+04
4.60E+03,5.75E+04
4.60E+03,5.75E+04
4.60E+03,5.75E+04
4.60E+03,5.76E+04
4.60E+03,5.76E+04
4.60E+03,5.76E+04
4.60E+03,5.77E+04
4.60E+03,5.82E+04
4.60E+03,5.86E+04
4.60E+03,6.10E+04
4.60E+03,6.20E+04
4.60E+03,6.22E+04
4.60E+03,6.22E+04
4.60E+03,6.23E+04
4.60E+03,6.23E+04
4.60E+03,6.24E+04
4.60E+03,6.25E+04
4.60E+03,6.27E+04
4.60E+03,6.30E+04
4.60E+03,6.31E+04
4.60E+03,6.32E+04
4.60E+03,6.36E+04
4.60E+03,6.40E+04
4.60E+03,6.42E+04
4.60E+03,6.43E+04
4.60E+03,6.43E+04
4.60E+03,6.44E+04
4.60E+03,6.46E+04
4.60E+03,6.53E+04
4.60E+03,6.57E+04
4.60E+03,6.64E+04
4.60E+03,6.71E+04
4.60E+03,6.74E+04
4.60E+03,68400
4600,68412.1
4600,68412.1
4600,68412.1
4600,68412.1
4600,68412.3
4600,68412.4
4600,68412.4
4600,68412.4
4600,68412.4
4600,68412.4
4600,68412.7
4600,68967
4600,68970
4600,68972
4600,68973
4600,68982
4600,68992
4600,69009
4600,69060
4600,69063
4600,69071
4600,69197
4600,69630
4600,69990
4600,70110
4600,70150
4600,70290
4600,70370
4600,70420
4600,70440
4600,70480
4600,70500
4600,70530
4600,70530
4600,70530
4600,70530
4600,70570
4600,70590
4600,70610
4600,70630
4600,70640
4600,70640
4600,70730
4600,70760
4600,71010
4600,71100
4600,71140
4600,71200
4600,71250
4600,71290
4600,71340
4600,71420
4600,71420
4600,71420
4600,71470
4600,71480
4600,71500
4600,71530
4600,71580
4600,71580
4600,71640
4600,71650
4600,71660
4600,71690
4600,71740
4600,71750
4600,71810
4600,71830
4600,71860
4600,71920
4600,71970
4600,71980
4600,72030
4600,72040
4600,72060
4600,72070
4600,72090
4600,72140
4600,72150
4600,72190
4600,72200
4600,72230
4600,72230
4600,72240
4600,72250
4600,72310
4600,72310
4600,72370
4600,72390
4600,72420
4600,72470
4600,72480
4600,72530
4600,72550
4600,72590
4600,72610
4600,72630
4600,72640
4600,72700
4600,72710
4600,72760
4600,72790
4600,72790
4600,72810
4600,72870
4600,72880
4600,72920
4600,72960
4600,72980
4600,73030
4600,73040
4600,73090
4600,73140
4600,73170
4600,73200
4600,73200
4600,73260
4600,73280
4600,73290
4600,73290
4600,73310
4600,73360
4600,73370
4600,73390
4600,73420
4600,73440
4600,73480
4600,73520
4600,73590
4600,73600
4600,73650
4600,73650
4600,73680
4600,73710
4600,73710
4600,73760
4600,73760
4600,73840
4600,73870
4600,73920
4600,73930
4600,73940
4600,73980
4600,74010
4600,74040
4600,74090
4600,74090
4600,74170
4600,74200
4600,74260
4600,74290
4600,74310
4600,74330
4600,74370
4600,74410
4600,74430
4600,74430
4600,74480
4600,74480
4600,74490
4600,74540
4600,74590
4600,74650
4600,74660
4600,74680
4600,74710
4600,74740
4600,74760
4600,74900
4600,74930
4600,74980
4600,74980
4600,75000
4600,75040
4600,75060
4600,75100
4600,75150
4600,75260
4600,75300
4600,75320
4600,75320
4600,75350
4600,75350
4600,75380
4600,75380
4600,75380
4600,75380
4600,75420
4600,75430
4600,75440
4600,75470
4600,75630
4600,75700
4600,75910
4600,76080
4600,77410
4600,77490
4600,77570
4600,77660
4600,77740
4600,77880
4600,77930
4600,77990
4600,78050
4600,78070
4600,78150
4600,78160
4600,78210
4600,78230
4600,78270
4600,78320
4600,78380
4600,78390
4600,78400
4600,78500
4600,78500
4600,78600
4600,78600
4600,78600
4600,78700
4600,78700
4600,78700
4600,78800
4600,78800
4600,78800
4600,78900
4600,78900
4600,79000
4600,79000
4600,79100
4600,79200
4600,79200
4600,79200
4600,79400
4600,79400
4600,79600
4600,79700
4600,79700
4600,79700
4600,79800
4600,79800
4600,79900
4600,79900
4600,79900
4600,80000
4600,80000
4600,80100
4600,80200
4600,80200
4600,80300
4600,80300
4600,80300
4600,80400
4600,80500
4600,80500
4600,80600
4600,80600
4600,80600
4600,80700
4600,80700
4600,80800
4600,80800
4600,80900
4600,81000
4600,81000
4600,81100
4600,81100
4600,81200
4600,81200
4600,81200
4600,81300
4600,81300
4600,81400
4600,81400
4600,81400
4600,81500
4600,81600
4600,81600
4600,81600
4600,81600
4600,81700
4600,81800
4600,81800
4600,81900
4600,81900
4600,82000
4600,82000
4600,82000
4600,82200
4600,82300
4600,82400
4600,82600
4600,82700
4600,82700
4600,82700
4600,82900
4600,82900
4600,83000
4600,83100
4600,83100
4600,83200
4600,83300
4600,83300
4600,83500
4600,83600
4600,83700
4600,83800
4600,83800
4600,83900
4600,83900
4600,84000
4600,84000
4600,84100
4600,84200
4600,84300
4600,84400
4600,84400
4600,84400
4600,84400
4600,84500
4600,84600
4600,84600
4600,84600
4600,84700
4600,84700
4600,84800
4600,84900
4600,85000
4600,85100
4600,85200
4600,85200
4600,85200
4600,85200
4600,85300
4600,85300
4600,85300
4600,85300
4600,85400
4600,85400
4600,85400
4600,85400
4600,85400
4600,85500
4600,85500
4600,85500
4600,85500
4600,85900
4600,86000
4600,86000
4600,86700
4600,86800
4600,86800
4600,86900
4600,87000
4600,87100
4600,87200
4600,87200
4600,87300
4600,87400
4600,87600
4600,87600
4600,87700
4600,87800
4600,87900
4600,88000
4600,88200
4600,88300
4600,88400
4600,88500
4600,88500
4600,88800
4600,88900
4600,89000
4600,89000
4600,89100
4600,89200
4600,89300
4600,89300
4600,89400
4600,89500
4600,89500
4600,89600
4600,89700
4600,89700
4600,89700
4600,89800
4600,89900
4600,89900
4600,90000
4600,90000
4600,90100
4600,90100
4600,90100
4600,90200
4600,90300
4600,90400
4600,90500
4600,90500
4600,90600
4600,90600
4600,90800
4600,90900
4600,90900
4600,91000
4600,91100
4600,91200
4600,91400
4600,91400
4600,91400
4600,91500
4600,91600
4600,91700
4600,91800
4600,91800
4600,91900
4600,92000
4600,92100
4600,92100
4600,92200
4600,92300
4600,92400
4600,92400
4600,92600
4600,92600
4600,92600
4600,92800
4600,92800
4600,92800
4600,92900
4600,93000
4600,93100
4600,93100
4600,93100
4600,93100
4600,93200
4600,93200
4600,93300
4600,93400
4600,93400
4600,93400
4600,93500
4600,93500
4600,93600
4600,93800
4600,93900
4600,93900
4600,94000
4600,94100
4600,94200
4600,94200
4600,94300
4600,94400
4600,94400
4600,94400
4600,94500
4600,94500
4600,94600
4600,94600
4600,94800
4600,94800
4600,94800
4600,95100
4600,95200
4600,95300
4600,95400
4600,95500
4600,95600
4600,95600
4600,95600
4600,95900
4600,96100
4600,96100
4600,96200
4600,96300
4600,96400
4600,96400
4600,96400
4600,96400
4600,96400
4600,96400
4600,96400
4600,96500
4600,96500
4600,96500
4600,96500
4600,96600
4600,96700
4600,96900
4600,98000
4600,98600
4600,100400
4600,100700
4600,101100
4600,101300
4600,101300
4600,101500
4600,102800
4600,103400
4600,103900
4600,105400
4600,105500
4600,105500
4600,105600
4600,105600
4600,105800
4600,105800
4600,105800
4600,105900
4600,106000
4600,106000
4600,106100
4600,106100
4600,106100
4600,106200
4600,106300
4600,106400
4600,106400
4600,106400
4600,106400
4600,106500
4600,106600
4600,106700
4600,106700
4600,106800
4600,106800
4600,106800
4600,106900
4600,107000
4600,107000
4600,107100
4600,107100
4600,107200
4600,107300
4600,107300
4600,107400
4600,107400
4600,107500
4600,107500
4600,107500
4600,107600
4600,107600
4600,107700
4600,107700
4600,107800
4600,107800
4600,107800
4600,107800
4600,107900
4600,108000
4600,108100
4600,108200
4600,108300
4600,108300
4600,108400
4600,108400
4600,108500
4600,108600
4600,108700
4600,108700
4600,108700
4600,108800
4600,108800
4600,108900
4600,108900
4600,109000
4600,109000
4600,109200
4600,109200
4600,109300
4600,109300
4600,109400
4600,109400
4600,109400
4600,109500
4600,109500
4600,109600
4600,109600
4600,109600
4600,109600
4600,109700
4600,109800
4600,109800
4600,109900
4600,109900
4600,110000
4600,110100
4600,110100
4600,110200
4600,110200
4600,110300
4600,110400
4600,110400
4600,110400
4600,110400
4600,110500
4600,110500
4600,110600
4600,110600
4600,110700
4600,110800
4600,110800
4600,110800
4600,110900
4600,110900
4600,110900
4600,111000
4600,111000
4600,111000
4600,111100
4600,111100
4600,111200
4600,111200
4600,111200
4600,111200
4600,111300
4600,111300
4600,111300
4600,111400
4600,111400
4600,111400
4600,111500
4600,111500
4600,111600
4600,111700
4600,111700
4600,111700
4600,111800
4600,111800
4600,111900
4600,111900
4600,112000
4600,112000
4600,112000
4600,112100
4600,112100
4600,112100
4600,112200
4600,112200
4600,112200
4600,112300
4600,112300
4600,112400
4600,112400
4600,112400
4600,112400
4600,112400
4600,112500
4600,112500
4600,112500
4600,112500
4600,112500
4600,112500
4600,112500
4600,112600
4600,112600
4600,112800
4600,113000
4600,113100
4600,113600
4600,113900
4600,113900
4600,114600
4600,116400
4600,118800
4600,119100
4600,119500
4600,119600
4600,119700
4600,120600
4600,121200
4600,121300
4600,121800
4600,121900
4600,122100
4600,122600
4600,122700
4600,123400
4600,123600
4600,123800
4600,124100
4600,124500
4600,124600
4600,125100
4600,125300
4600,125600
4600,125700
4600,126200
4600,126400
4600,127400
4600,127600
4600,127600
4600,127900
4600,127900
4600,128000
4600,128000
4600,128100
4600,128200
4600,128200
4600,128200
4600,128300
4600,128400
4600,128400
4600,128600
4600,128700
4600,128700
4600,128700
4600,128700
4600,128700
4600,128700
4600,128700
4600,128800
4600,128800
4600,128800
4600,128900
4600,128900
4600,129000
4600,129000
4600,129000
4600,129800
4600,130100
4600,130200
4600,133200
4600,133600
4600,134000
4600,135200
4600,136300
4600,136600
4600,136800
4600,136800
