observableId	simulationConditionId	measurement	time	noiseParameters_off
obs_cycA__nuc_median	wt	0.9341970878466881	0.0	1.0
obs_cycA__nuc_median	wt	0.7887329825758107	164.6044632	0.998845422
obs_cycA__nuc_median	wt	0.6644290695455882	329.4838944	0.997692177
obs_cycA__nuc_median	wt	0.5719394383441636	494.6393196	0.996540263
obs_cycA__nuc_median	wt	0.5042708929129988	660.071628	0.995389679
obs_cycA__nuc_median	wt	0.45485922644934307	825.7817088	0.994240424
obs_cycA__nuc_median	wt	0.41861363589350004	991.770588	0.993092495
obs_cycA__nuc_median	wt	0.3918076626930841	1158.039086	0.991945892
obs_cycA__nuc_median	wt	0.37178138456331994	1324.58823	0.990800613
obs_cycA__nuc_median	wt	0.3566593910778184	1491.418908	0.989656656
obs_cycA__nuc_median	wt	0.3451240817758713	1658.532146	0.98851402
obs_cycA__nuc_median	wt	0.33624614446298184	1825.928903	0.987372704
obs_cycA__nuc_median	wt	0.3293635886750331	1993.610066	0.986232704
obs_cycA__nuc_median	wt	0.3239985107927036	2161.576595	0.985094022
obs_cycA__nuc_median	wt	0.3198009706290788	2329.829582	0.983956654
obs_cycA__nuc_median	wt	0.3165113382778993	2498.369918	0.982820599
obs_cycA__nuc_median	wt	0.3139348020853643	2667.198629	0.981685855
obs_cycA__nuc_median	wt	0.31192382904315213	2836.316603	0.980552422
obs_cycA__nuc_median	wt	0.31036578166172857	3005.725003	0.979420298
obs_cycA__nuc_median	wt	0.3091740558204674	3175.424651	0.97828948
obs_cycA__nuc_median	wt	0.30828159186860865	3345.41664	0.977159968
obs_cycA__nuc_median	wt	0.30763609221490607	3515.702065	0.976031761
obs_cycA__nuc_median	wt	0.30719646401752043	3686.281747	0.974904856
obs_cycA__nuc_median	wt	0.3069301594342265	3857.156849	0.973779252
obs_cycA__nuc_median	wt	0.30681118281926145	4028.328328	0.972654947
obs_cycA__nuc_median	wt	0.3068186020607159	4199.797278	0.971531941
obs_cycA__nuc_median	wt	0.30693541438854294	4371.564658	0.970410231
obs_cycA__nuc_median	wt	0.3071477053784842	4543.631561	0.969289817
obs_cycA__nuc_median	wt	0.30744399654270677	4715.999014	0.968170696
obs_cycA__nuc_median	wt	0.3078147577302349	4888.668042	0.967052867
obs_cycA__nuc_median	wt	0.30825202580512157	5061.63974	0.965936329
obs_cycA__nuc_median	wt	0.30874911383710363	5234.915203	0.96482108
obs_cycA__nuc_median	wt	0.3093003802283598	5408.495456	0.963707118
obs_cycA__nuc_median	wt	0.30990105048270544	5582.381594	0.962594443
obs_cycA__nuc_median	wt	0.3105470705013266	5756.574643	0.961483052
obs_cycA__nuc_median	wt	0.3112349924190858	5931.075697	0.960372945
obs_cycA__nuc_median	wt	0.31196188120195034	6105.885919	0.959264119
obs_cycA__nuc_median	wt	0.3127252348111912	6281.006335	0.958156574
obs_cycA__nuc_median	wt	0.31352292297392115	6456.438108	0.957050307
obs_cycA__nuc_median	wt	0.3143531331305953	6632.182332	0.955945318
obs_cycA__nuc_median	wt	0.31521432506725294	6808.240102	0.954841604
obs_cycA__nuc_median	wt	0.3161051949387063	6984.612511	0.953739165
obs_cycA__nuc_median	wt	0.31702464294003735	7161.300724	0.952637998
obs_cycA__nuc_median	wt	0.3179717458238464	7338.305833	0.951538103
obs_cycA__nuc_median	wt	0.3189457347019396	7515.629071	0.950439478
obs_cycA__nuc_median	wt	0.3199459739319939	7693.271464	0.949342121
obs_cycA__nuc_median	wt	0.3209719461286205	7871.234242	0.948246031
obs_cycA__nuc_median	wt	0.32202323622918116	8049.518568	0.947151207
obs_cycA__nuc_median	wt	0.3230995195449905	8228.125606	0.946057647
obs_cycA__nuc_median	wt	0.3242005501736661	8407.056449	0.944965349
obs_cycA__nuc_median	wt	0.32532615351550614	8586.312329	0.943874313
obs_cycA__nuc_median	wt	0.3264762168880428	8765.894408	0.942784536
obs_cycA__nuc_median	wt	0.3276506838435134	8945.803987	0.941696017
obs_cycA__nuc_median	wt	0.3288495456825854	9126.042091	0.940608756
obs_cycA__nuc_median	wt	0.33007283993124836	9306.61002	0.939522749
obs_cycA__nuc_median	wt	0.33132064327211397	9487.508936	0.938437997
obs_cycA__nuc_median	wt	0.332593069136426	9668.740072	0.937354497
obs_cycA__nuc_median	wt	0.3338902644865006	9850.304725	0.936272247
obs_cycA__nuc_median	wt	0.33521240510585426	10032.20399	0.935191248
obs_cycA__nuc_median	wt	0.3365596966553499	10214.43924	0.934111496
obs_cycA__nuc_median	wt	0.33793236852177977	10397.01156	0.933032992
obs_cycA__nuc_median	wt	0.33933067689161966	10579.9224	0.931955732
obs_cycA__nuc_median	wt	0.3407548977958308	10763.17284	0.930879716
obs_cycA__nuc_median	wt	0.34220533084047233	10946.76425	0.929804943
obs_cycA__nuc_median	wt	0.3436822943252362	11130.6978	0.92873141
obs_cycA__nuc_median	wt	0.3451861275633962	11314.97486	0.927659117
obs_cycA__nuc_median	wt	0.34671718785385	11499.59672	0.926588062
obs_cycA__nuc_median	wt	0.34827585005715966	11684.56461	0.925518243
obs_cycA__nuc_median	wt	0.34986250719009915	11869.87984	0.92444966
obs_cycA__nuc_median	wt	0.3514775699432535	12055.54378	0.923382311
obs_cycA__nuc_median	wt	0.3531214643831968	12241.55764	0.922316194
obs_cycA__nuc_median	wt	0.3547946347965141	12427.92282	0.921251307
obs_cycA__nuc_median	wt	0.35649754134192946	12614.64066	0.920187651
obs_cycA__nuc_median	wt	0.35823066015039484	12801.71247	0.919125222
obs_cycA__nuc_median	wt	0.3599944834338835	12989.13955	0.91806402
obs_cycA__nuc_median	wt	0.3617895208775488	13176.92334	0.917004043
obs_cycA__nuc_median	wt	0.363616296947712	13365.06513	0.91594529
obs_cycA__nuc_median	wt	0.36547535309561896	13553.56629	0.91488776
obs_cycA__nuc_median	wt	0.3673672479065368	13742.42827	0.91383145
obs_cycA__nuc_median	wt	0.36929255482464945	13931.65236	0.91277636
obs_cycA__nuc_median	wt	0.3712518652818588	14121.23999	0.911722489
obs_cycA__nuc_median	wt	0.3732457876057747	14311.1926	0.910669834
obs_cycA__nuc_median	wt	0.37527494646318615	14501.51157	0.909618394
obs_cycA__nuc_median	wt	0.3773399833461223	14692.19825	0.908568168
obs_cycA__nuc_median	wt	0.37944155887958336	14883.25415	0.907519155
obs_cycA__nuc_median	wt	0.38158034994538237	15074.68065	0.906471353
obs_cycA__nuc_median	wt	0.38375705256631215	15266.47924	0.905424761
obs_cycA__nuc_median	wt	0.3859723805585883	15458.65137	0.904379378
obs_cycA__nuc_median	wt	0.3882270651738151	15651.1984	0.903335201
obs_cycA__nuc_median	wt	0.3905218596333457	15844.12196	0.90229223
obs_cycA__nuc_median	wt	0.3928575326243059	16037.42337	0.901250463
obs_cycA__nuc_median	wt	0.3952348744570846	16231.10413	0.900209898
obs_cycA__nuc_median	wt	0.39765469697928213	16425.16587	0.899170536
