observableId	simulationConditionId	measurement	time	noiseParameters_off
obs_cycA__nuc_median	wt	1.0510588091134743	0.0	1.0
obs_cycA__nuc_median	wt	0.86589726185473	164.6044632	0.998845422
obs_cycA__nuc_median	wt	0.7096862710704221	329.4838944	0.997692177
obs_cycA__nuc_median	wt	0.59873378248792	494.6393196	0.996540263
obs_cycA__nuc_median	wt	0.5208702795363065	660.071628	0.995389679
obs_cycA__nuc_median	wt	0.4665471417721524	825.7817088	0.994240424
obs_cycA__nuc_median	wt	0.42875001126176066	991.770588	0.993092495
obs_cycA__nuc_median	wt	0.40247681392535306	1158.039086	0.991945892
obs_cycA__nuc_median	wt	0.38420758494973084	1324.58823	0.990800613
obs_cycA__nuc_median	wt	0.37148470757060303	1491.418908	0.989656656
obs_cycA__nuc_median	wt	0.3626019424554329	1658.532146	0.98851402
obs_cycA__nuc_median	wt	0.35638011607585274	1825.928903	0.987372704
obs_cycA__nuc_median	wt	0.3520074283753135	1993.610066	0.986232704
obs_cycA__nuc_median	wt	0.34892683410793157	2161.576595	0.985094022
obs_cycA__nuc_median	wt	0.34675705562531156	2329.829582	0.983956654
obs_cycA__nuc_median	wt	0.3452375680393803	2498.369918	0.982820599
obs_cycA__nuc_median	wt	0.3441904182061617	2667.198629	0.981685855
obs_cycA__nuc_median	wt	0.34349387252602065	2836.316603	0.980552422
obs_cycA__nuc_median	wt	0.3430642992154227	3005.725003	0.979420298
obs_cycA__nuc_median	wt	0.34284379945721843	3175.424651	0.97828948
obs_cycA__nuc_median	wt	0.34279179123819914	3345.41664	0.977159968
obs_cycA__nuc_median	wt	0.34287934256827735	3515.702065	0.976031761
obs_cycA__nuc_median	wt	0.3430853612189276	3686.281747	0.974904856
obs_cycA__nuc_median	wt	0.3433940456887984	3857.156849	0.973779252
obs_cycA__nuc_median	wt	0.34379320874563385	4028.328328	0.972654947
obs_cycA__nuc_median	wt	0.34427316715537626	4199.797278	0.971531941
obs_cycA__nuc_median	wt	0.3448260102981913	4371.564658	0.970410231
obs_cycA__nuc_median	wt	0.34544512249578774	4543.631561	0.969289817
obs_cycA__nuc_median	wt	0.34612486336677306	4715.999014	0.968170696
obs_cycA__nuc_median	wt	0.3468603563011309	4888.668042	0.967052867
obs_cycA__nuc_median	wt	0.3476473428596313	5061.63974	0.965936329
obs_cycA__nuc_median	wt	0.3484820818960158	5234.915203	0.96482108
obs_cycA__nuc_median	wt	0.34936127347802315	5408.495456	0.963707118
obs_cycA__nuc_median	wt	0.35028200338907023	5582.381594	0.962594443
obs_cycA__nuc_median	wt	0.3512416973849277	5756.574643	0.961483052
obs_cycA__nuc_median	wt	0.3522380844307282	5931.075697	0.960372945
obs_cycA__nuc_median	wt	0.35326916452834867	6105.885919	0.959264119
obs_cycA__nuc_median	wt	0.35433318024974025	6281.006335	0.958156574
obs_cycA__nuc_median	wt	0.3554285933118946	6456.438108	0.957050307
obs_cycA__nuc_median	wt	0.3565540608242427	6632.182332	0.955945318
obs_cycA__nuc_median	wt	0.35770841595193953	6808.240102	0.954841604
obs_cycA__nuc_median	wt	0.35889064957241407	6984.612511	0.953739165
obs_cycA__nuc_median	wt	0.36009989466615805	7161.300724	0.952637998
obs_cycA__nuc_median	wt	0.36133541042565576	7338.305833	0.951538103
obs_cycA__nuc_median	wt	0.3625965705149464	7515.629071	0.950439478
obs_cycA__nuc_median	wt	0.3638828486605495	7693.271464	0.949342121
obs_cycA__nuc_median	wt	0.36519381102308845	7871.234242	0.948246031
obs_cycA__nuc_median	wt	0.36652910465310007	8049.518568	0.947151207
obs_cycA__nuc_median	wt	0.3678884494644199	8228.125606	0.946057647
obs_cycA__nuc_median	wt	0.3692716301234684	8407.056449	0.944965349
obs_cycA__nuc_median	wt	0.37067849100312117	8586.312329	0.943874313
obs_cycA__nuc_median	wt	0.3721089285497531	8765.894408	0.942784536
obs_cycA__nuc_median	wt	0.3735628877619812	8945.803987	0.941696017
obs_cycA__nuc_median	wt	0.3750403540635022	9126.042091	0.940608756
obs_cycA__nuc_median	wt	0.3765413538824424	9306.61002	0.939522749
obs_cycA__nuc_median	wt	0.3780659474560465	9487.508936	0.938437997
