time(s),fx
75288,-9854.3
75441,-9854.3
75750,-9854.3
75903,-9854.3
76652,-9854.3
78516,-9854.3
79848,-9854.3
80331,-9854.3
80431,-9865.1
80559,-9865.1
80766,-9865.1
80892,-9865.1
82477,-9865.1
82782,-9865.1
82885,-9865.1
84035,-9865.1
84086,-9865.1
84521,-9869.3
84893,-9869.3
85073,-9869.3
85692,-9869.3
86072,-9869.3
87373,-9869.3
87434,-9869.3
87434,-9869.3
87560,-9869.3
87560,-9869.3
88018,-9869.3
88018,-9869.3
88024,-9869.3
88482,-9869.3
88482,-9869.3
92689,-9871.3
92752,-9871.3
92809,-9871.3
93092,-9871.3
93343,-9871.3
94158,-9871.3
94706,-9871.3
95553,-9885.9
95591,-9885.9
95604,-9885.9
95973,-9885.9
96236,-9885.9
96236,-9885.9
96291,-9885.9
97432,-9885.9
99151,-9885.9
99731,-9885.9
99731,-9885.9
1.0034e+05,-9885.9
1.0184e+05,-9885.9
1.0184e+05,-9885.9
1.0368e+05,-9888
1.037e+05,-9888
1.0385e+05,-9888
1.0395e+05,-9888
1.0433e+05,-9888
1.0444e+05,-9888
1.0446e+05,-9888
1.0706e+05,-9888
1.0773e+05,-9890.5
1.0789e+05,-9890.5
1.0793e+05,-9890.5
1.0798e+05,-9890.5
1.08e+05,-9890.5
1.0833e+05,-9890.5
1.0906e+05,-9890.5
1.0931e+05,-9890.5
1.0948e+05,-9890.5
1.1111e+05,-9890.5
1.1162e+05,-9890.5
1.1495e+05,-9898.6
1.15e+05,-9898.6
1.1539e+05,-9898.6
1.1617e+05,-9898.6
1.164e+05,-9898.6
1.1669e+05,-9898.6
1.167e+05,-9898.6
1.1713e+05,-9900.8
1.1714e+05,-9900.8
1.1716e+05,-9900.8
1.1722e+05,-9900.8
1.1724e+05,-9900.8
1.184e+05,-9900.8
1.184e+05,-9900.8
1.1991e+05,-9900.8
1.2152e+05,-9904.8
1.2155e+05,-9904.8
1.2199e+05,-9904.8
1.2216e+05,-9904.8
1.222e+05,-9904.8
1.2234e+05,-9904.8
1.2396e+05,-9904.8
1.2446e+05,-9904.8
1.2496e+05,-9908.6
1.2505e+05,-9908.6
1.2519e+05,-9908.6
1.2546e+05,-9908.6
1.2555e+05,-9908.6
1.2555e+05,-9908.6
1.2644e+05,-9908.6
1.2761e+05,-9908.6
1.2929e+05,-9908.6
1.2935e+05,-9908.6
1.2938e+05,-9908.6
1.3014e+05,-9912.5
1.4407e+05,-9912.5
1.4407e+05,-9912.5
1.4407e+05,-9912.5
1.4407e+05,-9912.5
1.4407e+05,-9912.5
1.4407e+05,-9912.5
1.4407e+05,-9912.5
1.4407e+05,-9912.5
1.4407e+05,-9912.5
1.4407e+05,-9912.5
1.4407e+05,-9912.5
1.4474e+05,-9912.5
1.448e+05,-9912.5
1.4487e+05,-9912.5
1.4492e+05,-9912.5
1.4497e+05,-9912.5
1.4501e+05,-9912.5
1.4504e+05,-9912.5
1.4512e+05,-9912.5
1.4529e+05,-9912.5
1.4566e+05,-9912.5
1.4567e+05,-9912.5
1.4578e+05,-9912.5
1.4578e+05,-9912.5
1.4589e+05,-9912.5
1.4596e+05,-9912.5
1.4601e+05,-9912.5
1.4618e+05,-9912.5
1.4632e+05,-9912.5
1.4695e+05,-9912.5
1.4709e+05,-9912.5
1.4711e+05,-9912.5
1.4725e+05,-9912.5
1.4727e+05,-9912.5
1.4785e+05,-9912.5
1.4792e+05,-9912.5
1.4792e+05,-9912.5
1.4795e+05,-9912.5
1.4798e+05,-9914.4
1.4832e+05,-9914.4
1.4832e+05,-9914.4
1.4833e+05,-9914.4
1.4839e+05,-9914.4
1.4839e+05,-9914.4
1.4842e+05,-9914.6
1.4857e+05,-9914.6
1.4857e+05,-9914.6
1.4882e+05,-9914.6
1.4888e+05,-9914.6
1.4888e+05,-9914.6
1.4889e+05,-9914.6
1.4895e+05,-9914.6
1.4923e+05,-9914.6
1.4939e+05,-9914.6
1.4971e+05,-9914.6
1.4971e+05,-9914.6
1.4978e+05,-9914.6
1.5081e+05,-9914.8
1.5081e+05,-9914.8
1.5102e+05,-9914.8
1.5102e+05,-9914.8
1.5112e+05,-9915.9
1.5143e+05,-9915.9
1.5146e+05,-9915.9
1.5158e+05,-9915.9
1.5173e+05,-9915.9
1.519e+05,-9916.2
1.5204e+05,-9916.2
1.5214e+05,-9916.2
1.5226e+05,-9916.2
1.5226e+05,-9916.2
1.5257e+05,-9916.2
1.5269e+05,-9916.2
1.5281e+05,-9916.2
1.5286e+05,-9916.2
1.5305e+05,-9916.2
1.5307e+05,-9916.4
1.5346e+05,-9916.4
1.547e+05,-9917.4
1.5495e+05,-9917.4
1.5515e+05,-9917.4
1.5527e+05,-9917.4
1.5533e+05,-9917.4
1.5539e+05,-9917.4
1.5543e+05,-9917.4
1.5551e+05,-9917.4
1.5567e+05,-9918.9
1.5576e+05,-9918.9
1.5576e+05,-9918.9
1.5583e+05,-9918.9
1.5659e+05,-9918.9
1.5707e+05,-9918.9
1.572e+05,-9918.9
1.575e+05,-9918.9
1.5818e+05,-9921.2
1.5818e+05,-9921.2
1.5825e+05,-9921.2
1.5848e+05,-9921.2
1.5874e+05,-9921.2
1.5876e+05,-9921.2
1.5876e+05,-9921.2
1.5876e+05,-9921.2
1.5905e+05,-9921.2
1.5933e+05,-9921.6
1.5936e+05,-9921.6
1.5942e+05,-9921.6
1.5942e+05,-9921.6
1.5975e+05,-9921.6
1.6011e+05,-9921.6
1.6041e+05,-9921.6
1.6046e+05,-9921.6
1.6091e+05,-9921.6
1.6098e+05,-9921.6
1.6197e+05,-9922
1.6202e+05,-9922
1.6202e+05,-9922
1.6203e+05,-9922
1.6208e+05,-9922
1.6225e+05,-9922
1.6228e+05,-9923.4
1.6247e+05,-9923.4
1.6262e+05,-9923.4
1.6276e+05,-9923.4
1.6299e+05,-9923.4
1.6368e+05,-9923.4
1.6368e+05,-9923.4
1.6374e+05,-9923.4
1.6379e+05,-9923.4
1.6428e+05,-9923.4
1.6432e+05,-9923.4
1.6518e+05,-9923.4
1.6518e+05,-9923.4
1.656e+05,-9925.2
1.657e+05,-9925.2
1.6587e+05,-9925.2
1.6604e+05,-9925.2
1.6642e+05,-9925.2
1.6649e+05,-9925.2
1.6651e+05,-9925.2
1.6659e+05,-9925.2
1.666e+05,-9925.2
1.6707e+05,-9925.2
1.6722e+05,-9925.2
1.68e+05,-9925.2
1.6827e+05,-9925.2
1.6877e+05,-9925.2
1.6891e+05,-9925.2
1.6902e+05,-9925.6
1.6917e+05,-9925.6
1.6927e+05,-9925.6
1.6939e+05,-9925.6
1.6972e+05,-9925.6
1.6989e+05,-9925.6
1.7109e+05,-9925.6
1.711e+05,-9925.6
1.7119e+05,-9925.6
1.7155e+05,-9925.6
1.7155e+05,-9925.6
1.7376e+05,-9926.8
1.7388e+05,-9926.8
1.7404e+05,-9926.8
1.7407e+05,-9926.8
1.7452e+05,-9926.8
1.747e+05,-9926.8
1.7487e+05,-9930.3
1.7497e+05,-9930.3
1.7502e+05,-9930.3
1.7531e+05,-9930.3
1.7531e+05,-9930.3
1.755e+05,-9930.3
1.7578e+05,-9930.3
1.7595e+05,-9930.3
1.7595e+05,-9930.3
1.7661e+05,-9930.3
1.7714e+05,-9930.3
1.7714e+05,-9930.3
1.7836e+05,-9930.3
1.7836e+05,-9930.3
1.8094e+05,-9931.2
1.8117e+05,-9931.2
1.8122e+05,-9931.2
1.8123e+05,-9931.2
1.8123e+05,-9931.2
1.8144e+05,-9931.2
1.819e+05,-9931.2
1.8243e+05,-9931.2
1.8249e+05,-9931.2
1.8264e+05,-9931.2
1.8303e+05,-9931.2
1.8349e+05,-9931.2
1.8427e+05,-9931.2
1.843e+05,-9931.2
1.8432e+05,-9931.2
1.8452e+05,-9931.2
1.8495e+05,-9931.2
1.8507e+05,-9931.2
1.8548e+05,-9932.8
1.856e+05,-9932.8
1.8611e+05,-9932.8
1.8625e+05,-9932.8
1.8625e+05,-9932.8
1.8726e+05,-9932.8
1.8768e+05,-9932.8
1.8782e+05,-9932.8
1.8886e+05,-9932.8
1.8902e+05,-9935.6
1.8907e+05,-9935.6
1.8933e+05,-9935.6
1.8947e+05,-9935.9
1.8951e+05,-9935.9
1.8954e+05,-9935.9
1.896e+05,-9935.9
1.9002e+05,-9935.9
1.9044e+05,-9935.9
1.906e+05,-9935.9
1.9115e+05,-9935.9
1.9146e+05,-9935.9
1.9206e+05,-9935.9
1.9563e+05,-9935.9
1.9738e+05,-9936.2
1.9743e+05,-9936.2
1.9774e+05,-9936.2
1.9808e+05,-9936.2
1.9867e+05,-9936.2
1.9871e+05,-9936.4
1.9876e+05,-9936.4
1.9919e+05,-9936.4
1.9943e+05,-9936.4
2.0046e+05,-9936.4
2.0078e+05,-9936.4
2.0079e+05,-9936.4
2.0079e+05,-9936.4
2.0097e+05,-9936.4
2.0154e+05,-9936.4
2.038e+05,-9936.4
2.0454e+05,-9940.9
2.0463e+05,-9940.9
2.0478e+05,-9940.9
2.0486e+05,-9940.9
2.0514e+05,-9940.9
2.053e+05,-9940.9
2.053e+05,-9940.9
2.056e+05,-9940.9
2.0608e+05,-9940.9
2.0767e+05,-9940.9
2.0855e+05,-9940.9
2.0855e+05,-9940.9
2.1098e+05,-9940.9
2.199e+05,-9942.4
2.2009e+05,-9942.4
2.2027e+05,-9942.4
2.2143e+05,-9942.4
2.2193e+05,-9942.8
2.2204e+05,-9942.8
2.2216e+05,-9942.8
2.222e+05,-9942.8
2.2266e+05,-9943.1
2.2286e+05,-9944.4
2.2304e+05,-9944.4
2.2304e+05,-9944.4
2.2325e+05,-9944.4
2.2404e+05,-9944.4
2.2438e+05,-9944.4
2.2438e+05,-9944.4
2.2458e+05,-9944.4
2.2458e+05,-9944.4
2.2655e+05,-9944.4
2.2719e+05,-9944.4
2.2753e+05,-9944.4
2.2859e+05,-9944.4
2.2873e+05,-9945.4
2.2888e+05,-9945.4
2.2907e+05,-9945.4
2.2943e+05,-9945.4
2.3092e+05,-9945.4
2.3163e+05,-9945.4
2.3174e+05,-9945.4
2.3291e+05,-9945.4
2.3354e+05,-9945.4
2.3497e+05,-9945.4
2.3582e+05,-9945.4
2.391e+05,-9946.3
2.3917e+05,-9946.3
2.3982e+05,-9946.3
2.4e+05,-9946.3
2.4006e+05,-9946.3
2.4008e+05,-9946.3
2.4098e+05,-9946.3
2.421e+05,-9946.3
2.4277e+05,-9946.3
2.4318e+05,-9946.3
2.4458e+05,-9950.9
2.4465e+05,-9950.9
2.4465e+05,-9950.9
2.4514e+05,-9950.9
2.4527e+05,-9950.9
2.4527e+05,-9950.9
2.4547e+05,-9950.9
2.4578e+05,-9950.9
2.4629e+05,-9950.9
2.4692e+05,-9950.9
2.4696e+05,-9950.9
2.4696e+05,-9950.9
2.4764e+05,-9950.9
2.4938e+05,-9950.9
2.498e+05,-9954.5
2.5012e+05,-9954.5
2.5045e+05,-9954.5
2.5059e+05,-9954.5
2.5113e+05,-9958.1
2.5153e+05,-9958.1
2.5197e+05,-9958.1
2.5201e+05,-9958.1
2.523e+05,-9958.1
2.5233e+05,-9958.1
2.5301e+05,-9958.1
2.5304e+05,-9958.1
2.5394e+05,-9958.1
2.5439e+05,-9958.1
2.5585e+05,-9958.1
2.584e+05,-9964
2.88e+05,-9965.8
3.3034e+05,-9965.8
3.3038e+05,-9965.8
3.3042e+05,-9965.8
3.3042e+05,-9965.8
3.3047e+05,-9965.8
3.3054e+05,-9965.8
3.3055e+05,-9965.8
3.3073e+05,-9965.8
3.3075e+05,-9965.8
3.3078e+05,-9965.8
3.3085e+05,-9965.8
3.3091e+05,-9965.8
3.3092e+05,-9965.8
3.3097e+05,-9965.8
3.3148e+05,-9965.8
3.315e+05,-9965.8
3.315e+05,-9965.8
3.3152e+05,-9965.8
3.3161e+05,-9965.8
3.3163e+05,-9965.8
3.3169e+05,-9965.8
3.317e+05,-9965.8
3.3183e+05,-9965.8
3.3185e+05,-9965.8
3.3189e+05,-9965.8
3.3189e+05,-9965.8
3.3197e+05,-9965.8
3.3199e+05,-9965.8
3.32e+05,-9965.8
3.3206e+05,-9965.8
3.3221e+05,-9965.8
3.327e+05,-9965.8
3.3299e+05,-9965.8
3.3373e+05,-9965.8
3.338e+05,-9965.8
3.342e+05,-9965.9
3.3428e+05,-9965.9
3.343e+05,-9965.9
3.344e+05,-9965.9
3.3444e+05,-9965.9
3.3445e+05,-9965.9
3.3454e+05,-9965.9
3.3459e+05,-9966.1
3.3469e+05,-9966.1
3.3476e+05,-9966.1
3.3482e+05,-9966.1
3.3492e+05,-9966.1
3.3497e+05,-9966.3
3.3507e+05,-9966.3
3.3512e+05,-9966.3
3.3519e+05,-9966.3
3.3528e+05,-9966.3
3.3531e+05,-9966.3
3.3536e+05,-9966.4
3.3545e+05,-9966.4
3.3548e+05,-9966.4
3.3556e+05,-9966.4
3.3557e+05,-9966.4
3.3562e+05,-9966.4
3.3575e+05,-9966.5
3.358e+05,-9966.5
3.3583e+05,-9966.5
3.3585e+05,-9966.5
3.3592e+05,-9966.5
3.3594e+05,-9966.5
3.3613e+05,-9966.8
3.3618e+05,-9966.8
3.3622e+05,-9966.8
3.3623e+05,-9966.8
3.3629e+05,-9966.8
3.3631e+05,-9966.8
3.3635e+05,-9966.8
3.3641e+05,-9966.8
3.3691e+05,-9966.9
3.3697e+05,-9966.9
3.3703e+05,-9966.9
3.3704e+05,-9966.9
3.3711e+05,-9966.9
3.3729e+05,-9966.9
3.3741e+05,-9966.9
3.3754e+05,-9966.9
3.3768e+05,-9967.1
3.3778e+05,-9967.1
3.3779e+05,-9967.1
3.3782e+05,-9967.1
3.3797e+05,-9967.1
3.3799e+05,-9967.1
3.3806e+05,-9967.5
3.3811e+05,-9967.5
3.3815e+05,-9967.5
3.3836e+05,-9967.5
3.3845e+05,-9968.2
3.3852e+05,-9968.2
3.3862e+05,-9968.2
3.3868e+05,-9968.2
3.3884e+05,-9968.5
3.3888e+05,-9968.5
3.3889e+05,-9968.5
3.3923e+05,-9969.1
3.3925e+05,-9969.1
3.3927e+05,-9969.1
3.3929e+05,-9969.1
3.3962e+05,-9969.2
3.3964e+05,-9969.2
3.3975e+05,-9969.2
3.3977e+05,-9969.2
3.3982e+05,-9969.2
3.4001e+05,-9969.6
3.4002e+05,-9969.6
3.4024e+05,-9969.6
3.4039e+05,-9969.6
3.404e+05,-9970
3.4048e+05,-9970
3.4059e+05,-9970
3.4062e+05,-9970
3.4069e+05,-9970
3.4078e+05,-9970.1
3.4096e+05,-9970.1
3.4113e+05,-9970.1
3.4117e+05,-9970.6
3.4133e+05,-9970.6
3.4149e+05,-9970.6
3.4153e+05,-9970.6
3.4175e+05,-9970.6
3.4194e+05,-9970.8
3.4211e+05,-9970.8
3.4233e+05,-9970.9
3.425e+05,-9970.9
3.426e+05,-9970.9
3.4264e+05,-9970.9
3.4271e+05,-9971.8
3.4277e+05,-9971.8
3.429e+05,-9971.8
3.4311e+05,-9972.2
3.4322e+05,-9972.2
3.4324e+05,-9972.2
3.433e+05,-9972.2
3.435e+05,-9972.9
3.4361e+05,-9972.9
3.4367e+05,-9972.9
3.4371e+05,-9972.9
3.4389e+05,-9973.3
3.4394e+05,-9973.3
3.4394e+05,-9973.3
3.4411e+05,-9973.3
3.4428e+05,-9973.5
3.4449e+05,-9973.5
3.4451e+05,-9973.5
3.4471e+05,-9973.5
3.448e+05,-9973.5
3.4506e+05,-9973.6
3.4529e+05,-9973.6
3.4532e+05,-9973.6
3.4536e+05,-9973.6
3.4545e+05,-9973.9
3.4546e+05,-9973.9
3.4567e+05,-9973.9
3.4573e+05,-9973.9
3.4587e+05,-9973.9
3.4623e+05,-9973.9
3.4641e+05,-9973.9
3.4644e+05,-9973.9
3.4664e+05,-9973.9
3.4672e+05,-9973.9
3.4684e+05,-9973.9
3.4696e+05,-9974.2
3.47e+05,-9974.2
3.471e+05,-9974.2
3.4711e+05,-9974.2
3.4718e+05,-9974.2
3.474e+05,-9974.2
3.4777e+05,-9974.3
3.4777e+05,-9974.3
3.4783e+05,-9974.3
3.4783e+05,-9974.3
3.4794e+05,-9974.3
3.4797e+05,-9974.3
3.4798e+05,-9974.3
3.4817e+05,-9974.4
3.4818e+05,-9974.4
3.4819e+05,-9974.4
3.4828e+05,-9974.4
3.483e+05,-9974.4
3.4835e+05,-9974.4
3.4851e+05,-9974.4
3.4856e+05,-9974.4
3.4859e+05,-9974.4
3.4867e+05,-9974.4
3.4871e+05,-9974.4
3.4872e+05,-9974.4
3.4891e+05,-9974.4
3.4895e+05,-9974.7
3.4896e+05,-9974.7
3.49e+05,-9974.8
3.4903e+05,-9974.8
3.4908e+05,-9974.8
3.4915e+05,-9974.8
3.4927e+05,-9974.8
3.4931e+05,-9974.8
3.4933e+05,-9974.8
3.4933e+05,-9974.8
3.4972e+05,-9975.4
3.4977e+05,-9975.4
3.4982e+05,-9975.4
3.4982e+05,-9975.4
3.4994e+05,-9975.4
3.4999e+05,-9975.4
3.5001e+05,-9975.4
3.505e+05,-9975.5
3.5055e+05,-9975.5
3.5058e+05,-9975.5
3.5064e+05,-9975.5
3.5072e+05,-9975.5
3.5084e+05,-9975.5
3.5085e+05,-9975.5
3.5089e+05,-9976
3.5091e+05,-9976
3.5097e+05,-9976
3.5097e+05,-9976
3.5108e+05,-9976
3.5109e+05,-9976
3.5115e+05,-9976
3.5125e+05,-9976
3.5127e+05,-9976
3.5196e+05,-9976
3.5205e+05,-9976.1
3.5211e+05,-9976.1
3.5218e+05,-9976.1
3.5218e+05,-9976.1
3.5238e+05,-9976.1
3.5238e+05,-9976.1
3.5244e+05,-9976.1
3.5249e+05,-9976.4
3.5253e+05,-9976.4
3.5263e+05,-9976.4
3.5274e+05,-9976.4
3.5275e+05,-9976.4
3.5282e+05,-9976.4
3.5282e+05,-9976.4
3.5287e+05,-9976.4
3.5289e+05,-9976.4
3.5293e+05,-9976.4
3.5305e+05,-9976.4
3.531e+05,-9976.4
3.5312e+05,-9976.4
3.532e+05,-9976.4
3.5321e+05,-9976.5
3.5325e+05,-9976.5
3.533e+05,-9976.5
3.5349e+05,-9976.5
3.5349e+05,-9976.5
3.5357e+05,-9976.5
3.536e+05,-9976.6
3.5367e+05,-9976.6
3.5376e+05,-9976.6
3.5379e+05,-9976.6
3.5385e+05,-9976.6
3.5394e+05,-9976.6
3.5438e+05,-9976.9
3.5449e+05,-9976.9
3.5463e+05,-9976.9
3.5463e+05,-9976.9
3.547e+05,-9976.9
3.5474e+05,-9976.9
3.5476e+05,-9977
3.5491e+05,-9977
3.5502e+05,-9977
3.5508e+05,-9977
3.5516e+05,-9977.2
3.5534e+05,-9977.2
3.5534e+05,-9977.2
3.554e+05,-9977.2
3.5545e+05,-9977.2
3.555e+05,-9977.2
3.555e+05,-9977.2
3.5562e+05,-9977.2
3.5562e+05,-9977.2
3.5572e+05,-9977.2
3.5644e+05,-9977.2
3.5654e+05,-9977.6
3.5656e+05,-9977.6
3.5671e+05,-9977.6
3.569e+05,-9977.6
3.5721e+05,-9977.6
3.5738e+05,-9977.6
3.5749e+05,-9977.6
3.5749e+05,-9977.6
3.5765e+05,-9977.6
3.5769e+05,-9977.6
3.577e+05,-9977.6
3.5807e+05,-9977.6
3.5826e+05,-9977.7
3.5828e+05,-9977.7
3.5841e+05,-9977.7
3.5843e+05,-9978.4
3.5845e+05,-9978.4
3.5846e+05,-9978.4
3.5864e+05,-9978.4
3.5864e+05,-9978.4
3.5864e+05,-9978.4
3.5892e+05,-9978.4
3.5908e+05,-9978.4
3.5916e+05,-9978.4
3.5951e+05,-9978.4
3.5957e+05,-9978.4
3.5981e+05,-9978.6
3.5998e+05,-9978.6
3.5999e+05,-9978.6
3.6002e+05,-9978.6
3.6042e+05,-9978.9
3.6058e+05,-9978.9
3.6063e+05,-9978.9
3.6074e+05,-9978.9
3.6076e+05,-9978.9
3.6097e+05,-9978.9
3.6111e+05,-9978.9
3.6114e+05,-9979.2
3.6126e+05,-9979.2
3.6136e+05,-9979.2
3.6136e+05,-9979.2
3.6154e+05,-9979.2
3.6162e+05,-9979.2
3.6172e+05,-9979.2
3.6175e+05,-9979.2
3.619e+05,-9979.2
3.6204e+05,-9979.2
3.6212e+05,-9979.2
3.6214e+05,-9979.6
3.6229e+05,-9979.6
3.6243e+05,-9979.6
3.6252e+05,-9979.7
3.6255e+05,-9979.7
3.6267e+05,-9979.7
3.6291e+05,-9979.9
3.6297e+05,-9979.9
3.6306e+05,-9979.9
3.6325e+05,-9979.9
3.6333e+05,-9979.9
3.6368e+05,-9979.9
3.6369e+05,-9980
3.6382e+05,-9980
3.6383e+05,-9980
3.6407e+05,-9980
3.6421e+05,-9980.4
3.6423e+05,-9980.4
3.6425e+05,-9980.4
3.6425e+05,-9980.4
3.6436e+05,-9980.4
3.6446e+05,-9980.6
3.6459e+05,-9980.7
3.6468e+05,-9980.7
3.6474e+05,-9980.7
3.6484e+05,-9980.7
3.6497e+05,-9980.7
3.6513e+05,-9980.7
3.6536e+05,-9980.9
3.6539e+05,-9980.9
3.6549e+05,-9980.9
3.6553e+05,-9980.9
3.6561e+05,-9980.9
3.6574e+05,-9980.9
3.6574e+05,-9980.9
3.6585e+05,-9980.9
3.6587e+05,-9980.9
3.6596e+05,-9980.9
3.66e+05,-9981
3.6602e+05,-9981
3.6602e+05,-9981
3.6613e+05,-9981.2
3.6622e+05,-9981.2
3.6625e+05,-9981.2
3.6638e+05,-9981.2
3.6639e+05,-9981.2
3.6641e+05,-9981.2
3.6651e+05,-9981.3
3.6659e+05,-9981.3
3.6663e+05,-9981.3
3.6668e+05,-9981.3
3.6677e+05,-9981.3
3.668e+05,-9981.3
3.6681e+05,-9981.3
3.6715e+05,-9981.4
3.6719e+05,-9981.4
3.6724e+05,-9981.4
3.6728e+05,-9981.5
3.6736e+05,-9981.5
3.6739e+05,-9981.5
3.6752e+05,-9981.5
3.6753e+05,-9981.5
3.6753e+05,-9981.5
3.6757e+05,-9981.5
3.6767e+05,-9981.7
3.6768e+05,-9981.7
3.6774e+05,-9981.7
3.6778e+05,-9981.7
3.6782e+05,-9981.7
3.6792e+05,-9981.8
3.6796e+05,-9981.8
3.6805e+05,-9981.8
3.6805e+05,-9981.8
3.6811e+05,-9981.8
3.6812e+05,-9981.8
3.6815e+05,-9981.8
3.6816e+05,-9981.8
3.6846e+05,-9981.8
3.6854e+05,-9982.1
3.6855e+05,-9982.1
3.6869e+05,-9982.1
3.6869e+05,-9982.1
3.6874e+05,-9982.1
3.6882e+05,-9982.1
3.6886e+05,-9982.1
3.6894e+05,-9982.1
3.6897e+05,-9982.2
3.6901e+05,-9982.2
3.6904e+05,-9982.2
3.6907e+05,-9982.2
3.6912e+05,-9982.2
3.6919e+05,-9982.2
3.692e+05,-9982.2
3.6923e+05,-9982.2
3.6933e+05,-9982.2
3.694e+05,-9982.3
3.6946e+05,-9982.3
3.6951e+05,-9982.3
3.6959e+05,-9982.5
3.696e+05,-9982.5
3.6966e+05,-9982.5
3.6983e+05,-9982.7
3.6984e+05,-9982.7
3.6987e+05,-9982.7
3.6988e+05,-9982.7
3.6989e+05,-9982.7
3.6997e+05,-9982.7
3.6998e+05,-9982.7
3.6998e+05,-9982.7
3.7036e+05,-9982.7
3.7061e+05,-9982.7
3.7066e+05,-9982.7
3.7069e+05,-9982.7
3.7071e+05,-9982.7
3.7075e+05,-9982.7
3.7075e+05,-9983.4
3.71e+05,-9983.4
3.71e+05,-9983.4
3.7105e+05,-9983.4
3.7105e+05,-9983.4
3.7107e+05,-9983.4
3.711e+05,-9983.4
3.7112e+05,-9983.4
3.7112e+05,-9983.4
3.7114e+05,-9983.5
3.7118e+05,-9983.5
3.7139e+05,-9983.5
3.7146e+05,-9983.5
3.7153e+05,-9983.9
3.7155e+05,-9983.9
3.7155e+05,-9983.9
3.7178e+05,-9983.9
3.7179e+05,-9983.9
3.7179e+05,-9983.9
3.7182e+05,-9983.9
3.7194e+05,-9983.9
3.7196e+05,-9983.9
3.72e+05,-9983.9
3.7218e+05,-9983.9
3.7218e+05,-9983.9
3.723e+05,-9983.9
3.7241e+05,-9984.1
3.725e+05,-9984.1
3.7254e+05,-9984.1
3.7257e+05,-9984.4
3.7269e+05,-9984.4
