conditionId	_cell__CCND	_cell__CCNE_CDKN1A_	_cell__E2F_DBD_RB1_Ser332u_	_cell__E2F_DBD_RB1_Ser332p_	_cell__CCNA_CDKN1A_	_cell__CCNB_CDK1_Thr14_Tyr15u_CDKN1A_	_cell__E2F_DBD_RB1_1_Ser332u__RB1_E2F_1_Ser807_Ser811u_	_cell__E2F_DBD_RB1_1_Ser332p__RB1_E2F_1_Ser807_Ser811u_	_cell__RB1_E2F_Ser807_Ser811u_	_cell__RB1_E2F_Ser807_Ser811p_	_cell__PPP2R2B_ENSA_ARPP19_	_cell__APC_FBXO5_FZR1_CDC20_Ser355u_	_cell__CDC20_APC_	_cell__APC_FBXO5_FZR1_CDC20_1_Ser355p__CDC20_APC_1_	_cell__APC_FBXO5_FZR1_CDC20_Ser355p_	_cell__APC_FBXO5_FZR1_CDC20_1_Ser355u__FZR1_APC_1_FBXO5_nTermu_	_cell__FZR1_APC_FBXO5_nTermu_	_cell__FZR1_APC_FBXO5_nTermp_	_cell__APC_FBXO5_1_FZR1_CDC20_2_Ser355u__FBXO5_APC_1_FZR1_3_Ser182u__FZR1_APC_2_FBXO5_3_nTermu_	_cell__FBXO5_APC_FZR1_Ser182u_	_cell__APC_FBXO5_1_FZR1_CDC20_2_Ser355p__FBXO5_APC_1_FZR1_3_Ser182u__FZR1_APC_2_FBXO5_3_nTermu_	_cell__APC_FBXO5_FZR1_CDC20_1_Ser355p__FZR1_APC_1_FBXO5_nTermu_	_cell__FBXO5_APC_FZR1_Ser182p_	_cell__FOXM1_DBD_Thr600u_	_cell__FOXM1_DBD_Thr600p_	_cell__CCNB_promoter_FOXM1_1__FOXM1_DBD_1_Thr600p_	_cell__CCNB_promoter_FOXM1_	_cell__CDC20_promoter_FOXM1_	_cell__CDC20_promoter_FOXM1_1__FOXM1_DBD_1_Thr600p_	_cell__WEE1_Ser123u_	_cell__CCNB_CDK1_Thr14_Tyr15p_CDKN1A_	_cell__WEE1_Ser123p_	_cell__CDC25_pSitesp_	_cell__CDC25_pSitesu_	_cell__MASTL_Thr198u_	_cell__MASTL_Thr198p_	_cell__ENSA_ARPP19_PPP2R2B_Ser62_Ser67u_	_cell__ENSA_ARPP19_PPP2R2B_Ser62_Ser67p_	_cell__ENSA_ARPP19_PPP2R2B_1_Ser62_Ser67p__PPP2R2B_ENSA_ARPP19_1_	_cell__CCNE_promoter_E2F_	_cell__CCNA_promoter_E2F_	_cell__E2F_promoter_E2F_	_cell__FBXO5_promoter_E2F_	_cell__FOXM1_promoter_E2F_	_cell__CCNE_promoter_E2F_1__E2F_DBD_1_RB1_Ser332u_	_cell__CCNA_promoter_E2F_1__E2F_DBD_1_RB1_Ser332u_	_cell__E2F_DBD_1_RB1_Ser332u__E2F_promoter_E2F_1_	_cell__E2F_DBD_1_RB1_Ser332u__FBXO5_promoter_E2F_1_	_cell__E2F_DBD_1_RB1_Ser332u__FOXM1_promoter_E2F_1_	_cell__CCNE_promoter_E2F_1__E2F_DBD_1_RB1_Ser332p_	_cell__CCNA_promoter_E2F_1__E2F_DBD_1_RB1_Ser332p_	_cell__E2F_DBD_1_RB1_Ser332p__E2F_promoter_E2F_1_	_cell__E2F_DBD_1_RB1_Ser332p__FBXO5_promoter_E2F_1_	_cell__E2F_DBD_1_RB1_Ser332p__FOXM1_promoter_E2F_1_	_cell__SKP2	_cell__TP53_DBD_Ser15p_	_cell__CDKN1A_promoter_TP53_	_cell__CDKN1A_promoter_TP53_1__TP53_DBD_1_Ser15p_	_cell__CDKN1A_CCNE_A_B_Ser130u_	_cell__CCNA_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_	_cell__CCNE_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_	_cell__CCNB_CDK1_Thr14_Tyr15u_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_	_cell__CCNB_CDK1_Thr14_Tyr15p_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_	_cell__CDKN1A_CCNE_A_B_Ser130p_
wt	ic_wt_cell__CCND	ic_wt_cell__CCNE_CDKN1A_	ic_wt_cell__E2F_DBD_RB1_Ser332u_	ic_wt_cell__E2F_DBD_RB1_Ser332p_	ic_wt_cell__CCNA_CDKN1A_	ic_wt_cell__CCNB_CDK1_Thr14_Tyr15u_CDKN1A_	ic_wt_cell__E2F_DBD_RB1_1_Ser332u__RB1_E2F_1_Ser807_Ser811u_	ic_wt_cell__E2F_DBD_RB1_1_Ser332p__RB1_E2F_1_Ser807_Ser811u_	ic_wt_cell__RB1_E2F_Ser807_Ser811u_	ic_wt_cell__RB1_E2F_Ser807_Ser811p_	ic_wt_cell__PPP2R2B_ENSA_ARPP19_	ic_wt_cell__APC_FBXO5_FZR1_CDC20_Ser355u_	ic_wt_cell__CDC20_APC_	ic_wt_cell__APC_FBXO5_FZR1_CDC20_1_Ser355p__CDC20_APC_1_	ic_wt_cell__APC_FBXO5_FZR1_CDC20_Ser355p_	ic_wt_cell__APC_FBXO5_FZR1_CDC20_1_Ser355u__FZR1_APC_1_FBXO5_nTermu_	ic_wt_cell__FZR1_APC_FBXO5_nTermu_	ic_wt_cell__FZR1_APC_FBXO5_nTermp_	ic_wt_cell__APC_FBXO5_1_FZR1_CDC20_2_Ser355u__FBXO5_APC_1_FZR1_3_Ser182u__FZR1_APC_2_FBXO5_3_nTermu_	ic_wt_cell__FBXO5_APC_FZR1_Ser182u_	ic_wt_cell__APC_FBXO5_1_FZR1_CDC20_2_Ser355p__FBXO5_APC_1_FZR1_3_Ser182u__FZR1_APC_2_FBXO5_3_nTermu_	ic_wt_cell__APC_FBXO5_FZR1_CDC20_1_Ser355p__FZR1_APC_1_FBXO5_nTermu_	ic_wt_cell__FBXO5_APC_FZR1_Ser182p_	ic_wt_cell__FOXM1_DBD_Thr600u_	ic_wt_cell__FOXM1_DBD_Thr600p_	ic_wt_cell__CCNB_promoter_FOXM1_1__FOXM1_DBD_1_Thr600p_	ic_wt_cell__CCNB_promoter_FOXM1_	ic_wt_cell__CDC20_promoter_FOXM1_	ic_wt_cell__CDC20_promoter_FOXM1_1__FOXM1_DBD_1_Thr600p_	ic_wt_cell__WEE1_Ser123u_	ic_wt_cell__CCNB_CDK1_Thr14_Tyr15p_CDKN1A_	ic_wt_cell__WEE1_Ser123p_	ic_wt_cell__CDC25_pSitesp_	ic_wt_cell__CDC25_pSitesu_	ic_wt_cell__MASTL_Thr198u_	ic_wt_cell__MASTL_Thr198p_	ic_wt_cell__ENSA_ARPP19_PPP2R2B_Ser62_Ser67u_	ic_wt_cell__ENSA_ARPP19_PPP2R2B_Ser62_Ser67p_	ic_wt_cell__ENSA_ARPP19_PPP2R2B_1_Ser62_Ser67p__PPP2R2B_ENSA_ARPP19_1_	ic_wt_cell__CCNE_promoter_E2F_	ic_wt_cell__CCNA_promoter_E2F_	ic_wt_cell__E2F_promoter_E2F_	ic_wt_cell__FBXO5_promoter_E2F_	ic_wt_cell__FOXM1_promoter_E2F_	ic_wt_cell__CCNE_promoter_E2F_1__E2F_DBD_1_RB1_Ser332u_	ic_wt_cell__CCNA_promoter_E2F_1__E2F_DBD_1_RB1_Ser332u_	ic_wt_cell__E2F_DBD_1_RB1_Ser332u__E2F_promoter_E2F_1_	ic_wt_cell__E2F_DBD_1_RB1_Ser332u__FBXO5_promoter_E2F_1_	ic_wt_cell__E2F_DBD_1_RB1_Ser332u__FOXM1_promoter_E2F_1_	ic_wt_cell__CCNE_promoter_E2F_1__E2F_DBD_1_RB1_Ser332p_	ic_wt_cell__CCNA_promoter_E2F_1__E2F_DBD_1_RB1_Ser332p_	ic_wt_cell__E2F_DBD_1_RB1_Ser332p__E2F_promoter_E2F_1_	ic_wt_cell__E2F_DBD_1_RB1_Ser332p__FBXO5_promoter_E2F_1_	ic_wt_cell__E2F_DBD_1_RB1_Ser332p__FOXM1_promoter_E2F_1_	ic_wt_cell__SKP2	ic_wt_cell__TP53_DBD_Ser15p_	ic_wt_cell__CDKN1A_promoter_TP53_	ic_wt_cell__CDKN1A_promoter_TP53_1__TP53_DBD_1_Ser15p_	ic_wt_cell__CDKN1A_CCNE_A_B_Ser130u_	ic_wt_cell__CCNA_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_	ic_wt_cell__CCNE_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_	ic_wt_cell__CCNB_CDK1_Thr14_Tyr15u_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_	ic_wt_cell__CCNB_CDK1_Thr14_Tyr15p_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_	ic_wt_cell__CDKN1A_CCNE_A_B_Ser130p_
