observableId	simulationConditionId	measurement	time	noiseParameters_off
obs_cycA__nuc_median	wt	0.7373411591593281	0.0	1.0
obs_cycA__nuc_median	wt	0.7552241798527081	164.6044632	0.998845422
obs_cycA__nuc_median	wt	0.6149323614553737	329.4838944	0.997692177
obs_cycA__nuc_median	wt	0.4798466728633914	494.6393196	0.996540263
obs_cycA__nuc_median	wt	0.40175431982999943	660.071628	0.995389679
obs_cycA__nuc_median	wt	0.36580063957351283	825.7817088	0.994240424
obs_cycA__nuc_median	wt	0.3503188916466585	991.770588	0.993092495
obs_cycA__nuc_median	wt	0.3432874810365725	1158.039086	0.991945892
obs_cycA__nuc_median	wt	0.33970721760131634	1324.58823	0.990800613
obs_cycA__nuc_median	wt	0.33767031591079066	1491.418908	0.989656656
obs_cycA__nuc_median	wt	0.33642750148213985	1658.532146	0.98851402
obs_cycA__nuc_median	wt	0.3356561232271701	1825.928903	0.987372704
obs_cycA__nuc_median	wt	0.33520025075244303	1993.610066	0.986232704
obs_cycA__nuc_median	wt	0.3349755104921778	2161.576595	0.985094022
obs_cycA__nuc_median	wt	0.33493143494931554	2329.829582	0.983956654
obs_cycA__nuc_median	wt	0.33503512712593486	2498.369918	0.982820599
obs_cycA__nuc_median	wt	0.33526356807053553	2667.198629	0.981685855
obs_cycA__nuc_median	wt	0.3355997171374265	2836.316603	0.980552422
obs_cycA__nuc_median	wt	0.33603040923819927	3005.725003	0.979420298
obs_cycA__nuc_median	wt	0.3365451460044495	3175.424651	0.97828948
obs_cycA__nuc_median	wt	0.3371353607651694	3345.41664	0.977159968
obs_cycA__nuc_median	wt	0.33779394093197557	3515.702065	0.976031761
obs_cycA__nuc_median	wt	0.3385149010983599	3686.281747	0.974904856
obs_cycA__nuc_median	wt	0.33929315310095726	3857.156849	0.973779252
obs_cycA__nuc_median	wt	0.3401243314771428	4028.328328	0.972654947
obs_cycA__nuc_median	wt	0.3410046645889878	4199.797278	0.971531941
obs_cycA__nuc_median	wt	0.34193087157121693	4371.564658	0.970410231
obs_cycA__nuc_median	wt	0.34290008378711234	4543.631561	0.969289817
obs_cycA__nuc_median	wt	0.34390977990143146	4715.999014	0.968170696
obs_cycA__nuc_median	wt	0.3449577346542304	4888.668042	0.967052867
obs_cycA__nuc_median	wt	0.34604197764180616	5061.63974	0.965936329
obs_cycA__nuc_median	wt	0.34716075826353043	5234.915203	0.96482108
obs_cycA__nuc_median	wt	0.34831251718470607	5408.495456	0.963707118
obs_cycA__nuc_median	wt	0.34949586343575484	5582.381594	0.962594443
obs_cycA__nuc_median	wt	0.3507095535106326	5756.574643	0.961483052
obs_cycA__nuc_median	wt	0.35195247654138595	5931.075697	0.960372945
obs_cycA__nuc_median	wt	0.35322363955993474	6105.885919	0.959264119
obs_cycA__nuc_median	wt	0.3545221540178169	6281.006335	0.958156574
obs_cycA__nuc_median	wt	0.3558472281315767	6456.438108	0.957050307
obs_cycA__nuc_median	wt	0.3571981563335692	6632.182332	0.955945318
obs_cycA__nuc_median	wt	0.3585743114264705	6808.240102	0.954841604
obs_cycA__nuc_median	wt	0.3599751382970221	6984.612511	0.953739165
obs_cycA__nuc_median	wt	0.3614001485983249	7161.300724	0.952637998
obs_cycA__nuc_median	wt	0.3628489143039334	7338.305833	0.951538103
obs_cycA__nuc_median	wt	0.3643210648300314	7515.629071	0.950439478
obs_cycA__nuc_median	wt	0.36581628036296604	7693.271464	0.949342121
obs_cycA__nuc_median	wt	0.36733429121365757	7871.234242	0.948246031
obs_cycA__nuc_median	wt	0.3688748724221862	8049.518568	0.947151207
obs_cycA__nuc_median	wt	0.3704378413744279	8228.125606	0.946057647
obs_cycA__nuc_median	wt	0.37202305441427364	8407.056449	0.944965349
obs_cycA__nuc_median	wt	0.3736304063779079	8586.312329	0.943874313
obs_cycA__nuc_median	wt	0.3752598264266239	8765.894408	0.942784536
obs_cycA__nuc_median	wt	0.37691127809112057	8945.803987	0.941696017
obs_cycA__nuc_median	wt	0.37858475347646803	9126.042091	0.940608756
obs_cycA__nuc_median	wt	0.3802802768644239	9306.61002	0.939522749
obs_cycA__nuc_median	wt	0.38199789912059795	9487.508936	0.938437997
obs_cycA__nuc_median	wt	0.38373769844625616	9668.740072	0.937354497
obs_cycA__nuc_median	wt	0.3854997791276499	9850.304725	0.936272247
obs_cycA__nuc_median	wt	0.3872842675074808	10032.20399	0.935191248
obs_cycA__nuc_median	wt	0.38909131588908524	10214.43924	0.934111496
obs_cycA__nuc_median	wt	0.3909210961038343	10397.01156	0.933032992
