time(s),fx
5833.7117685530001836014,-2003.89910644273732032161
6060.44906779800021467963,-2003.89910644273732032161
6217.32775880600001983112,-2309.01789631209840081283
6600.61177043099996808451,-2616.38555737734623107826
6655.63672275200042349752,-2616.38555737734623107826
6707.29747034899992286228,-2616.38555737734623107826
6753.0299204869997993228,-2616.38555737734623107826
6753.03442641099991305964,-2616.38555737734623107826
6818.17308938800033502048,-2616.38555737734623107826
6818.1777039850003347965,-2616.38555737734623107826
6981.49317093599984218599,-3020.47670647887662198627
6990.28572465500019461615,-9013.18435037762537831441
7109.77199002799989102641,-9013.18435037762537831441
7191.09300691899989033118,-9013.18435037762537831441
7241.49389881699971738271,-9013.18435037762537831441
7257.98080348599978606217,-9013.18435037762537831441
7362.89286650200028816471,-9013.18435037762537831441
7362.89643521800007874845,-9013.18435037762537831441
7659.83938731899979757145,-9013.18435037762537831441
7694.02179123000041727209,-9013.18435037762537831441
7694.02583056300045427633,-9013.18435037762537831441
8535.80963055800020811148,-9013.18435037762537831441
9046.24182162400029483251,-9013.18435037762537831441
13010.5308074170006875647,-9013.18435037762537831441
13010.5331951640000625048,-9013.18435037762537831441
14231.2441612229995371308,-9622.91729361358557071071
14237.8044232880001800368,-9622.91729361358557071071
14309.480265176000102656,-9622.91729361358557071071
14360.1114670579991070554,-9622.91729361358557071071
14478.6515091330002178438,-9622.91729361358557071071
14893.1493642059995181626,-9622.91729361358557071071
15124.8133778179999353597,-9622.91729361358557071071
15720.2000257609997788677,-9622.91729361358557071071
16511.498065368999959901,-9622.91729361358557071071
16511.5006917639984749258,-9622.91729361358557071071
16687.4152146009982971009,-9622.91729361358557071071
16849.9479980680007429328,-9622.91729361358557071071
23574.0718532259998028167,-9693.97380612817869405262
23642.6994709489990782458,-9693.97380612817869405262
23642.7042776039997988846,-9693.97380612817869405262
23776.6906090640004549641,-9693.97380612817869405262
23792.7086361980000219774,-9693.97380612817869405262
23860.6374643710005329922,-9693.97380612817869405262
24037.4613834580013644882,-9693.97380612817869405262
24406.4071133430006739218,-9693.97380612817869405262
24472.952890159998787567,-9693.97380612817869405262
24592.5735257589985849336,-9693.97380612817869405262
25187.3796689769988006447,-9693.97380612817869405262
26431.7583384579993435182,-9693.97380612817869405262
27073.6866285130017786287,-9712.13344751219665340614
27341.4702453450008761138,-9712.13344751219665340614
27358.8275971289986046031,-9712.13344751219665340614
27454.6554961699985142332,-9712.13344751219665340614
27903.5107063510004081763,-9712.13344751219665340614
27991.3624266639999405015,-9712.13344751219665340614
28145.3939204950002022088,-9712.13344751219665340614
28984.0735593429999426007,-9712.13344751219665340614
29060.268506856999010779,-9712.13344751219665340614
31045.6167038470011902973,-9712.13344751219665340614
31633.8847200919990427792,-9712.13344751219665340614
31633.8878778329999477137,-9712.13344751219665340614
32836.7203571599966380745,-9735.82714175556793634314
32948.523808313999325037,-9735.82714175556793634314
33100.560116658998595085,-9735.82714175556793634314
33366.5962490439997054636,-9735.82714175556793634314
33511.1301390259977779351,-9735.82714175556793634314
33567.412989985998137854,-9735.82714175556793634314
33587.3868373459990834817,-9735.82714175556793634314
33875.041805715998634696,-9735.82714175556793634314
36191.4549788110016379505,-9735.82714175556793634314
36844.6094400950023555197,-9735.82714175556793634314
38741.9221591590030584484,-9772.19155916525596694555
38755.74240438400011044,-9772.19155916525596694555
38868.8179154469980858266,-9772.19155916525596694555
39228.921264887998404447,-9772.19155916525596694555
39306.2681344540033023804,-9772.19155916525596694555
39685.4289514449992566369,-9772.19155916525596694555
39695.9354371290028211661,-9772.19155916525596694555
40007.4349734130009892397,-9772.19155916525596694555
40158.8753589319967431948,-9772.19155916525596694555
40804.7871682039985898882,-9772.19155916525596694555
41876.7381827060016803443,-9786.91803122851888474543
41987.5998248480027541518,-9786.91803122851888474543
42098.1569147760019404814,-9786.91803122851888474543
42154.7804361809976398945,-9786.91803122851888474543
42341.349433668001438491,-9786.91803122851888474543
42373.3142047329965862446,-9786.91803122851888474543
42528.5142064160027075559,-9786.91803122851888474543
42626.2158756680000806227,-9786.91803122851888474543
42626.2207339539963868447,-9786.91803122851888474543
45717.0389690270021674223,-9786.91803122851888474543
46694.1750530360004631802,-9786.91803122851888474543
47031.5190639749998808838,-9786.91803122851888474543
53754.8883378050013561733,-9801.31293309708053129725
53967.029924454000138212,-9801.31293309708053129725
54073.6583711229977780022,-9801.31293309708053129725
54159.5492100699993898161,-9801.31293309708053129725
54269.8590977689964347519,-9801.31293309708053129725
55703.3216789919970324263,-9801.31293309708053129725
55863.3227130020022741519,-9801.31293309708053129725
56326.2047765460010850802,-9801.31293309708053129725
58326.3437075789988739416,-9801.31293309708053129725
58807.5480519549964810722,-9816.06889380348911799956
59083.0529665799986105412,-9816.06889380348911799956
59160.6833170329991844483,-9816.06889380348911799956
59199.807511434999469202,-9816.06889380348911799956
59725.7615359569972497411,-9816.06889380348911799956
60010.2207474789975094609,-9816.06889380348911799956
60133.8938470849971054122,-9816.06889380348911799956
60151.8067086250011925586,-9816.06889380348911799956
60903.4606382089987164363,-9830.31325112346530659124
61175.0611313960034749471,-9830.31325112346530659124
61232.8679353150000679307,-9830.31325112346530659124
61486.6313151569993351586,-9830.31325112346530659124
62026.2822889439994469285,-9830.31325112346530659124
62380.9887366059992928058,-9830.31325112346530659124
62594.0353702860011253506,-9830.31325112346530659124
63640.8914615429966943339,-9830.31325112346530659124
64796.3089445130026433617,-9830.31325112346530659124
66274.000496601001941599,-9832.49143539314718509559
66277.793346531005227007,-9832.49143539314718509559
66320.2835585330030880868,-9832.49143539314718509559
66674.5390837629965972155,-9832.49143539314718509559
66875.5602096119982888922,-9832.49143539314718509559
67257.4661703939927974716,-9832.49143539314718509559
68038.2776506119989790022,-9832.49143539314718509559
68119.267638186996919103,-9832.49143539314718509559
68317.1651660700008505955,-9832.49143539314718509559
68317.1676345419982681051,-9832.49143539314718509559
69308.025657566002337262,-9832.49143539314718509559
69478.2482824330072617158,-9832.49143539314718509559
70435.1454894509952282533,-9839.73844744282177998684
70480.1463701269967714325,-9839.73844744282177998684
70641.4278664419980486855,-9839.73844744282177998684
71979.6726298580033471808,-9839.73844744282177998684
72977.8265954730013618246,-9839.73844744282177998684
73332.4472153189999517053,-9846.92569130359515838791
73416.3068360080069396645,-9846.92569130359515838791
73485.2848302130005322397,-9846.92569130359515838791
73705.2464418729941826314,-9846.92569130359515838791
73863.4511727539938874543,-9846.92569130359515838791
74397.5212071860005380586,-9849.88649277602053189185
74618.2954986510012531653,-9849.88649277602053189185
74683.0645088919991394505,-9849.88649277602053189185
74691.9598448809992987663,-9854.32115424260337022133
75015.1000663449958665296,-9854.32115424260337022133
75287.6600976189947687089,-9854.32115424260337022133
75440.6606801309972070158,-9854.32115424260337022133
75749.9232221190031850711,-9854.32115424260337022133
75903.3017238010070286691,-9854.32115424260337022133
76652.4349227810016600415,-9854.32115424260337022133
78515.9212446970050223172,-9854.32115424260337022133
79847.8077604269928997383,-9854.32115424260337022133
80330.8162850249937037006,-9854.32115424260337022133
80431.0533446390036260709,-9865.07103068330798123498
80559.3687077429931377992,-9865.07103068330798123498
80765.8297573330055456609,-9865.07103068330798123498
80891.8342745859990827739,-9865.07103068330798123498
82477.1063392539945198223,-9865.07103068330798123498
82781.5328685410058824345,-9865.07103068330798123498
82885.1291757449944270775,-9865.07103068330798123498
84035.3995050999947125092,-9865.07103068330798123498
84086.3825682369933929294,-9865.07103068330798123498
84521.3594723629939835519,-9869.26085882404913718347
84893.4271894389967201278,-9869.26085882404913718347
85072.9909162249969085678,-9869.26085882404913718347
85692.0307481490017380565,-9869.26085882404913718347
86072.335766367003088817,-9869.26085882404913718347
87373.3881412129994714633,-9869.26085882404913718347
87434.1294782820041291416,-9869.26085882404913718347
87434.1322569269977975637,-9869.26085882404913718347
87559.5367621970071922988,-9869.26085882404913718347
87559.5400022620015079156,-9869.26085882404913718347
88018.3898306310002226382,-9869.26085882404913718347
88018.3937214629986556247,-9869.26085882404913718347
88023.5182460579962935299,-9869.26085882404913718347
88482.4151971520041115582,-9869.26085882404913718347
88482.4186875299928942695,-9869.26085882404913718347
92689.1360960460006026551,-9871.3138488823806255823
92751.5091757430054713041,-9871.3138488823806255823
92808.6702389249985571951,-9871.3138488823806255823
93091.6832037379936082289,-9871.3138488823806255823
93343.1139845059951767325,-9871.3138488823806255823
94157.7404884550051065162,-9871.3138488823806255823
94706.2607893090025754645,-9871.3138488823806255823
95552.6597069470008136705,-9885.89120664959955320228
95591.0810990850004600361,-9885.89120664959955320228
95604.2787462590058567002,-9885.89120664959955320228
95972.7762578989932080731,-9885.89120664959955320228
96235.7798081950022606179,-9885.89120664959955320228
96235.7825705160066718236,-9885.89120664959955320228
96291.3301079490047413856,-9885.89120664959955320228
97431.9880617019953206182,-9885.89120664959955320228
99151.4737608639989048243,-9885.89120664959955320228
99731.3161087070038774982,-9885.89120664959955320228
99731.3210820249951211736,-9885.89120664959955320228
100336.818653921000077389,-9885.89120664959955320228
101835.046096663994831033,-9885.89120664959955320228
101835.049929241999052465,-9885.89120664959955320228
103679.005512390998774208,-9887.98657189697405556217
103696.206598752003628761,-9887.98657189697405556217
103854.789711032994091511,-9887.98657189697405556217
103952.186694673000602052,-9887.98657189697405556217
104327.211396216996945441,-9887.98657189697405556217
104444.503704304996063001,-9887.98657189697405556217
104459.659168091005994938,-9887.98657189697405556217
107056.523283404007088393,-9887.98657189697405556217
107731.106047162000322714,-9890.52933889524319965858
107889.564140429996768944,-9890.52933889524319965858
107934.01813401299295947,-9890.52933889524319965858
107975.83455237299494911,-9890.52933889524319965858
107999.101169084999128245,-9890.52933889524319965858
108327.422268841997720301,-9890.52933889524319965858
109064.859277997995377518,-9890.52933889524319965858
109310.881039757005055435,-9890.52933889524319965858
109479.855973105994053185,-9890.52933889524319965858
111108.027064156005508266,-9890.52933889524319965858
111622.168734286999097094,-9890.52933889524319965858
114946.97224132000701502,-9898.55350874530631699599
114997.262969909003004432,-9898.55350874530631699599
115393.362986744003137574,-9898.55350874530631699599
116171.79985933999705594,-9898.55350874530631699599
116397.364702014994691126,-9898.55350874530631699599
116692.064952575994539075,-9898.55350874530631699599
116700.843051272997399792,-9898.55350874530631699599
117125.575517887002206407,-9900.76738991711681592278
117142.131007841002428904,-9900.76738991711681592278
117155.092396815001848154,-9900.76738991711681592278
117218.864437523006927222,-9900.76738991711681592278
117236.005105995005578734,-9900.76738991711681592278
118398.707864583993796259,-9900.76738991711681592278
118403.316992377003771253,-9900.76738991711681592278
119907.068637742995633744,-9900.76738991711681592278
121522.580774072004714981,-9904.79727393618122732732
121550.006188832994666882,-9904.79727393618122732732
121989.892196996996062808,-9904.79727393618122732732
122155.165531395003199577,-9904.79727393618122732732
122195.305940606005606242,-9904.79727393618122732732
122343.1307897100050468,-9904.79727393618122732732
123956.619871552000404336,-9904.79727393618122732732
124455.643327568002860062,-9904.79727393618122732732
124964.05458268900110852,-9908.60818237636158301029
125049.877514278996386565,-9908.60818237636158301029
125188.369628405998810194,-9908.60818237636158301029
125461.054095933999633417,-9908.60818237636158301029
125545.361170190997654572,-9908.60818237636158301029
125545.36382595899340231,-9908.60818237636158301029
126442.083839508006349206,-9908.60818237636158301029
127608.509079341994947754,-9908.60818237636158301029
129287.156532074994174764,-9908.60818237636158301029
129352.125705287005985156,-9908.60818237636158301029
129383.928889791000983678,-9908.60818237636158301029
130140.4827493110060459,-9912.47162733497680164874
144065.377667430992005393,-9912.47136932479952520225
144065.839804070012178272,-9912.47136932479952520225
144066.095248016994446516,-9912.47136932479952520225
144066.361534260009648278,-9912.47136932479952520225
144067.125131523003801703,-9912.47136932479952520225
144067.986484450986608863,-9912.47136932479952520225
144068.090002532990183681,-9912.47136932479952520225
144068.846651275991462171,-9912.47136932479952520225
144068.865928796003572643,-9912.47136932479952520225
144069.118126813002163544,-9912.47136932479952520225
144070.600386355014052242,-9912.47136932479952520225
144744.82314609398599714,-9912.49011677968155709095
144802.720553116989322007,-9912.49011677968155709095
144870.473835998011054471,-9912.5103852474767336389
144916.117584188003093004,-9912.5103852474767336389
144972.912935350002953783,-9912.5103852474767336389
145011.792630501993698999,-9912.5103852474767336389
145038.705739197990624234,-9912.5103852474767336389
145120.018959250010084361,-9912.5103852474767336389
145292.491135641990695149,-9912.5103852474767336389
145657.463117528008297086,-9912.5103852474767336389
145672.330759209988173097,-9912.51425269989340449683
145780.155599893012549728,-9912.51425269989340449683
145780.159443076001480222,-9912.51425269989340449683
145892.830459252989385277,-9912.51425269989340449683
145963.492532684002071619,-9912.51425269989340449683
146011.728276442998321727,-9912.51425269989340449683
146183.488155684986850247,-9912.51425269989340449683
146320.472901216999161988,-9912.51425269989340449683
146952.803831025987165049,-9912.51425269989340449683
147085.191821962012909353,-9912.52258249010992585681
147105.82983568700728938,-9912.52258249010992585681
147247.973765845992602408,-9912.52258249010992585681
147274.96670451300451532,-9912.52258249010992585681
147845.761553813004866242,-9912.52258249010992585681
147923.836479754012543708,-9912.52258249010992585681
147923.840575069014448673,-9912.52258249010992585681
147949.636658111994620413,-9912.52481836335391562898
147984.020068404002813622,-9914.40050152333424193785
148319.024997739994432777,-9914.40050152333424193785
148319.028961352014448494,-9914.40050152333424193785
148327.240391003986587748,-9914.40050152333424193785
148386.7822211780003272,-9914.40050152333424193785
148386.786095127987209707,-9914.40050152333424193785
148424.072007662995019928,-9914.62549263559594692197
148565.606395322014577687,-9914.62549263559594692197
148565.610307313996599987,-9914.62549263559594692197
148821.533143267995910719,-9914.62549263559594692197
148881.367039531993214041,-9914.62549263559594692197
148881.370818377006798983,-9914.62549263559594692197
148889.193061950994888321,-9914.62549263559594692197
148946.244165410986170173,-9914.62549263559594692197
149229.989316621999023482,-9914.62549263559594692197
149391.967201288003707305,-9914.62549263559594692197
149709.409209203004138544,-9914.62549263559594692197
149709.413376784010324627,-9914.62549263559594692197
149775.966842577996430919,-9914.62549263559594692197
150806.660446489986497909,-9914.7841190908493445022
150807.50704084598692134,-9914.7841190908493445022
151015.020245783001882955,-9914.7841190908493445022
151015.024509481008863077,-9914.7841190908493445022
151117.031578433990944177,-9915.92296855415224854369
151425.364386417000787333,-9915.92296855415224854369
151458.606810191995464265,-9915.92296855415224854369
151584.924204467009985819,-9915.92296855415224854369
151734.721147055010078475,-9915.92296855415224854369
151895.600300466001499444,-9916.22885845695054740645
152042.296232864988269284,-9916.22885845695054740645
152141.983783603005576879,-9916.22885845695054740645
152259.279923141002655029,-9916.22885845695054740645
152259.282508244999917224,-9916.22885845695054740645
152572.423354222992202267,-9916.22885845695054740645
152693.754706250998424366,-9916.22885845695054740645
152808.533229163993382826,-9916.22885845695054740645
152859.258470928994938731,-9916.22885845695054740645
153049.640470231999643147,-9916.22885845695054740645
153067.403939915995579213,-9916.36982663150956796017
153457.568951335997553542,-9916.36982663150956796017
154695.707964784000068903,-9917.42867920368735212833
154952.415623139007948339,-9917.42867920368735212833
155146.371002027008216828,-9917.42867920368735212833
155273.931094096013111994,-9917.42867920368735212833
155329.940750904992455617,-9917.42867920368735212833
155385.044981098995776847,-9917.42867920368735212833
155433.002849856013199314,-9917.42867920368735212833
155508.981498815002851188,-9917.42867920368735212833
155672.31021104400861077,-9918.9117833022555714706
155762.975619798002298921,-9918.9117833022555714706
155763.000441018986748531,-9918.9117833022555714706
155830.322340710001299158,-9918.9117833022555714706
156586.808192989992676303,-9918.9117833022555714706
157072.291723551985342056,-9918.9117833022555714706
157198.014298719994258136,-9918.9117833022555714706
157499.547495253995293751,-9918.9117833022555714706
158177.804746428999351338,-9921.17979180663678562269
158184.319695685990154743,-9921.17979180663678562269
158249.457726019987603649,-9921.17979180663678562269
158480.666677462984807789,-9921.17979180663678562269
158739.668168695003259927,-9921.17979180663678562269
158756.896023342007538304,-9921.17979180663678562269
158756.89910500799305737,-9921.17979180663678562269
158757.792608535004546866,-9921.17979180663678562269
159054.697615504992427304,-9921.17979180663678562269
159325.521299646003171802,-9921.59054056335116911214
159359.451426948013249785,-9921.59054056335116911214
159420.408801770012360066,-9921.59054056335116911214
159420.415371156006585807,-9921.59054056335116911214
159747.703703278995817527,-9921.59054056335116911214
160109.583437219989718869,-9921.59054056335116911214
160406.066877869016025215,-9921.59054056335116911214
160461.958389351988444105,-9921.59054056335116911214
160910.352367752988357097,-9921.59054056335116911214
160978.882664639997528866,-9921.59054056335116911214
161967.948353773012058809,-9921.99066367809064104222
162022.933269144006771967,-9921.99066367809064104222
162023.397969065990764648,-9921.99066367809064104222
162028.079033143003471196,-9921.99066367809064104222
162078.285804852988803759,-9921.99066367809064104222
162254.02602873501018621,-9921.99066367809064104222
162279.650136902986560017,-9923.39800810914130124729
162468.242423359013628215,-9923.39800810914130124729
162619.098988284007646143,-9923.39800810914130124729
162761.03201535198604688,-9923.39800810914130124729
162992.141491579997818917,-9923.39800810914130124729
163681.958113386004697531,-9923.39800810914130124729
163681.960780210996745154,-9923.39800810914130124729
163739.978713185992091894,-9923.39800810914130124729
163792.468320318002952263,-9923.39800810914130124729
164284.790115898009389639,-9923.39800810914130124729
164315.437345542013645172,-9923.39800810914130124729
165178.471847318985965103,-9923.39800810914130124729
165178.474608652992174029,-9923.39800810914130124729
165600.242871360998833552,-9925.21293409966347098816
165700.885846980003407225,-9925.21293409966347098816
165868.05811892100609839,-9925.21293409966347098816
166039.996080109995091334,-9925.21293409966347098816
166417.763039493991527706,-9925.21293409966347098816
166491.120431143994210288,-9925.21293409966347098816
166508.170264062006026506,-9925.21293409966347098816
166591.012277808011276647,-9925.21293409966347098816
166602.302595888002542779,-9925.21293409966347098816
167070.080761493998579681,-9925.21293409966347098816
167219.297850767994532362,-9925.21293409966347098816
167999.1620953899982851,-9925.2330340003300079843
168266.638877482997486368,-9925.2330340003300079843
168774.321483159990748391,-9925.2330340003300079843
168913.810628587001701817,-9925.2330340003300079843
169015.33492417901288718,-9925.60573567765277402941
169174.241127371991751716,-9925.60573567765277402941
169273.815794182009994984,-9925.60573567765277402941
169390.958493679005187005,-9925.60573567765277402941
169716.525463027996011078,-9925.60573567765277402941
169887.008532228006515652,-9925.60573567765277402941
171092.810122652997961268,-9925.60573567765277402941
171103.761881491984240711,-9925.60573567765277402941
171186.805370460991980508,-9925.60573567765277402941
171548.375602696993155405,-9925.60573567765277402941
171548.378138876985758543,-9925.60573567765277402941
173758.72248314501484856,-9926.80049613041774136946
173884.208212853991426528,-9926.80049613041774136946
174042.594252673006849363,-9926.80049613041774136946
174070.447448621009243652,-9926.80049613041774136946
174524.929259883007034659,-9926.80049613041774136946
174699.776349569001467898,-9926.80049613041774136946
174866.165956876997370273,-9930.33156746528220537584
174967.367787563998717815,-9930.33156746528220537584
175022.980932506005046889,-9930.33156746528220537584
175307.037341557996114716,-9930.33156746528220537584
175307.039906021993374452,-9930.33156746528220537584
175500.563798921008128673,-9930.33156746528220537584
175780.663774100015871227,-9930.33156746528220537584
175947.552405407011974603,-9930.33156746528220537584
175947.555052785988664255,-9930.33156746528220537584
176607.115577612014021724,-9930.33156746528220537584
177136.559258621011395007,-9930.33156746528220537584
177136.561879850982222706,-9930.33156746528220537584
178364.448035250999964774,-9930.33156746528220537584
178364.450519625999731943,-9930.33156746528220537584
180937.359446677000960335,-9931.17170923139747173991
181172.417935242992825806,-9931.17170923139747173991
181222.050877492991276085,-9931.17170923139747173991
181234.807385093008633703,-9931.17170923139747173991
181234.809813453000970185,-9931.17170923139747173991
181438.189143232011701912,-9931.17170923139747173991
181903.677382569992914796,-9931.17170923139747173991
182431.393359556008363143,-9931.17170923139747173991
182490.57488281698897481,-9931.17170923139747173991
182644.358259911998175085,-9931.17170923139747173991
183030.519879663013853133,-9931.17170923139747173991
183487.964670413988642395,-9931.17170923139747173991
184268.35552497798926197,-9931.17353624280076473951
184302.897612955013755709,-9931.17353624280076473951
184323.379760855983477086,-9931.17353624280076473951
184517.979102112003602087,-9931.17353624280076473951
184946.847175823990255594,-9931.17353624280076473951
185068.491911413992056623,-9931.17353624280076473951
185483.715313433000119403,-9932.83756388785513991024
185599.302875110995955765,-9932.83756388785513991024
186113.201355397002771497,-9932.83756388785513991024
186248.168929453997407109,-9932.83756388785513991024
186248.171589206001954153,-9932.83756388785513991024
187258.823812103015370667,-9932.83756388785513991024
187683.724872844002675265,-9932.83756388785513991024
187818.087187591998372227,-9932.83756388785513991024
188864.061899427993921563,-9932.83756388785513991024
189023.223511321994010359,-9935.63255554112220124807
189072.929257467010756955,-9935.63255554112220124807
189333.579419245012104511,-9935.63255554112220124807
189470.295517021004343405,-9935.91919582284026546404
189514.76850497501436621,-9935.91919582284026546404
189542.65037970500998199,-9935.91919582284026546404
189597.37899402400944382,-9935.91919582284026546404
190019.798675861995434389,-9935.91919582284026546404
190436.787572399014607072,-9935.91919582284026546404
190598.241716855991398916,-9935.91919582284026546404
191147.651186096016317606,-9935.91919582284026546404
191456.289122476999182254,-9935.91919582284026546404
192062.863765310001326725,-9935.91919582284026546404
195626.356095486000413075,-9935.91919582284026546404
197379.251612138992641121,-9936.23463219533368828706
197425.153377118986099958,-9936.23463219533368828706
197743.493763090984430164,-9936.23463219533368828706
198079.053654461982659996,-9936.23463219533368828706
198670.839695997012313455,-9936.23463219533368828706
198708.460637497017160058,-9936.41029477675147063565
198758.183023060992127284,-9936.41029477675147063565
199193.252898264006944373,-9936.41029477675147063565
199431.881746924016624689,-9936.41029477675147063565
200458.89595532399835065,-9936.41029477675147063565
200784.535800897981971502,-9936.41029477675147063565
200790.566141058981884271,-9936.41029477675147063565
200790.568874752992996946,-9936.41029477675147063565
200969.511791199998697266,-9936.41029477675147063565
201544.639316638989839703,-9936.41029477675147063565
203800.788217177003389224,-9936.41029477675147063565
204544.493700858001830056,-9940.91622258666939160321
204631.509611346991732717,-9940.91622258666939160321
204783.727380185999209061,-9940.91622258666939160321
204856.167231085011735559,-9940.91622258666939160321
205142.802934074017684907,-9940.91622258666939160321
205300.116420291014946997,-9940.91622258666939160321
205300.118892041005892679,-9940.91622258666939160321
205600.032350002991734073,-9940.91622258666939160321
206077.483889268012717366,-9940.91622258666939160321
207671.737442595011088997,-9940.91622258666939160321
208551.086495972995180637,-9940.91622258666939160321
208551.090221058984752744,-9940.91622258666939160321
210976.057519664987921715,-9940.91622258666939160321
219897.045935861999168992,-9942.39911845533606538083
220085.076688731001922861,-9942.39911845533606538083
220265.564594900002703071,-9942.39911845533606538083
221427.750744413991924375,-9942.39911845533606538083
221929.911624688014853746,-9942.84142452960986702237
222038.026102300005732104,-9942.84142452960986702237
222159.070706757018342614,-9942.84142452960986702237
222197.428144762001466006,-9942.84142452960986702237
222664.919265937001910061,-9943.06834591313781857025
222862.98140500599402003,-9944.37706982911004160997
223036.382728582015261054,-9944.37706982911004160997
223036.38507598201977089,-9944.37706982911004160997
223245.78712036000797525,-9944.37706982911004160997
224041.486297347000800073,-9944.37706982911004160997
224383.977375635004136711,-9944.37706982911004160997
224384.772372089006239548,-9944.37706982911004160997
224582.800023592018987983,-9944.37706982911004160997
224582.802590114995837212,-9944.37706982911004160997
226553.702781811996828765,-9944.37706982911004160997
227189.868273468979168683,-9944.37706982911004160997
227531.546443750004982576,-9944.37706982911004160997
228590.291045741993002594,-9944.37706982911004160997
228729.441837955004302785,-9945.35309462092300236691
228880.625401889003114775,-9945.35309462092300236691
229072.50963782100006938,-9945.35309462092300236691
229430.325846094987355173,-9945.35309462092300236691
230922.315972537006018683,-9945.35309462092300236691
231632.290831099002389237,-9945.35309462092300236691
231742.571542049001436681,-9945.35309462092300236691
232907.09626952197868377,-9945.35309462092300236691
233538.115340931981336325,-9945.35309462092300236691
234974.896551224985159934,-9945.35309462092300236691
235821.463107654999475926,-9945.35309462092300236691
239097.58777973399264738,-9946.25332061179869924672
239173.301625092979520559,-9946.25332061179869924672
239822.68875614000717178,-9946.25332061179869924672
240004.365386052988469601,-9946.25332061179869924672
240056.165510201011784375,-9946.25332061179869924672
240083.055017353995935991,-9946.25332061179869924672
240977.42936300701694563,-9946.25332061179869924672
242097.809239913010969758,-9946.25332061179869924672
242765.707345873001031578,-9946.25332061179869924672
243178.975293244002386928,-9946.25332061179869924672
244584.984390794008504599,-9950.88689790187891048845
244648.333624254999449477,-9950.88689790187891048845
244648.337678205978590995,-9950.88689790187891048845
245141.630094469990581274,-9950.88689790187891048845
245274.067143831984139979,-9950.88689790187891048845
245274.070432188978884369,-9950.88689790187891048845
245474.893496999982744455,-9950.88689790187891048845
245778.349086910020560026,-9950.88689790187891048845
246285.96745851100422442,-9950.88689790187891048845
246915.174258069018833339,-9950.88689790187891048845
246960.683182328997645527,-9950.88689790187891048845
246960.685930254985578358,-9950.88689790187891048845
247640.695757618988864124,-9950.88689790187891048845
249376.200568347005173564,-9950.88689790187891048845
249803.286122524994425476,-9954.49808393319108290598
250124.092783609987236559,-9954.49808393319108290598
250446.221794240002054721,-9954.49808393319108290598
250591.823784334002994001,-9954.49808393319108290598
251128.744799497013445944,-9958.0788454529429145623
251529.165445405000355095,-9958.0788454529429145623
251973.437937863986007869,-9958.0788454529429145623
252006.759559780010022223,-9958.0788454529429145623
252298.702561651996802539,-9958.0788454529429145623
252334.14038881499436684,-9958.0788454529429145623
253008.535962227993877605,-9958.0788454529429145623
253039.494259847997454926,-9958.0788454529429145623
253943.677085686009377241,-9958.0788454529429145623
254389.123506141011603177,-9958.0788454529429145623
255849.664369424979668111,-9958.0788454529429145623
258397.02149325399659574,-9964.01186689080714131705
288001,-9965.82405499999913445208
330343.678949999972246587,-9965.82405499999913445208
330382.31150000001071021,-9965.82405499999913445208
330415.311359999992419034,-9965.82405499999913445208
330416.070219999994151294,-9965.82405499999913445208
330465.200089999998454005,-9965.82405499999913445208
330543.575209999980870634,-9965.82405499999913445208
