parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	hierarchicalOptimization	objectivePriorType	objectivePriorParameters
kPhRbD		log	0.000554401	0.055440055	0.00065769	1	0	uniform	
kPhRbE		log	0.000693001	0.069300069	0.059640837	1	0	uniform	
kDpRb		log	0.0001386	0.013860014	0.00968815	1	0	uniform	
kPhRb		log	0.002079002	0.20790021	0.034711911	1	0	uniform	
kSyCe1		log	1.39E-06	0.0001386	2.1142E-05	1	0	uniform	
kSyCe2		log	0.41580042	41.580042	0.798957261	1	0	uniform	
kDeCe		log	1.39E-05	0.001386001	0.000540268	1	0	uniform	
kDiE2fRb		log	3.47E-05	0.003465004	3.4699E-05	1	0	uniform	
kAsE2fRb		log	0.034650035	3.4650035	0.114262921	1	0	uniform	
kSyE2f1		log	6.93E-07	6.93E-05	1.74156E-06	1	0	uniform	
kSyE2f2		log	0.069300069	6.9300069	0.291928404	1	0	uniform	
kDeE2f1		log	6.93E-06	0.000693001	7.33365E-06	1	0	uniform	
kDeE2f2		log	0.0001386	0.013860014	0.000656145	1	0	uniform	
kPhE2f		log	0.0001386	0.013860014	0.011907134	1	0	uniform	
kDpE2f2		log	0.006930007	0.69300069	0.026778604	1	0	uniform	
kSyEmi1		log	3.47E-06	0.0003465	4.55724E-05	1	0	uniform	
kSyEmi2		log	0.34650035	34.650035	6.29182186	1	0	uniform	
kDeEmi1		log	3.47E-05	0.003465004	0.000224636	1	0	uniform	
kDeEmi2		log	3.47E-05	0.003465004	9.48615E-05	1	0	uniform	
kDeEmi3		log	0.0003465	0.034650035	0.000346499	1	0	uniform	
kPhEmiA		log	3.47E-06	0.0003465	0.000201528	1	0	uniform	
kPhEmiB		log	1.73E-05	0.001732502	1.73001E-05	1	0	uniform	
kDpEmi		log	3.47E-07	3.47E-05	1.66228E-05	1	0	uniform	
kSyCa1		log	6.93E-07	6.93E-05	1.78511E-05	1	0	uniform	
kSyCa2		log	0.051975052	5.1975052	1.230677449	1	0	uniform	
kDeCa1		log	6.93E-07	6.93E-05	6.93025E-07	1	0	uniform	
kDeCa2		log	0.0002772	0.027720028	0.019780101	1	0	uniform	
kDeCa3		log	6.93E-05	0.006930007	0.001899656	1	0	uniform	
kDpCdh		log	0.0003465	0.034650035	0.001090738	1	0	uniform	
kPhCdhA		log	0.001732502	0.17325017	0.002891437	1	0	uniform	
kPhCdhE		log	6.93E-05	0.006930007	0.000607992	1	0	uniform	
kPhCdhB		log	0.017325017	1.7325017	0.302292217	1	0	uniform	
kDiACE		log	3.47E-05	0.003465004	0.002538043	1	0	uniform	
kAsACE		log	0.034650035	3.4650035	0.057280422	1	0	uniform	
kDiACdh		log	3.47E-05	0.003465004	3.4699E-05	1	0	uniform	
kAsACdh		log	0.034650035	3.4650035	0.034649918	1	0	uniform	
kPhCeA		log	0.000693001	0.069300069	0.000701942	1	0	uniform	
kPhCeE		log	6.93E-06	0.000693001	0.00062077	1	0	uniform	
kPhFoxE		log	6.93E-05	0.006930007	7.36043E-05	1	0	uniform	
kPhFoxA		log	6.93E-05	0.006930007	6.92997E-05	1	0	uniform	
kPhFoxB		log	0.0003465	0.034650035	0.001587441	1	0	uniform	
kDpFox		log	3.47E-06	0.0003465	9.79536E-06	1	0	uniform	
kSyCb1		log	6.93E-07	6.93E-05	8.90426E-06	1	0	uniform	
kSyCb2		log	0.051975052	5.1975052	2.650328904	1	0	uniform	
kDeCb1		log	6.93E-07	6.93E-05	3.72272E-05	1	0	uniform	
kDeCb2		log	8.66E-05	0.008662509	8.98395E-05	1	0	uniform	
kDeCb3		log	8.66E-05	0.008662509	0.000448581	1	0	uniform	
kPhEnsa		log	6.93E-05	0.006930007	0.000141951	1	0	uniform	
kDpEnsa		log	3.47E-05	0.003465004	0.000137883	1	0	uniform	
kPhGw		log	0.000693001	0.069300069	0.01103016	1	0	uniform	
kDpGw1		log	0.00017325	0.017325017	0.007802824	1	0	uniform	
kDpGw2		log	0.006930007	0.69300069	0.129459868	1	0	uniform	
kWee1		log	6.93E-06	0.000693001	9.88967E-06	1	0	uniform	
kWee2		log	0.000693001	0.069300069	0.001294649	1	0	uniform	
kPhWeeA		log	6.93E-05	0.006930007	0.000171383	1	0	uniform	
kPhWeeB		log	0.000693001	0.069300069	0.064209698	1	0	uniform	
kDpWee		log	0.006930007	0.69300069	0.014038647	1	0	uniform	
kCdc25_1		log	6.93E-05	0.006930007	0.00039066	1	0	uniform	
kCdc25_2		log	0.000693001	0.069300069	0.009805307	1	0	uniform	
kDpCdc25		log	0.006930007	0.69300069	0.015226958	1	0	uniform	
kDipEB55		log	4.71E-06	0.00047124	4.71431E-06	1	0	uniform	
kAspEB55		log	0.03950104	3.950104	3.950096137	1	0	uniform	
kSyCdc_1		log	6.93E-07	6.93E-05	1.02016E-06	1	0	uniform	
kSyCdc_2		log	0.069300069	6.9300069	4.749711385	1	0	uniform	
kDeCdc_1		log	2.77E-06	0.0002772	7.92533E-05	1	0	uniform	
kDeCdc_2		log	2.77E-05	0.002772003	0.002528901	1	0	uniform	
kDipACdc		log	8.66E-05	0.008662509	8.84605E-05	1	0	uniform	
kAspACdc		log	0.000693001	0.069300069	0.001731747	1	0	uniform	
