observableId	simulationConditionId	measurement	time	noiseParameters_off
obs_cycA__nuc_median	wt	1.151357879343894	0.0	1.0
obs_cycA__nuc_median	wt	0.4052103038423591	164.6044632	0.998845422
obs_cycA__nuc_median	wt	0.3950173267227477	329.4838944	0.997692177
obs_cycA__nuc_median	wt	0.3908501634260053	494.6393196	0.996540263
obs_cycA__nuc_median	wt	0.3880985987286748	660.071628	0.995389679
obs_cycA__nuc_median	wt	0.38627578681216107	825.7817088	0.994240424
obs_cycA__nuc_median	wt	0.3851718571131997	991.770588	0.993092495
obs_cycA__nuc_median	wt	0.3846518448165128	1158.039086	0.991945892
obs_cycA__nuc_median	wt	0.3846090401427973	1324.58823	0.990800613
obs_cycA__nuc_median	wt	0.38495328371160387	1491.418908	0.989656656
obs_cycA__nuc_median	wt	0.3856072698669026	1658.532146	0.98851402
obs_cycA__nuc_median	wt	0.3865047553511304	1825.928903	0.987372704
obs_cycA__nuc_median	wt	0.3875892708436177	1993.610066	0.986232704
obs_cycA__nuc_median	wt	0.38881299232323074	2161.576595	0.985094022
obs_cycA__nuc_median	wt	0.3901356904976937	2329.829582	0.983956654
obs_cycA__nuc_median	wt	0.39152374078616553	2498.369918	0.982820599
obs_cycA__nuc_median	wt	0.3929492199961012	2667.198629	0.981685855
obs_cycA__nuc_median	wt	0.3943890765428556	2836.316603	0.980552422
obs_cycA__nuc_median	wt	0.3958244000927289	3005.725003	0.979420298
obs_cycA__nuc_median	wt	0.3972397730516538	3175.424651	0.97828948
obs_cycA__nuc_median	wt	0.398622720457245	3345.41664	0.977159968
obs_cycA__nuc_median	wt	0.39996323305461523	3515.702065	0.976031761
obs_cycA__nuc_median	wt	0.40125336548501095	3686.281747	0.974904856
obs_cycA__nuc_median	wt	0.40248690315788493	3857.156849	0.973779252
obs_cycA__nuc_median	wt	0.40365907930864137	4028.328328	0.972654947
obs_cycA__nuc_median	wt	0.4047663421042082	4199.797278	0.971531941
obs_cycA__nuc_median	wt	0.4058061562914489	4371.564658	0.970410231
obs_cycA__nuc_median	wt	0.4067768420106696	4543.631561	0.969289817
obs_cycA__nuc_median	wt	0.407677435781711	4715.999014	0.968170696
obs_cycA__nuc_median	wt	0.4085075750015042	4888.668042	0.967052867
obs_cycA__nuc_median	wt	0.40926740050973864	5061.63974	0.965936329
obs_cycA__nuc_median	wt	0.4099574726763443	5234.915203	0.96482108
